hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
110100,2709,13,56686934.78,56678897.84,23428,3398522.0,21160.0,32.0,0.46,0.71,0.51,0.74,0.44,0.0,0.97
110110,27010,13,8611374.1,9531958.99,3596,226518.0,7813.0,0.0,0.05,0.11,0.08,0.05,0.16,0.0,
110120,2708,13,37527002.31,24929325.47,15134,894463.0,13727.0,0.0,0.3,0.31,0.33,0.2,0.29,0.0,0.75
110150,2705,13,12871443.31,6822918.93,7296,424769.0,5976.0,231.0,0.09,0.08,0.16,0.09,0.12,0.0,0.59
111100,2404,13,64283549.73,58226004.06,23979,2575706.0,16491.0,5979.0,0.52,0.73,0.52,0.56,0.34,0.12,0.86
111101,2406,13,30617008.27,24995157.69,7162,233350.0,4634.0,114.0,0.24,0.31,0.15,0.05,0.1,0.0,0.74
111195,2405,13,49554804.96,24317956.29,8450,790304.0,8767.0,3944.0,0.4,0.3,0.18,0.17,0.18,0.08,1.16
112100,2306,13,43679894.46,63938640.71,16796,2072193.0,15763.0,0.0,0.35,0.81,0.37,0.45,0.33,0.0,1.14
112101,2305,13,23532239.38,16482816.95,17950,72772.0,8794.0,0.0,0.18,0.2,0.39,0.02,0.18,0.0,0.71
112102,2304,13,27747817.2,31245904.56,9129,891576.0,9851.0,0.0,0.21,0.39,0.2,0.19,0.2,0.0,1.21
112103,2303,13,13732843.91,19537743.95,4409,434248.0,1762.0,0.0,0.1,0.24,0.09,0.09,0.04,0.0,1.71
112104,2308,13,13612453.65,12689140.55,3862,176486.0,2922.0,0.0,0.1,0.15,0.08,0.04,0.06,0.0,1.76
112105,2309,13,3414206.15,1775263.68,2973,3806.0,4.0,0.0,0.01,0.01,0.06,0.0,0.0,0.0,
112106,2307,13,4271391.57,1464170.82,1037,618.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,
113100,2503,13,74757978.8,53446684.54,27139,3094460.0,23625.0,6564.0,0.61,0.67,0.59,0.68,0.49,0.13,0.92
113130,2505,13,21057731.73,10739946.64,7424,327768.0,7496.0,0.0,0.16,0.13,0.16,0.07,0.16,0.0,1.03
113180,2508,13,28401609.52,15371977.47,16236,1065814.0,11299.0,0.0,0.22,0.18,0.35,0.23,0.23,0.0,0.69
114101,2805,13,91046409.47,59121183.88,45626,2765699.0,33831.0,9232.0,0.74,0.74,1.0,0.6,0.7,0.18,0.9
114103,3001,13,40031697.04,26318567.31,19908,1767946.0,11327.0,1269.0,0.32,0.32,0.43,0.39,0.24,0.02,0.7
114105,2807,13,31676241.15,24569946.76,5275,649642.0,4112.0,2376.0,0.25,0.3,0.11,0.14,0.09,0.05,
115100,903,6,48731360.22,36517958.13,17920,1452878.0,17391.0,3268.0,0.39,0.46,0.39,0.32,0.36,0.06,0.95
115107,9010,6,14845929.88,8493127.57,9027,351508.0,7417.0,0.0,0.11,0.1,0.2,0.08,0.15,0.0,0.69
116100,1003,7,25823219.05,14337815.66,14146,1786150.0,13499.0,21757.0,0.2,0.17,0.31,0.39,0.28,0.42,0.76
116105,1008,7,50063873.02,33540380.02,19192,2277376.0,15533.0,0.0,0.4,0.42,0.42,0.5,0.32,0.0,0.93
116108,10011,7,22326286.25,10105858.87,14504,804990.0,12771.0,4023.0,0.17,0.12,0.32,0.18,0.27,0.08,0.71
117101,1103,16,46142875.81,27141406.67,21057,1484690.0,18859.0,0.0,0.37,0.34,0.46,0.32,0.39,0.0,0.78
117102,1104,16,12314532.6,5078299.98,6534,350188.0,6055.0,0.0,0.09,0.05,0.14,0.08,0.13,0.0,0.66
118100,1203,8,89100361.3,59520612.39,34321,3320798.0,25498.0,6269.0,0.73,0.75,0.75,0.73,0.53,0.12,0.93
118105,1205,8,13168225.45,3764271.33,7583,511082.0,5629.0,13921.0,0.09,0.04,0.16,0.11,0.12,0.27,0.56
118106,1206,8,10098477.09,3428118.64,4879,348575.0,2457.0,10908.0,0.07,0.03,0.1,0.08,0.05,0.21,
119100,1303,8,47897004.2,38381162.44,22611,1666541.0,17659.0,0.0,0.38,0.48,0.49,0.36,0.37,0.0,0.86
119101,1304,8,8778455.67,2541195.75,3852,376481.0,3754.0,5343.0,0.06,0.02,0.08,0.08,0.08,0.1,
120101,1405,8,51966585.97,37404677.09,25379,1990832.0,17363.0,0.0,0.42,0.47,0.56,0.44,0.36,0.0,0.74
121109,17016,9,71253407.29,55434775.28,35000,3129489.0,20787.0,4470.0,0.58,0.7,0.77,0.68,0.43,0.09,0.9
122100,1803,14,47194296.56,31083794.5,20575,1847927.0,19269.0,1746.0,0.38,0.39,0.45,0.4,0.4,0.03,0.84
123100,1903,10,42790270.65,23614217.74,16667,1300333.0,16123.0,0.0,0.34,0.29,0.36,0.28,0.34,0.0,0.79
124105,20011,10,51494730.3,34374557.8,20044,1279006.0,13396.0,0.0,0.41,0.43,0.44,0.28,0.28,0.0,0.83
125100,2107,11,31483690.29,14799493.89,8706,923349.0,5385.0,0.0,0.25,0.18,0.19,0.2,0.11,0.0,0.82
126100,2205,12,37355687.9,19001292.5,11924,622377.0,8157.0,0.0,0.29,0.23,0.26,0.14,0.17,0.0,0.79
129100,1603,9,15397763.11,5893699.75,7804,338764.0,5123.0,0.0,0.11,0.06,0.17,0.07,0.11,0.0,0.62
129106,1604,9,16637100.43,6471087.39,7323,349343.0,5241.0,0.0,0.12,0.07,0.16,0.08,0.11,0.0,0.67
133150,3302,10,19916966.91,6739708.94,7079,388675.0,5891.0,3608.0,0.15,0.07,0.15,0.08,0.12,0.07,0.75
