hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,8223,42922115,24693228
102100,203,1,8226,69650615,30766623
103100,303,2,8230,84757807,74341955
103101,304,2,8231,33706499,15189621
103102,305,2,8232,6347550,2730527
103103,306,2,8233,3571090,874097
103104,307,2,8234,3016119,1115503
104100,403,3,8239,38174508,22686348
104101,404,3,8240,2399633,650466
104102,405,3,8241,2295139,569499
104103,406,3,8242,17875106,10722838
104104,407,3,8243,2519341,551218
105100,503,4,8246,51816134,40208608
105101,504,4,8247,51864868,35834559
105102,505,4,8248,41490617,22112593
105103,506,4,8249,10790253,5137080
105104,507,4,8250,4602585,2526598
105105,508,4,8251,2768249,912414
105106,509,4,8252,2508823,1013942
105107,5010,4,8253,3195257,1187369
105108,5011,4,8254,5042640,1884281
106100,603,5,8257,69178333,39775559
106102,607,5,8261,17569066,8641335
106103,604,5,8258,19582044,11610618
106104,605,5,8259,7422090,2838808
106105,606,5,8260,3707878,1484002
107100,703,5,8265,80013989,67552270
107101,704,5,8266,35369421,21169979
107102,705,5,8267,23886377,10638970
107103,706,5,8268,6020667,1693382
107104,708,5,8270,7232895,1712654
107105,709,5,8271,5996011,1590050
107106,7010,5,8272,2890839,857095
107107,7011,5,8273,1754872,432884
107108,7012,5,8274,5354127,2298499
107109,7013,5,8275,6672845,2258238
107110,707,5,8269,3501803,840663
108100,803,5,8278,25857319,14172228
108101,804,5,8279,20287011,11798041
108102,805,5,8280,3701756,1170624
108104,806,5,8281,1976464,681116
108105,807,5,8282,9192478,2859797
109100,2606,13,8475,77941819,60577736
109101,2605,13,8474,38007211,15184190
109102,2608,13,8477,16641541,7625487
109103,2607,13,8476,20611160,16668540
109104,2604,13,8473,3624774,953922
110100,2709,13,8486,72713280,75560595
110110,27010,13,8487,9397381,11541917
110120,2708,13,8485,77431581,33554598
110130,2707,13,8484,21147486,14972584
110140,2706,13,8483,9260856,3891943
110150,2705,13,8482,19925701,9569004
110160,2704,13,8481,5550901,1908747
111100,2404,13,8458,81228967,59237500
111101,2406,13,8460,84948977,46774906
111351,3101,13,8497,6650185,5749860
112100,2306,13,8449,61105387,88129654
112101,2305,13,8448,33367886,18370580
112102,2304,13,8447,36073534,31819688
112103,2303,13,8446,18719144,27486883
112104,2308,13,8451,15735736,12462698
112105,2309,13,8452,4845894,1816183
112106,2307,13,8450,5591526,1814029
112107,23010,13,8453,6631021,4350147
113100,2503,13,8464,87674612,65015225
113130,2505,13,8466,29345887,14470966
113150,2506,13,8467,14481989,4351346
113160,2504,13,8465,6725031,11717464
113170,2507,13,8468,5788191,1803480
113180,2508,13,8469,40092129,20270224
114101,2805,13,8492,11613015,4008797
114102,2806,13,8493,68754444,57265672
114103,3001,13,8496,58785095,36195312
114105,2807,13,8494,9491560,7079159
115100,903,6,8290,79541637,46163857
115101,904,6,8291,3871665,1092633
115102,905,6,8292,2228842,551402
115103,906,6,8293,3080347,980550
115104,907,6,8294,12528344,11793349
115105,908,6,8295,5929098,2305418
115106,909,6,8296,1630935,472091
115107,9010,6,8297,23699877,14806199
115108,9011,6,8298,3493869,1231982
115109,9012,6,8299,2099162,530407
115110,9013,6,8300,13149774,7916769
115111,9014,6,8301,1599871,542520
115112,9015,6,8302,3153348,1265442
115113,9016,6,8303,1677734,391016
115114,9017,6,8304,1746541,558022
116100,1003,7,8307,38966175,31452244
116101,1004,7,8308,3292168,1116158
116102,1005,7,8309,4225415,2746386
116103,1006,7,8310,2120468,816168
116104,1007,7,8311,2252641,622316
116105,1008,7,8312,82284160,53796891
116106,1009,7,8313,2280161,668666
116107,10010,7,8314,6989225,2362945
116108,10011,7,8315,29082767,17515872
116109,10012,7,8316,6805178,2969316
116110,10013,7,8317,7637547,2887766
116111,10014,7,8318,9376096,3274858
116112,10015,7,8319,2466102,704833
117101,1103,16,8322,67086979,39504125
117102,1104,16,8323,19891677,11672568
117103,1105,16,8324,5423155,2908195
117104,1106,16,8325,4212053,1918833
117106,1107,16,8326,3726640,1851637
117107,1109,16,8328,3469626,1750560
117108,1108,16,8327,4419668,2390008
118100,1203,8,8333,127578700,87878932
118103,1204,8,8334,13002359,9056186
118105,1205,8,8335,19751846,5154762
118106,1206,8,8336,14646964,5789253
118107,1207,8,8337,3043833,952929
118108,1208,8,8338,3276281,1080647
119100,1303,8,8343,69044694,53059484
119101,1304,8,8344,14873016,5335271
119102,1305,8,8345,13716514,6658513
120101,1406,8,8352,75474803,61963417
120102,1407,8,8353,6123797,2393503
120103,1408,8,8354,4623176,1712272
120104,1409,8,8355,4251900,1519099
120105,1405,8,8351,4728598,2388538
120106,14010,8,8356,4092773,1563457
120107,1404,8,8350,3496183,1315676
121109,17016,9,8388,91951463,77525475
121110,17013,9,8385,12934804,8114398
121111,17012,9,8384,2914903,992913
121112,17015,9,8387,2609970,1040561
121113,1704,9,8376,3919651,2020819
121114,1705,9,8377,16771494,13311407
121115,1707,9,8379,4164572,1558191
121116,17010,9,8382,2914670,1249080
121117,1709,9,8381,13182738,6274878
121118,17011,9,8383,2545656,1016606
121119,1708,9,8380,2922988,1061861
121120,17014,9,8386,3635585,1678771
121121,1706,9,8378,12411963,6085761
122100,1803,14,8392,66079565,44040020
122101,1804,14,8393,2205245,721380
122102,1805,14,8394,2406544,787988
122103,1806,14,8395,4218488,1120510
122104,1807,14,8396,7732003,2230320
122105,1808,14,8397,4477092,1154767
122106,1809,14,8398,3439740,756122
122200,18011,14,8400,3342144,945710
123100,1903,10,8403,54908331,31886964
123101,1905,10,8405,4375134,1978012
123102,1906,10,8406,3202188,737549
123103,1904,10,8404,2364969,731148
123104,1907,10,8407,1902013,589722
123105,1908,10,8408,1737255,505402
124105,20011,10,8419,88219505,62903101
124110,2008,10,8416,2198834,1154848
124115,2006,10,8414,2877730,1262174
124120,2005,10,8413,3082276,1475399
124125,2009,10,8417,2327906,1118536
124130,2003,10,8411,6524263,2190035
124140,20010,10,8418,1765114,524021
124145,2007,10,8415,2638795,942241
125100,2107,11,8428,42425817,24361359
