hospital_id,hospital_fns_id,region,row_index,21_value,22_value
125101,2108,11,8429,16187884,8144047
125102,2105,11,8426,2790991,948533
125103,2106,11,8427,4484932,1280891
125104,2104,11,8425,2418304,600743
126100,2205,12,8436,54217023,31661692
126101,2204,12,8435,15416561,5813574
126102,2203,12,8434,3834398,1716482
126704,22012,12,8443,1775612,709400
128109,1506,8,8362,24871065,13055827
128110,1507,8,8363,8810480,2891183
128111,1504,8,8360,14020130,5219507
128112,1505,8,8361,2793468,1277608
128113,1503,8,8359,9698140,4386098
129100,1603,9,8366,30662225,12771990
129101,1607,9,8370,2808140,947623
129103,1606,9,8369,4210546,1485777
129104,1605,9,8368,6185250,2124025
129106,1604,9,8367,23215213,10466930
129107,1608,9,8371,3705949,1330055
129108,1609,9,8372,2823746,737039
133150,3302,10,8500,27838554,11412652
133155,3306,10,8504,16083761,6205591
133160,3304,10,8502,3162157,988923
133165,3303,10,8501,7514626,3134953
133170,3305,10,8503,1918801,528691
