hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
101100,103,15,25392597,15200599,15622.0,1053372.0,11346.0,2575.0,0.7772
102100,203,1,34817202,16278222,16997.0,968415.0,13041.0,1813.0,0.768
103100,303,3,37125042,22816537,18800.0,1244458.0,17650.0,0.0,0.8502
103101,304,3,14232097,6885763,8222.0,515196.0,3403.0,0.0,0.6405
104100,403,3,22460094,13954195,10747.0,576301.0,8079.0,0.0,0.7622
105100,503,4,22738148,15399213,13452.0,1315462.0,14176.0,0.0,0.8919
105101,504,4,24200718,15386566,13011.0,764027.0,14459.0,0.0,0.9574
105102,505,4,13836176,6691882,8859.0,736166.0,8575.0,0.0,0.6664
106100,603,5,42045607,25104513,24398.0,1342933.0,16797.0,0.0,1.0065
106102,607,5,9909762,4704846,5395.0,1276884.0,3266.0,0.0,1.0217
106103,604,5,10261054,6629571,8563.0,626569.0,4866.0,0.0,0.6651
107100,703,5,42001939,38349092,19157.0,2221028.0,16704.0,0.0,1.2024
107101,704,5,16093614,10177641,10739.0,941821.0,9167.0,0.0,0.7147
107102,705,5,13322994,5833849,6995.0,381535.0,5601.0,1951.0,0.732
108100,803,5,14215431,6839934,10752.0,531806.0,10201.0,0.0,0.7861
108101,804,5,11535972,6459984,9344.0,479812.0,9613.0,0.0,0.7301
109100,2606,13,45818340,28667963,25223.0,3716757.0,42986.0,0.0,0.7938
109101,2605,13,24717072,11323525,7807.0,563056.0,7107.0,0.0,1.0933
110100,2709,13,45967788,38504571,23870.0,3660426.0,20068.0,174.0,0.9964
110120,2708,13,30728043,24028614,15308.0,1096023.0,15343.0,0.0,0.8179
110150,2705,13,12047418,5257793,6925.0,565302.0,6260.0,794.0,0.6374
111100,2404,13,49701862,45045838,22750.0,2607296.0,15782.0,6875.0,0.9064
111101,2406,13,38992526,22831552,15656.0,1692053.0,10389.0,2544.0,0.8391
111195,2405,13,37483448,19520252,7713.0,864977.0,11425.0,3416.0,1.2158
112100,2306,13,32682292,41189035,9153.0,1769735.0,15985.0,0.0,1.1712
112101,2305,13,18435577,11385778,15857.0,75796.0,8562.0,0.0,0.7216
112102,2304,13,21585608,19375610,8991.0,917751.0,8071.0,0.0,1.2657
112103,2303,13,11315296,15153065,4872.0,523358.0,1563.0,0.0,1.6305
112104,2308,13,10685380,8867831,3950.0,257990.0,3146.0,0.0,1.7665
113100,2503,13,55722132,38477100,27120.0,3549134.0,23080.0,5905.0,0.8687
113130,2505,13,16108755,7957591,6906.0,382324.0,6265.0,0.0,1.1243
113180,2508,13,22243878,11662618,14353.0,1162141.0,10045.0,0.0,0.7591
114101,2805,13,73511288,46531780,41770.0,2920481.0,31794.0,7818.0,0.9084
114103,3001,13,32407071,19452785,17820.0,1900057.0,10509.0,779.0,0.759
115100,903,6,39835747,34958429,16427.0,1586996.0,15878.0,4055.0,1.0005
115107,9010,6,11117569,8006857,8596.0,482731.0,7215.0,0.0,0.7568
116100,1003,7,20912742,15387518,13684.0,2003373.0,14459.0,89.0,0.772
116105,1008,7,44028946,27293000,20579.0,2558535.0,17422.0,0.0,0.9832
116108,10011,7,17448240,7514351,14402.0,874443.0,10954.0,557.0,0.7566
117101,1103,16,38370880,21109088,19464.0,1456462.0,18505.0,0.0,0.8237
117102,1104,16,10453722,5012993,6999.0,377767.0,6978.0,0.0,0.6947
118100,1203,8,71220503,47736367,31084.0,3659855.0,25065.0,6338.0,1.0688
118105,1205,8,10048411,2741021,6838.0,588009.0,5519.0,15772.0,0.5865
119100,1303,8,37278129,26075226,20160.0,1886338.0,16395.0,0.0,0.9047
120101,1405,8,41560558,30651709,23771.0,2199394.0,16378.0,3390.0,0.777
121109,17016,9,55530717,46239240,32139.0,3230748.0,22655.0,4860.0,0.9671
122100,1803,14,35782382,27812331,19573.0,1992410.0,15081.0,2051.0,0.8982
123100,1903,10,32775154,18792750,15533.0,1423201.0,15330.0,0.0,0.8411
124105,20011,10,48064746,31393304,22886.0,1609874.0,17449.0,0.0,0.8958
125100,2107,11,26795868,11963352,9443.0,1001494.0,5581.0,0.0,0.7813
126100,2205,12,28776202,17080809,11556.0,716961.0,8146.0,0.0,0.9221
129100,1603,9,12339024,5065518,7343.0,381203.0,5540.0,5597.0,0.6401
129106,1604,9,12916602,5909703,7192.0,434588.0,4684.0,2222.0,0.7034
133150,3302,10,15909737,6131349,7145.0,443578.0,5789.0,2057.0,0.8261
