hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
101100,103,15,30402083,21385066,16382.0,1322625.0,15480.0,2567.0,0.7965
102100,203,1,44850918,19773728,18521.0,1066779.0,15896.0,0.0,0.8223
103100,303,3,53134618,42003684,18519.0,1479786.0,14689.0,0.0,0.906
103101,304,3,18123688,9167070,8406.0,600182.0,3463.0,0.0,0.6829
104100,403,3,27590456,15811936,11521.0,768385.0,9717.0,0.0,0.7663
105100,503,4,29923673,24475318,12506.0,883266.0,16323.0,0.0,0.9487
105101,504,4,31000432,26127682,13511.0,900028.0,15688.0,0.0,1.0042
105102,505,4,19145227,10101526,8892.0,858729.0,11293.0,0.0,0.7126
106100,603,5,50137410,33083454,18950.0,1314900.0,16327.0,0.0,1.0209
106102,607,5,12334151,5986307,5488.0,763507.0,3912.0,0.0,1.0663
106103,604,5,12604132,7342081,8169.0,780582.0,4712.0,0.0,0.6826
107100,703,5,52740732,41307729,19162.0,1664149.0,17486.0,0.0,1.1867
107101,704,5,19476598,12419560,10330.0,1110958.0,11041.0,0.0,0.7478
107102,705,5,16974287,8353811,7526.0,408443.0,6873.0,882.0,0.7461
108100,803,5,16771028,8297405,11761.0,663417.0,11325.0,0.0,0.7851
108101,804,5,13758529,7118840,9081.0,516349.0,11760.0,0.0,0.7783
109100,2606,13,55929776,33466857,26457.0,4385599.0,48087.0,0.0,0.8275
109101,2605,13,29034738,11061119,9025.0,570725.0,7331.0,0.0,1.0349
110100,2709,13,55711729,45361429,23550.0,4081988.0,20965.0,235.0,1.0192
110120,2708,13,37434290,28772922,16758.0,1396488.0,16297.0,0.0,0.7998
110150,2705,13,14140731,5842440,7012.0,602110.0,6417.0,762.0,0.6273
111100,2404,13,61487479,54832144,27006.0,2887404.0,17748.0,4931.0,0.876
111101,2406,13,48789195,27943015,17144.0,2214987.0,12582.0,3679.0,0.919
111195,2405,13,39437035,23430012,7989.0,1003254.0,9004.0,4296.0,1.3127
112100,2306,13,39723250,51337722,10415.0,1994988.0,18695.0,0.0,1.1887
112101,2305,13,23000670,11008426,15610.0,49972.0,9079.0,0.0,0.7306
112102,2304,13,25824826,21905171,8592.0,922215.0,9034.0,0.0,1.3343
112103,2303,13,12808285,19211314,5482.0,531325.0,2281.0,0.0,1.7354
112104,2308,13,12303246,9391735,4067.0,278222.0,3940.0,0.0,1.6667
113100,2503,13,66571972,44974942,30233.0,3973087.0,27518.0,4341.0,0.9234
113130,2505,13,21340298,11279202,6761.0,395227.0,7157.0,0.0,1.0957
113180,2508,13,26849729,12600195,14924.0,1263150.0,11893.0,0.0,0.7819
114101,2805,13,94970025,61096731,39259.0,3154374.0,36286.0,9974.0,0.9522
114103,3001,13,40191554,24641670,20180.0,2261976.0,12460.0,921.0,0.7452
115100,903,6,55165957,37434344,20103.0,2045681.0,23861.0,5178.0,1.0167
115107,9010,6,14230417,11206359,9230.0,575507.0,8040.0,0.0,0.7751
116100,1003,7,24579216,20469806,14717.0,2118544.0,16792.0,0.0,0.7851
116105,1008,7,60325511,34556712,26046.0,3145967.0,22745.0,0.0,1.0186
116108,10011,7,20666216,10771247,13094.0,972311.0,12912.0,0.0,0.7799
117101,1103,16,46066176,26234223,18902.0,1661581.0,22437.0,0.0,0.8742
117102,1104,16,13258671,6482604,7417.0,444326.0,8356.0,11809.0,0.6921
118100,1203,8,88017968,64919167,32151.0,3800062.0,30160.0,38239.0,1.0933
118105,1205,8,11949778,3741438,7154.0,677855.0,5593.0,15278.0,0.6073
119100,1303,8,45722820,35328529,20893.0,2057220.0,19524.0,0.0,0.9482
120101,1405,8,3408477,1654324,26020.0,2665896.0,22170.0,4056.0,0.8587
121109,17016,9,65402266,58822193,31319.0,3531941.0,26114.0,4897.0,1.0372
122100,1803,14,42357254,38167705,20504.0,2124301.0,18275.0,1908.0,0.9335
123100,1903,10,39626288,23176733,15777.0,1774809.0,18238.0,0.0,0.8574
124105,20011,10,61277757,43079855,22350.0,1846478.0,21106.0,49980.0,0.9263
125100,2107,11,30152222,14410301,9255.0,954246.0,5469.0,0.0,0.83
126100,2205,12,36475818,22213314,11213.0,828133.0,8921.0,0.0,0.9881
129100,1603,9,14751714,5824783,7397.0,414908.0,5603.0,4160.0,0.6791
129106,1604,9,14967415,7109750,7624.0,531485.0,5819.0,1827.0,0.7414
133150,3302,10,20439755,7013895,7149.0,549042.0,7253.0,1404.0,0.8421
