hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,33284514.83,19924884.52,15622.0,1053372.0,11346.0,2575.0,0.28,0.26,0.31,0.22,0.21,0.05,0.78
102100,203,1,45638249.46,21337428.45,16997.0,968415.0,13041.0,1813.0,0.39,0.28,0.34,0.2,0.25,0.04,0.77
103100,303,3,48663356.92,29907825.66,18800.0,1244458.0,17650.0,0.0,0.42,0.4,0.38,0.27,0.35,0.0,0.85
103101,304,3,18655375.96,9025830.67,8222.0,515196.0,3403.0,0.0,0.14,0.11,0.13,0.1,0.04,0.0,0.64
104100,403,3,29440601.6,18291103.13,10747.0,576301.0,8079.0,0.0,0.24,0.24,0.19,0.12,0.14,0.0,0.76
105100,503,4,29805073.67,20185226.96,13452.0,1315462.0,14176.0,0.0,0.25,0.26,0.25,0.28,0.27,0.0,0.89
105101,504,4,31722204.59,20168649.32,13011.0,764027.0,14459.0,0.0,0.27,0.26,0.24,0.16,0.28,0.0,0.96
105102,505,4,18136404.29,8771692.22,8859.0,736166.0,8575.0,0.0,0.14,0.1,0.15,0.15,0.15,0.0,0.67
106100,603,5,55113213.89,32906895.47,24398.0,1342933.0,16797.0,0.0,0.48,0.44,0.51,0.29,0.33,0.0,1.01
106102,607,5,12989676.49,6167093.36,5395.0,1276884.0,3266.0,0.0,0.09,0.07,0.07,0.27,0.04,0.0,1.02
106103,604,5,13450148.64,8690015.21,8563.0,626569.0,4866.0,0.0,0.1,0.1,0.14,0.13,0.07,0.0,0.67
107100,703,5,55055974.05,50267836.78,19157.0,2221028.0,16704.0,0.0,0.48,0.68,0.39,0.48,0.33,0.0,1.2
107101,704,5,21095445.02,13340811.21,10739.0,941821.0,9167.0,0.0,0.17,0.17,0.19,0.2,0.17,0.0,0.71
107102,705,5,17463727.38,7646985.99,6995.0,381535.0,5601.0,1951.0,0.13,0.09,0.11,0.08,0.09,0.04,0.73
108100,803,5,18633530.24,8965758.2,10752.0,531806.0,10201.0,0.0,0.14,0.11,0.19,0.11,0.19,0.0,0.79
108101,804,5,15121306.07,8467721.25,9344.0,479812.0,9613.0,0.0,0.11,0.1,0.16,0.1,0.18,0.0,0.73
109100,2606,13,60058497.26,37577851.52,25223.0,3716757.0,42986.0,0.0,0.53,0.5,0.53,0.81,0.89,0.0,0.79
109101,2605,13,32399039.36,14842831.39,7807.0,563056.0,7107.0,0.0,0.27,0.19,0.12,0.12,0.12,0.0,1.09
110100,2709,13,60254393.1,50471638.03,23870.0,3660426.0,20068.0,174.0,0.53,0.68,0.5,0.8,0.4,0.0,1.0
110120,2708,13,40278196.16,31496611.36,15308.0,1096023.0,15343.0,0.0,0.34,0.42,0.3,0.23,0.3,0.0,0.82
110150,2705,13,15791707.45,6891894.09,6925.0,565302.0,6260.0,794.0,0.12,0.08,0.1,0.12,0.1,0.02,0.64
111100,2404,13,65149002.4,59045904.72,22750.0,2607296.0,15782.0,6875.0,0.57,0.8,0.47,0.57,0.31,0.13,0.91
111101,2406,13,51111247.5,29927507.26,15656.0,1692053.0,10389.0,2544.0,0.44,0.4,0.31,0.36,0.19,0.05,0.84
111195,2405,13,49133154.08,25587068.44,7713.0,864977.0,11425.0,3416.0,0.43,0.34,0.12,0.18,0.22,0.07,1.22
112100,2306,13,42839817.95,53990422.73,9153.0,1769735.0,15985.0,0.0,0.37,0.73,0.16,0.38,0.31,0.0,1.17
112101,2305,13,24165280.77,14924432.37,15857.0,75796.0,8562.0,0.0,0.2,0.19,0.31,0.01,0.15,0.0,0.72
112102,2304,13,28294328.84,25397472.28,8991.0,917751.0,8071.0,0.0,0.23,0.33,0.15,0.19,0.14,0.0,1.27
112103,2303,13,14832044.85,19862577.14,4872.0,523358.0,1563.0,0.0,0.11,0.26,0.06,0.11,0.0,0.0,1.63
112104,2308,13,14006353.47,11623917.49,3950.0,257990.0,3146.0,0.0,0.1,0.14,0.03,0.05,0.04,0.0,1.77
113100,2503,13,73040348.29,50435629.16,27120.0,3549134.0,23080.0,5905.0,0.65,0.68,0.57,0.77,0.46,0.12,0.87
113130,2505,13,21115291.78,10430778.53,6906.0,382324.0,6265.0,0.0,0.17,0.13,0.1,0.08,0.1,0.0,1.12
113180,2508,13,29157186.53,15287313.14,14353.0,1162141.0,10045.0,0.0,0.24,0.19,0.28,0.25,0.19,0.0,0.76
114101,2805,13,96358303.0,60993671.56,41770.0,2920481.0,31794.0,7818.0,0.86,0.83,0.91,0.64,0.65,0.15,0.91
