hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,33446983.97,20784241.24,16100.0,1132097.0,13387.0,2450.0,0.28,0.27,0.32,0.24,0.26,0.05,0.79
102100,203,1,48483116.42,23795036.78,17280.0,974958.0,20546.0,290.0,0.42,0.31,0.34,0.21,0.41,0.01,0.78
103100,303,3,50798397.46,34828461.28,17711.0,1232220.0,17302.0,0.0,0.44,0.47,0.35,0.26,0.34,0.0,0.86
103101,304,3,18021425.04,10185681.28,8000.0,504953.0,3419.0,0.0,0.14,0.12,0.13,0.1,0.04,0.0,0.66
104100,403,3,29895821.97,18493696.27,11048.0,677098.0,8887.0,0.0,0.25,0.24,0.2,0.14,0.16,0.0,0.75
105100,503,4,32087194.81,24071290.1,13131.0,1073568.0,16652.0,0.0,0.27,0.32,0.25,0.23,0.33,0.0,0.91
105101,504,4,33479669.34,22503963.96,13378.0,838420.0,15609.0,0.0,0.28,0.29,0.25,0.18,0.3,0.0,0.98
105102,505,4,19600156.33,10980040.81,8960.0,786949.0,10118.0,0.0,0.15,0.13,0.15,0.16,0.19,0.0,0.7
106100,603,5,55169772.3,35084571.22,24295.0,1333679.0,15457.0,0.0,0.48,0.47,0.51,0.29,0.3,0.0,1.0
106102,607,5,13496562.12,6268203.24,5632.0,647247.0,3675.0,0.0,0.1,0.07,0.07,0.13,0.05,0.0,1.02
106103,604,5,13963838.84,8028800.74,7887.0,663293.0,4718.0,0.0,0.1,0.09,0.13,0.14,0.07,0.0,0.68
107100,703,5,57846579.46,48824758.86,18881.0,1759478.0,16380.0,0.0,0.51,0.66,0.38,0.38,0.32,0.0,1.19
107101,704,5,21513526.49,14328363.86,9945.0,1022161.0,9744.0,0.0,0.17,0.18,0.17,0.22,0.18,0.0,0.74
107102,705,5,18563854.48,8390099.0,7140.0,367987.0,6554.0,1965.0,0.14,0.1,0.11,0.07,0.11,0.04,0.74
108100,803,5,18841345.1,9659464.06,11195.0,573085.0,10806.0,0.0,0.15,0.11,0.2,0.12,0.2,0.0,0.79
108101,804,5,15550728.92,8256786.14,9208.0,498568.0,10993.0,0.0,0.12,0.1,0.16,0.1,0.21,0.0,0.76
