hospital_id,03020101,03020201,03020301,03020402,03020403,03020401,03040210,03040220,04040100,04025010,04025020,03020501,17050100,17050200,17050300,17050400,17050500,17050600,17050700,17050800,17050900,17051000,17051100,17051200,17051300,17051400,17051500,17051600,17051700,17010100,17010200,17010300,17010400,17010500,17010601,17010602,17010603,17010700,17010800,17010900,17011001,17011002,17011003,17011004,17011005,17181000,17019999,99999991,Datos Establecimiento Numero de Egresos,GRD2020
101100,57.0,,3.0,3.0,,52.0,4.0,13.0,,1.0,,2450.0,196.0,978.0,175.0,276.0,174.0,671.0,386.0,215.0,1739.0,93.0,455.0,82.0,488.0,666.0,1510.0,695.0,282.0,212925.0,632834.0,30737.0,,44553.0,57296.0,7976.0,103485.0,156.0,2787.0,35206.0,36128.0,12.0,18834.0,15554.0,36.0,,177.0,22333.0,13845.0,0.9804
102100,,,,,,,,,,,,1886.0,388.0,938.0,297.0,129.0,431.0,1871.0,113.0,56.0,2257.0,141.0,516.0,113.0,548.0,987.0,1517.0,2471.0,61.0,346902.0,541599.0,26158.0,,48726.0,65030.0,5918.0,151388.0,31.0,2923.0,25645.0,42611.0,241.0,19002.0,8197.0,4289.0,3002.0,1863.0,19439.0,15713.0,0.9486
103100,,,,,,,,,,,,,254.0,1430.0,254.0,246.0,535.0,619.0,834.0,169.0,2162.0,83.0,675.0,212.0,754.0,943.0,1430.0,1413.0,103.0,408822.0,951845.0,43081.0,177.0,68234.0,296770.0,2468.0,78889.0,35.0,4557.0,45421.0,43787.0,34.0,19906.0,18553.0,6378.0,3348.0,3284.0,46231.0,16654.0,1.1642
103101,,,,,,,,,,,,,94.0,64.0,156.0,64.0,101.0,389.0,11.0,27.0,1281.0,120.0,398.0,14.0,170.0,577.0,674.0,14.0,34.0,188723.0,403659.0,14640.0,,34255.0,27178.0,929.0,46381.0,,1923.0,19810.0,10465.0,125.0,17028.0,6706.0,,1347.0,,4693.0,9146.0,0.9312
104100,,,,,,,,,,,,,257.0,449.0,150.0,144.0,133.0,1400.0,124.0,86.0,1487.0,100.0,456.0,82.0,338.0,556.0,1135.0,547.0,60.0,149876.0,341799.0,26932.0,0.0,41369.0,29929.0,4248.0,110217.0,38.0,2842.0,40457.0,30395.0,18.0,14321.0,10110.0,,1231.0,0.0,4625.0,10434.0,0.8541
105100,,,,,,,,,,,,,1.0,1753.0,443.0,134.0,394.0,427.0,352.0,139.0,1708.0,100.0,418.0,147.0,469.0,837.0,171.0,207.0,3.0,384439.0,508521.0,35046.0,5.0,53172.0,23298.0,1942.0,53400.0,2.0,2239.0,26354.0,28659.0,125.0,13985.0,14646.0,2201.0,2563.0,,16680.0,10610.0,1.0353
105101,,,,,,,,,,,,,754.0,4.0,35.0,95.0,134.0,453.0,622.0,167.0,2072.0,88.0,1043.0,88.0,312.0,1125.0,2253.0,,169.0,179852.0,435558.0,15391.0,,32779.0,19260.0,1359.0,36304.0,98.0,1896.0,30887.0,39868.0,,19456.0,5959.0,2837.0,2153.0,,22165.0,11531.0,1.06
105102,,,,,,,,,,,,,13.0,1111.0,196.0,32.0,177.0,877.0,116.0,37.0,1180.0,108.0,375.0,35.0,295.0,755.0,578.0,516.0,17.0,310650.0,398618.0,23129.0,0.0,33821.0,23470.0,11297.0,78252.0,11636.0,1232.0,28435.0,21999.0,129.0,7569.0,9269.0,5.0,1380.0,0.0,4741.0,7028.0,0.9239
106100,,,,,,,,,,,,,1003.0,1630.0,608.0,95.0,217.0,298.0,92.0,101.0,1270.0,90.0,362.0,138.0,403.0,759.0,1680.0,,85.0,206588.0,655459.0,19893.0,,63126.0,42738.0,1191.0,99576.0,94.0,2610.0,23605.0,45502.0,30.0,28680.0,8244.0,10061.0,561.0,4645.0,27219.0,12749.0,1.1529
106102,,,,,,,,,,,,,,,22.0,78.0,291.0,230.0,419.0,278.0,1056.0,58.0,6.0,5.0,1.0,,210.0,,,172996.0,288367.0,27187.0,,15706.0,23763.0,,60141.0,,662.0,31464.0,4179.0,246.0,,653.0,,785.0,,9905.0,3628.0,1.2613
106103,,,,,,,,,,,,,1.0,358.0,67.0,2.0,351.0,97.0,17.0,39.0,665.0,31.0,122.0,6.0,231.0,399.0,379.0,25.0,40.0,91117.0,240415.0,17339.0,,15062.0,26823.0,3575.0,8033.0,,954.0,23501.0,20422.0,,15275.0,4430.0,,487.0,,1913.0,5403.0,0.7693
107100,,,,,,,,,,,,,21.0,438.0,317.0,106.0,524.0,1365.0,1531.0,221.0,2475.0,123.0,618.0,124.0,805.0,882.0,2437.0,563.0,97.0,295506.0,818543.0,33135.0,277.0,89544.0,59434.0,8262.0,62029.0,179.0,3067.0,36033.0,60377.0,83.0,21674.0,16412.0,1920.0,2526.0,1632.0,87684.0,16476.0,1.2488
107101,,,,,,,,,,,,,2.0,389.0,134.0,16.0,1404.0,283.0,188.0,24.0,1716.0,101.0,306.0,97.0,391.0,565.0,874.0,194.0,41.0,314667.0,474690.0,8804.0,,40158.0,41530.0,18.0,20396.0,,1646.0,17513.0,24840.0,190.0,17591.0,3635.0,,990.0,,7076.0,7828.0,0.8968
107102,,,,,,,,,,,,1186.0,24.0,476.0,23.0,3.0,180.0,337.0,72.0,25.0,924.0,59.0,508.0,120.0,418.0,578.0,168.0,438.0,,98781.0,233975.0,11394.0,2.0,24533.0,13983.0,21.0,10928.0,70.0,458.0,15464.0,17613.0,,8522.0,3053.0,1784.0,581.0,0.0,8344.0,6106.0,0.8274
108100,,,,,,,,,,,,,262.0,953.0,288.0,17.0,329.0,1369.0,147.0,66.0,1318.0,103.0,171.0,82.0,267.0,1084.0,71.0,1052.0,,210657.0,364229.0,15024.0,0.0,21937.0,22780.0,2074.0,83762.0,45.0,1536.0,20638.0,15485.0,16.0,12415.0,4700.0,2288.0,698.0,935.0,6260.0,8460.0,0.9293
108101,,,,,,,,,,,,,4.0,17.0,20.0,60.0,309.0,1101.0,181.0,43.0,971.0,66.0,450.0,48.0,223.0,466.0,1483.0,1371.0,105.0,136545.0,221190.0,12355.0,,17130.0,20263.0,557.0,4770.0,,472.0,13520.0,27635.0,7.0,5836.0,3186.0,1861.0,850.0,,,6807.0,0.9108
109100,,,,,,,,,,,,,278.0,2288.0,278.0,219.0,893.0,19827.0,636.0,499.0,2558.0,239.0,879.0,231.0,1205.0,2362.0,3345.0,324.0,500.0,939701.0,1833372.0,49982.0,,83262.0,98120.0,10293.0,45114.0,50264.0,2501.0,53308.0,52351.0,20.0,29911.0,22570.0,3000.0,2131.0,3362.0,26137.0,21955.0,0.9686
109101,,,,,,,,,,,,,144.0,119.0,563.0,67.0,814.0,393.0,755.0,85.0,786.0,43.0,360.0,28.0,17.0,,403.0,200.0,83.0,156674.0,196322.0,6391.0,319.0,26495.0,27393.0,196.0,67579.0,268.0,1867.0,10298.0,34370.0,57.0,2095.0,4075.0,,1519.0,833.0,2495.0,4966.0,1.3251
110100,,,,,,,,,,,,62.0,2.0,3413.0,604.0,307.0,342.0,2142.0,1635.0,503.0,3495.0,229.0,640.0,269.0,1469.0,966.0,435.0,426.0,,773998.0,2097584.0,98406.0,,168307.0,115840.0,19025.0,213916.0,73.0,5697.0,62570.0,35078.0,600.0,42088.0,14399.0,71.0,2283.0,3058.0,42008.0,16896.0,1.2862
110120,,,,,,,,,,,,,144.0,849.0,41.0,57.0,1032.0,4425.0,251.0,166.0,2170.0,65.0,405.0,173.0,1020.0,1246.0,752.0,263.0,53.0,373018.0,569278.0,89290.0,,50796.0,55348.0,2879.0,43953.0,9745.0,1547.0,30515.0,48588.0,20.0,28840.0,15166.0,6485.0,3235.0,1426.0,22014.0,14910.0,1.0216
110150,,,,,,,,,,,,1946.0,19.0,44.0,128.0,34.0,243.0,1273.0,10.0,16.0,913.0,99.0,234.0,15.0,205.0,1086.0,305.0,57.0,7.0,187489.0,297307.0,,,19259.0,16332.0,43.0,2019.0,,978.0,14964.0,18061.0,,0.0,4472.0,228.0,1221.0,0.0,,5921.0,0.7671
111100,,,,,,,,,,,,5149.0,370.0,946.0,286.0,191.0,500.0,1525.0,1038.0,89.0,1160.0,163.0,698.0,357.0,1868.0,1575.0,713.0,198.0,79.0,333074.0,1128327.0,84331.0,196.0,61409.0,92300.0,14532.0,79685.0,251.0,4702.0,110183.0,54004.0,509.0,13700.0,25006.0,218.0,2092.0,,36500.0,16936.0,1.0091
111101,,,,,,,,,,,,4477.0,94.0,15.0,224.0,69.0,211.0,65.0,357.0,123.0,2655.0,130.0,815.0,4.0,1028.0,857.0,2097.0,646.0,53.0,424402.0,1218004.0,32890.0,,72965.0,55517.0,2326.0,23804.0,,1989.0,67869.0,64828.0,11.0,31860.0,12560.0,4351.0,2335.0,,10539.0,14797.0,1.1488
111195,,,,,,,,,,,,3921.0,359.0,4.0,53.0,27.0,1142.0,2799.0,247.0,251.0,1792.0,91.0,77.0,,12.0,,1963.0,138.0,111.0,316171.0,739878.0,1183.0,,47246.0,56107.0,6863.0,32348.0,,34215.0,15215.0,45700.0,316.0,37775.0,2509.0,,1851.0,1.0,3186.0,8789.0,1.6671
