hospital_id,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
102100,17090,913875.0,13011.0,2349.0,0.7467
103101,7858,465478.0,3187.0,0.0,0.6124
103100,18738,1083407.0,15286.0,0.0,0.8394
104100,10436,519166.0,7733.0,0.0,0.7169
105102,9406,682217.1,9011.0,0.0,0.6661
105101,13734,717322.0,14338.0,0.0,0.9151
105100,14128,1077647.0,12857.0,0.0,0.8397
106103,9518,596721.0,5102.0,0.0,0.6537
106102,5036,1588944.0,3372.0,0.0,1.0308
107102,7287,365105.0,5360.0,0.0,0.6803
106100,25637,1338496.0,17013.0,0.0,0.9459
107100,22146,2084833.0,17054.0,0.0,1.1489
107101,11513,910442.0,9566.0,0.0,0.7213
108101,9361,503916.0,9549.0,0.0,0.7002
108100,11421,527650.0,9910.0,0.0,0.7435
115107,8645,373482.0,7479.0,0.0,0.6803
115100,18196,1595307.0,19053.0,6816.0,0.9511
116108,14927,829864.0,11286.0,3361.0,0.7236
116105,19192,2360261.0,15882.0,0.0,0.9383
116100,13973,1917368.0,14538.0,19667.0,0.7617
120101,25343,2131957.0,16811.0,0.0,0.7382
118106,4945,406086.0,2700.0,12858.0,
119101,3720,395517.0,4117.0,7275.0,
119100,20784,1772167.0,16304.0,0.0,0.8346
118100,30225,3397046.0,23151.0,5765.0,1.0061
121109,34057,3254481.0,22901.0,4232.0,0.9451
129100,7497,367666.0,5374.0,0.0,0.6187
129106,7421,388228.0,5387.0,1954.0,0.6955
123100,15835,1336590.0,15374.0,0.0,0.8032
124105,22230,1454463.0,15826.0,0.0,0.8603
133150,7237,409547.0,5976.0,3982.0,0.788
125100,8800,992407.0,5579.0,0.0,0.7639
126100,11821,643959.0,7708.0,0.0,0.8532
109103,2845,282677.0,2069.0,0.0,
111195,7712,751555.0,7957.0,3579.0,1.2195
113130,7135,351793.0,6784.0,0.0,1.0708
113100,27007,3274290.0,24167.0,6443.0,0.9089
112101,17138,71153.0,8694.0,0.0,0.6829
111101,14299,1478959.0,8536.0,1433.0,0.7695
114105,11465,1061495.0,9546.0,2606.0,0.876
114103,19315,1836123.0,11161.0,820.0,0.6699
114101,41256,2805427.0,31295.0,8561.0,0.859
113180,14968,1080442.0,9328.0,0.0,0.7768
110150,7097,474051.0,6514.0,482.0,0.6335
110100,23760,3609216.0,19543.0,30.0,0.9959
112103,4621,476662.0,1728.0,0.0,1.7059
111100,22123,2552721.0,16693.0,5598.0,0.872
109100,27599,3770824.0,45800.0,0.0,0.7862
109101,8479,548040.0,7954.0,0.0,1.0534
110120,14695,1044591.0,15069.0,0.0,0.7667
109102,2605,22616.0,0.0,0.0,
112104,3797,244060.0,2878.0,0.0,1.7301
112102,9172,907005.0,8804.0,0.0,1.2591
112106,995,580.0,0.0,0.0,
110110,3630,233976.0,7755.0,0.0,1.1973
112105,3561,3864.0,4.0,0.0,
112100,18986,1750036.0,19665.0,0.0,1.1381
122100,20076,1938059.0,15025.0,2012.0,0.8749
101100,15597,972059.0,11213.0,2740.0,0.768
117102,6783,378302.0,6188.0,0.0,0.7066
117101,20429,1441236.0,19383.0,0.0,0.7968
118105,7052,542390.0,5002.0,18041.0,0.5743
