hospital_id,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
102100,16453,847461.0,12945.0,2199.0,0.762
103101,7782,428208.0,3083.0,0.0,0.6249
103100,17785,980303.0,14840.0,0.0,0.8336
104100,11483,544843.0,8405.0,0.0,0.7375
105102,9760,614435.0,8660.0,0.0,0.6498
105101,14699,724991.0,17247.0,0.0,0.9051
105100,14935,1184727.0,14191.0,0.0,0.8344
106103,9313,513761.0,4812.0,0.0,0.6384
106102,5647,1609247.0,3584.0,0.0,0.9779
107102,7311,464691.0,6520.0,0.0,0.6471
106100,25973,1137232.0,15751.0,0.0,0.9198
107100,21171,1913659.0,14880.0,0.0,1.0988
107101,11190,1236123.0,9610.0,0.0,0.7166
108101,9671,519487.0,9484.0,0.0,0.7003
108100,11948,558114.0,11637.0,0.0,0.7715
115107,9027,351508.0,7417.0,0.0,0.6898
115100,17920,1452878.0,17391.0,3268.0,0.9524
116108,14504,804990.0,12771.0,4023.0,0.7113
116105,19192,2277376.0,15533.0,0.0,0.9335
116100,14146,1786150.0,13499.0,21757.0,0.7573
120101,25379,1990832.0,17363.0,0.0,0.7355
118106,4879,348575.0,2457.0,10908.0,
119101,3852,376481.0,3754.0,5343.0,
119100,22611,1666541.0,17659.0,0.0,0.8561
118100,34321,3320798.0,25498.0,6269.0,0.9297
121109,35000,3129489.0,20787.0,4470.0,0.9018
129100,7804,338764.0,5123.0,0.0,0.6218
129106,7323,349343.0,5241.0,0.0,0.6693
123100,16667,1300333.0,16123.0,0.0,0.7894
124105,20044,1279006.0,13396.0,0.0,0.8256
133150,7079,388675.0,5891.0,3608.0,0.7484
125100,8706,923349.0,5385.0,0.0,0.8206
126100,11924,622377.0,8157.0,0.0,0.7861
109103,2605,268400.9,1918.0,0.0,
111195,8450,790304.0,8767.0,3944.0,1.156
113130,7424,327768.0,7496.0,0.0,1.0307
113100,27139,3094460.0,23625.0,6564.0,0.9179
112101,17950,72772.0,8794.0,0.0,0.707
111101,7162,233350.0,4634.0,114.0,0.7419
114105,5275,649642.0,4112.0,2376.0,
114103,19908,1767946.0,11327.0,1269.0,0.6996
114101,45626,2765699.0,33831.0,9232.0,0.8965
113180,16236,1065814.0,11299.0,0.0,0.6947
110150,7296,424769.0,5976.0,231.0,0.5941
110100,23428,3398522.0,21160.0,32.0,0.972
112103,4409,434248.0,1762.0,0.0,1.7111
111100,23979,2575706.0,16491.0,5979.0,0.8623
109100,28204,3611204.0,42799.0,0.0,0.7493
109101,8319,514832.0,8166.0,0.0,1.0343
110120,15134,894463.0,13727.0,0.0,0.7544
109102,2615,22631.0,0.0,0.0,
112104,3862,176486.0,2922.0,0.0,1.759
112102,9129,891576.0,9851.0,0.0,1.2133
112106,1037,618.0,0.0,0.0,
110110,3596,226518.0,7813.0,0.0,
112105,2973,3806.0,4.0,0.0,
112100,16796,2072193.0,15763.0,0.0,1.139
122100,20575,1847927.0,19269.0,1746.0,0.8414
101100,15196,915532.0,10576.0,2885.0,0.7313
117102,6534,350188.0,6055.0,0.0,0.658
117101,21057,1484690.0,18859.0,0.0,0.7826
118105,7583,511082.0,5629.0,13921.0,0.5621
