hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,35412726.42,20094240.48,16656.0,1376346.0,14595.0,2866.0,0.3,0.26,0.33,0.29,0.28,0.06,0.82
102100,203,1,51520314.89,19619175.46,18384.0,1176255.0,19959.0,51314.0,0.45,0.25,0.37,0.25,0.4,1.0,0.82
103100,303,3,63718644.45,43462148.1,20108.0,1900761.0,14591.0,0.0,0.56,0.59,0.41,0.41,0.28,0.0,0.93
103101,304,3,23831023.95,11194933.85,9886.0,734515.0,5416.0,0.0,0.19,0.14,0.17,0.15,0.09,0.0,0.72
104100,403,3,31359866.02,17022975.61,12012.0,820547.0,11247.0,0.0,0.26,0.22,0.22,0.17,0.21,0.0,0.78
105100,503,4,33923326.01,25185294.06,13029.0,1115200.0,17421.0,0.0,0.29,0.33,0.25,0.24,0.34,0.0,0.95
105101,504,4,36086913.09,25621184.24,13482.0,956702.0,15313.0,0.0,0.31,0.34,0.26,0.2,0.3,0.0,1.01
105102,505,4,24648271.76,11675854.98,8967.0,1027013.0,11866.0,0.0,0.2,0.14,0.15,0.22,0.22,0.0,0.74
106100,603,5,54381016.6,31544622.92,18991.0,1442499.0,15979.0,0.0,0.48,0.42,0.38,0.31,0.31,0.0,1.01
106102,607,5,13898005.3,6330920.36,5491.0,854640.0,4167.0,0.0,0.1,0.07,0.07,0.18,0.06,0.0,1.11
106103,604,5,14546019.77,8456796.36,7717.0,623326.0,4750.0,0.0,0.11,0.1,0.12,0.13,0.07,0.0,0.71
107100,703,5,60285319.4,47941272.96,19800.0,1915631.0,17706.0,0.0,0.53,0.65,0.4,0.41,0.35,0.0,1.19
107101,704,5,21684326.82,12829991.22,9544.0,1138302.0,10963.0,0.0,0.17,0.16,0.16,0.24,0.21,0.0,0.77
107102,705,5,18997876.75,8498728.59,7308.0,513037.0,7195.0,1199.0,0.15,0.1,0.11,0.1,0.12,0.02,0.76
108100,803,5,19603551.32,9032512.0,11046.0,737153.0,12069.0,0.0,0.15,0.11,0.2,0.15,0.23,0.0,0.84
108101,804,5,15793281.32,8795397.86,9086.0,545091.0,11357.0,0.0,0.12,0.1,0.15,0.11,0.21,0.0,0.85
109100,2606,13,64436359.79,34094904.79,25782.0,4327433.0,47073.0,0.0,0.57,0.46,0.54,0.95,0.98,0.0,0.84
109101,2605,13,31948241.9,14156859.7,9200.0,673949.0,7364.0,0.0,0.27,0.18,0.16,0.14,0.13,0.0,1.11
110100,2709,13,62497658.89,56136827.75,23384.0,4575256.0,24699.0,217.0,0.55,0.76,0.48,1.0,0.5,0.0,1.09
110120,2708,13,43985052.82,30372344.83,16624.0,1540274.0,15655.0,10486.0,0.38,0.4,0.33,0.33,0.31,0.2,0.82
110150,2705,13,15926913.62,6761572.89,7021.0,594604.0,6194.0,751.0,0.12,0.07,0.11,0.12,0.1,0.01,0.64
111100,2404,13,69233413.75,57640744.85,26118.0,2845004.29,19093.0,4573.0,0.61,0.78,0.55,0.62,0.38,0.09,0.89
111101,2406,13,52409680.7,32749519.96,17036.0,2381395.0,13623.0,3341.0,0.46,0.44,0.34,0.52,0.26,0.07,0.94
111195,2405,13,44030305.26,23352342.33,8373.0,1084463.0,8887.0,4564.0,0.38,0.31,0.14,0.23,0.16,0.09,1.32
112100,2306,13,44817302.03,67604600.9,12280.0,2336677.0,21021.0,0.0,0.39,0.92,0.23,0.51,0.42,0.0,1.22
112101,2305,13,25852375.93,13016898.82,15626.0,91011.0,9237.0,0.0,0.21,0.16,0.31,0.01,0.17,0.0,0.75
