hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
112102,2304,13,28768757.23,24389537.2,8424.0,944515.0,7936.0,0.0,0.24,0.32,0.14,0.2,0.14,0.0,1.42
112103,2303,13,14603674.58,21099325.72,5435.0,540289.0,2136.0,0.0,0.11,0.27,0.07,0.11,0.02,0.0,1.78
112104,2308,13,13525293.27,10610340.42,4187.0,283780.0,3868.0,0.0,0.1,0.13,0.04,0.05,0.05,0.0,1.68
113100,2503,13,73469558.73,56488731.49,30782.0,4236798.0,28756.0,5343.0,0.65,0.77,0.66,0.93,0.59,0.1,0.95
113130,2505,13,25539327.1,12597479.15,7330.0,457337.0,4958.0,924.0,0.21,0.16,0.11,0.09,0.08,0.02,1.02
113180,2508,13,30627232.74,14213871.44,14832.0,1396495.0,11836.0,0.0,0.26,0.18,0.29,0.3,0.22,0.0,0.8
114101,2805,13,104825997.54,67083755.93,38861.0,3295406.0,38182.0,0.0,0.94,0.92,0.84,0.72,0.79,0.0,0.96
114103,3001,13,43786557.12,24728687.61,18737.0,2241406.0,11809.0,690.0,0.38,0.33,0.38,0.49,0.22,0.01,0.74
115100,903,6,63856858.49,39677825.6,22071.0,2218033.0,26122.0,5704.0,0.56,0.53,0.45,0.48,0.53,0.11,1.0
115107,9010,6,15770211.05,11860747.77,8976.0,668229.0,8152.0,0.0,0.12,0.15,0.15,0.14,0.14,0.0,0.81
116100,1003,7,27544500.68,23563313.16,14963.0,2262302.0,17234.0,1369.0,0.23,0.31,0.29,0.49,0.34,0.03,0.81
116105,1008,7,68175924.19,38471366.36,26418.0,3404298.0,24221.0,0.0,0.6,0.52,0.56,0.74,0.49,0.0,1.05
116108,10011,7,23259994.91,12044637.97,13588.0,1161762.0,12145.0,0.0,0.19,0.15,0.26,0.25,0.23,0.0,0.79
117101,1103,16,51272310.29,29090264.41,19258.0,2016991.0,22833.0,726.0,0.45,0.39,0.39,0.44,0.46,0.01,0.87
117102,1104,16,14553063.58,7235347.49,7388.0,868304.0,8176.0,11874.0,0.11,0.08,0.11,0.18,0.15,0.23,0.7
118100,1203,8,100357056.94,65597523.79,32330.0,4228284.0,28179.0,46584.0,0.9,0.9,0.69,0.92,0.57,0.91,1.11
118105,1205,8,13812398.88,4115444.7,6746.0,715562.0,5519.0,13781.0,0.1,0.04,0.1,0.15,0.09,0.27,0.62
119100,1303,8,51629649.63,37866732.9,20774.0,2357325.0,22252.0,0.0,0.45,0.51,0.42,0.51,0.45,0.0,0.96
120101,1405,8,3898190.83,1651513.97,26551.0,2817485.0,22738.0,2788.0,0.01,0.0,0.56,0.61,0.46,0.05,0.9
121109,17016,9,74739535.31,65696847.61,30380.0,2713382.0,24606.0,5415.0,0.66,0.9,0.65,0.59,0.5,0.11,1.06
122100,1803,14,47848692.28,41287681.26,20353.0,2168835.0,18391.0,3297.0,0.41,0.56,0.41,0.47,0.36,0.06,0.96
123100,1903,10,44569365.91,24256512.66,15965.0,1987161.0,17620.0,0.0,0.38,0.32,0.31,0.43,0.35,0.0,0.86
124105,20011,10,69978680.52,47970014.23,22652.0,2066868.0,21710.0,42228.0,0.62,0.65,0.47,0.45,0.44,0.82,0.96
125100,2107,11,33848199.17,15015345.31,9154.0,1024328.0,5647.0,0.0,0.29,0.19,0.16,0.22,0.09,0.0,0.86
126100,2205,12,41599160.4,23587945.63,11802.0,889835.0,9491.0,0.0,0.36,0.31,0.22,0.19,0.17,0.0,0.97
129100,1603,9,16923354.33,5770879.15,7750.0,509136.0,6072.0,4855.0,0.13,0.06,0.12,0.1,0.1,0.09,0.68
129106,1604,9,17166156.59,7145671.86,7311.0,557321.0,5355.0,2882.0,0.13,0.08,0.11,0.11,0.09,0.06,0.76
133150,3302,10,23093547.85,8105743.27,7248.0,627059.0,7864.0,1426.0,0.19,0.09,0.11,0.13,0.14,0.03,0.82
