hospital_id,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
101100,16100.0,1132097.0,13387.0,2450.0,0.7937
102100,17280.0,974958.0,20546.0,290.0,0.7792
103100,17711.0,1232220.0,17302.0,0.0,0.8631
103101,8000.0,504953.0,3419.0,0.0,0.6568
104100,11048.0,677098.0,8887.0,0.0,0.751
105100,13131.0,1073568.0,16652.0,0.0,0.9065
105101,13378.0,838420.0,15609.0,0.0,0.9849
105102,8960.0,786949.0,10118.0,0.0,0.6956
106100,24295.0,1333679.0,15457.0,0.0,1.0014
106102,5632.0,647247.0,3675.0,0.0,1.0224
106103,7887.0,663293.0,4718.0,0.0,0.6824
107100,18881.0,1759478.0,16380.0,0.0,1.1893
107101,9945.0,1022161.0,9744.0,0.0,0.7353
107102,7140.0,367987.0,6554.0,1965.0,0.7443
108100,11195.0,573085.0,10806.0,0.0,0.7936
108101,9208.0,498568.0,10993.0,0.0,0.7634
109100,25447.0,4125538.0,40231.0,0.0,0.8115
109101,8684.0,559911.0,8091.0,0.0,1.0498
110100,23095.0,3749188.0,20560.0,194.0,1.0051
110120,16312.0,1308428.0,18062.0,0.0,0.8239
110150,6988.0,593287.0,7365.0,512.0,0.6431
111100,24768.0,2748857.0,18004.0,5482.0,0.9022
111101,17340.0,1973034.0,10321.0,3866.0,0.9023
111195,8250.0,917885.0,8232.0,3085.0,1.2387
112100,9498.0,1804919.0,18015.0,0.0,1.205
112101,15410.0,39788.0,9064.0,0.0,0.7307
112102,8161.0,952280.0,9111.0,0.0,1.3819
112103,4901.0,516163.0,2096.0,0.0,1.672
112104,3975.0,263950.0,3919.0,0.0,1.6767
113100,28639.0,3840468.0,26633.0,4445.0,0.9329
113130,7120.0,352750.0,6244.0,0.0,1.1206
113180,14153.0,1245283.0,9954.0,0.0,0.7777
114101,40888.0,2934953.0,35297.0,8918.0,0.9634
114103,18989.0,2138935.0,11844.0,884.0,0.7808
115100,18467.0,1786941.0,19163.0,5205.0,1.0119
115107,9000.0,521264.0,7623.0,0.0,0.7833
116100,13978.0,2158464.0,15082.0,352.0,0.7971
116105,22744.0,2719585.0,20399.0,0.0,1.0011
116108,13611.0,959933.0,11679.0,0.0,0.7844
117101,19237.0,1555894.0,18412.0,1044.0,0.8578
117102,6449.0,388002.0,6470.0,6699.0,0.6931
118100,31217.0,2918687.0,28491.0,36255.0,1.0926
118105,7100.0,642470.0,5171.0,13897.0,0.5976
119100,20066.0,2016672.0,18408.0,0.0,0.9247
120101,25257.0,2402994.0,19503.0,3370.0,0.8426
121109,30998.0,2964817.0,23588.0,4631.0,1.0096
122100,19718.0,1971303.0,17450.0,1926.0,0.8997
123100,15545.0,1574706.0,16123.0,0.0,0.8473
124105,22539.0,1665873.0,18541.0,0.0,0.9052
125100,8839.0,773264.304,5070.0,0.0,0.7896
126100,11743.0,776366.0,9523.0,0.0,0.9591
129100,7451.0,414006.05,4511.0,5562.0,0.6425
129106,7296.0,455449.0,5049.0,1646.0,0.7209
133150,7024.0,491607.0,6324.0,2495.0,0.8353
