hospital_id,03020101-Col1,03020101-Col2,03020101-Col3,03020101-Col4,03020101-Col5,03020101-Col6,03020101-Col7,03020101-Col8,03020101-Col9,03020101-Col10,03020101-Col11,03020101-Col12,03020101-Col13,03020101-Col14,03020101-Col15,03020101-Col16,03020101-Col17,03020101-Col18,03020101-Col19,03020101-Col20,03020101-Col21,03020101-Col22,03020201-Col1,03020201-Col2,03020201-Col3,03020201-Col4,03020201-Col20,03020201-Col21,03020201-Col22,03020301-Col1,03020301-Col2,03020301-Col3,03020301-Col4,03020301-Col5,03020301-Col6,03020301-Col7,03020301-Col8,03020301-Col9,03020301-Col10,03020301-Col11,03020301-Col12,03020301-Col13,03020301-Col14,03020301-Col15,03020301-Col16,03020301-Col17,03020301-Col18,03020301-Col19,03020301-Col20,03020301-Col21,03020301-Col22,03020402-Col1,03020402-Col2,03020402-Col3,03020402-Col4,03020402-Col5,03020402-Col6,03020402-Col7,03020402-Col8,03020402-Col9,03020402-Col10,03020402-Col11,03020402-Col12,03020402-Col13,03020402-Col14,03020402-Col15,03020402-Col16,03020402-Col17,03020402-Col18,03020402-Col19,03020402-Col20,03020402-Col21,03020402-Col22,03020403-Col1,03020403-Col10,03020403-Col11,03020403-Col12,03020403-Col13,03020403-Col14,03020403-Col15,03020403-Col16,03020403-Col17,03020403-Col18,03020403-Col19,03020403-Col20,03020403-Col21,03020403-Col22,03020401-Col1,03020401-Col2,03020401-Col3,03020401-Col4,03020401-Col5,03020401-Col6,03020401-Col7,03020401-Col8,03020401-Col9,03020401-Col10,03020401-Col11,03020401-Col12,03020401-Col13,03020401-Col14,03020401-Col15,03020401-Col16,03020401-Col17,03020401-Col18,03020401-Col19,03020401-Col20,03020401-Col21,03020401-Col22,03040210-Col1,03040210-Col5,03040210-Col6,03040210-Col7,03040210-Col8,03040210-Col9,03040210-Col10,03040210-Col11,03040210-Col12,03040210-Col13,03040210-Col14,03040210-Col15,03040210-Col21,03040210-Col22,03040220-Col1,03040220-Col2,03040220-Col3,03040220-Col4,03040220-Col5,03040220-Col6,03040220-Col7,03040220-Col8,03040220-Col9,03040220-Col10,03040220-Col11,03040220-Col12,03040220-Col13,03040220-Col14,03040220-Col15,03040220-Col16,03040220-Col17,03040220-Col18,03040220-Col19,03040220-Col21,03040220-Col22,04040100-Col1,04040100-Col7,04040100-Col8,04040100-Col9,04040100-Col10,04040100-Col11,04040100-Col12,04040100-Col13,04040100-Col21,04040100-Col22,04025010-Col1,04025010-Col2,04025010-Col3,04025010-Col4,04025010-Col5,04025010-Col6,04025010-Col7,04025010-Col8,04025010-Col9,04025010-Col10,04025010-Col11,04025010-Col12,04025010-Col13,04025010-Col14,04025010-Col15,04025010-Col16,04025010-Col17,04025010-Col18,04025010-Col19,04025010-Col20,04025010-Col21,04025010-Col22,04025020-Col1,04025020-Col2,04025020-Col3,04025020-Col4,04025020-Col5,04025020-Col6,04025020-Col7,04025020-Col8,04025020-Col9,04025020-Col10,04025020-Col11,04025020-Col12,04025020-Col13,04025020-Col14,04025020-Col15,04025020-Col16,04025020-Col17,04025020-Col18,04025020-Col19,04025020-Col20,04025020-Col21,04025020-Col22,03020501-Col1,03020501-Col2,03020501-Col3,03020501-Col4,03020501-Col5,03020501-Col6,03020501-Col7,03020501-Col8,03020501-Col9,03020501-Col10,03020501-Col11,03020501-Col12,03020501-Col13,03020501-Col14,03020501-Col15,03020501-Col16,03020501-Col17,03020501-Col18,03020501-Col19,03020501-Col20,03020501-Col21,03020501-Col22,03020702-Col1,03020702-Col2,03020702-Col3,03020702-Col4,03020702-Col5,03020702-Col6,03020702-Col7,03020702-Col8,03020702-Col9,03020702-Col10,03020702-Col11,03020702-Col12,03020702-Col13,03020702-Col14,03020702-Col15,03020702-Col16,03020702-Col17,03020702-Col18,03020702-Col19,03020702-Col20,03020702-Col21,03020702-Col22,04025030-Col1,04025030-Col2,04025030-Col3,04025030-Col4,04025030-Col5,04025030-Col6,04025030-Col7,04025030-Col8,04025030-Col9,04025030-Col10,04025030-Col11,04025030-Col12,04025030-Col13,04025030-Col14,04025030-Col15,04025030-Col16,04025030-Col17,04025030-Col18,04025030-Col19,04025030-Col21,04025030-Col22,04025040-Col1,04025040-Col2,04025040-Col3,04025040-Col4,04025040-Col5,04025040-Col6,04025040-Col7,04025040-Col8,04025040-Col9,04025040-Col10,04025040-Col11,04025040-Col12,04025040-Col13,04025040-Col14,04025040-Col15,04025040-Col16,04025040-Col17,04025040-Col18,04025040-Col19,04025040-Col20,04025040-Col21,04025040-Col22,04040200-Col1,04040200-Col7,04040200-Col8,04040200-Col9,04040200-Col10,04040200-Col11,04040200-Col12,04040200-Col13,04040200-Col14,04040200-Col15,04040200-Col20,04040200-Col21,04040200-Col22,04025050-Col1,04025050-Col2,04025050-Col3,04025050-Col4,04025050-Col5,04025050-Col6,04025050-Col7,04025050-Col8,04025050-Col9,04025050-Col10,04025050-Col11,04025050-Col12,04025050-Col13,04025050-Col14,04025050-Col15,04025050-Col16,04025050-Col17,04025050-Col18,04025050-Col19,04025050-Col20,04025050-Col21,04025050-Col22,03020604-Col1,03020604-Col2,03020604-Col3,03020604-Col4,03020604-Col5,03020604-Col6,03020604-Col7,03020604-Col8,03020604-Col9,03020604-Col10,03020604-Col11,03020604-Col12,03020604-Col13,03020604-Col14,03020604-Col15,03020604-Col16,03020604-Col17,03020604-Col18,03020604-Col19,03020604-Col20,03020604-Col21,03020604-Col22,03020908-Col1,03020908-Col2,03020908-Col3,03020908-Col4,03020908-Col5,03020908-Col6,03020908-Col7,03020908-Col8,03020908-Col9,03020908-Col10,03020908-Col11,03020908-Col12,03020908-Col13,03020908-Col14,03020908-Col15,03020908-Col16,03020908-Col17,03020908-Col18,03020908-Col19,03020908-Col20,03020908-Col21,03020908-Col22,03030250-Col1,03030250-Col2,03030250-Col3,03030250-Col4,03030250-Col5,03030250-Col6,03030250-Col7,03030250-Col8,03030250-Col9,03030250-Col10,03030250-Col11,03030250-Col12,03030250-Col13,03030250-Col14,03030250-Col15,03030250-Col16,03030250-Col17,03030250-Col18,03030250-Col19,03030250-Col20,03030250-Col21,03030250-Col22,03030260-Col1,03030260-Col2,03030260-Col3,03030260-Col4,03030260-Col5,03030260-Col6,03030260-Col7,03030260-Col8,03030260-Col9,03030260-Col10,03030260-Col11,03030260-Col12,03030260-Col13,03030260-Col14,03030260-Col15,03030260-Col16,03030260-Col17,03030260-Col18,03030260-Col19,03030260-Col20,03030260-Col21,03030260-Col22,03030270-Col1,03030270-Col2,03030270-Col3,03030270-Col4,03030270-Col5,03030270-Col6,03030270-Col7,03030270-Col8,03030270-Col9,03030270-Col10,03030270-Col11,03030270-Col12,03030270-Col13,03030270-Col14,03030270-Col15,03030270-Col16,03030270-Col17,03030270-Col18,03030270-Col19,03030270-Col20,03030270-Col21,03030270-Col22,03030280-Col1,03030280-Col2,03030280-Col3,03030280-Col4,03030280-Col5,03030280-Col6,03030280-Col7,03030280-Col8,03030280-Col9,03030280-Col10,03030280-Col11,03030280-Col12,03030280-Col13,03030280-Col14,03030280-Col15,03030280-Col16,03030280-Col17,03030280-Col18,03030280-Col19,03030280-Col20,03030280-Col21,03030280-Col22,03040240-Col1,03040240-Col2,03040240-Col3,03040240-Col4,03040240-Col5,03040240-Col6,03040240-Col7,03040240-Col8,03040240-Col9,03040240-Col10,03040240-Col11,03040240-Col12,03040240-Col13,03040240-Col14,03040240-Col15,03040240-Col16,03040240-Col17,03040240-Col18,03040240-Col19,03040240-Col20,03040240-Col21,03040240-Col22,04025060-Col1,04025060-Col2,04025060-Col3,04025060-Col4,04025060-Col5,04025060-Col6,04025060-Col7,04025060-Col8,04025060-Col9,04025060-Col10,04025060-Col11,04025060-Col12,04025060-Col13,04025060-Col14,04025060-Col15,04025060-Col16,04025060-Col17,04025060-Col18,04025060-Col19,04025060-Col20,04025060-Col21,04025060-Col22,03020806-Col1,03020806-Col2,03020806-Col3,03020806-Col4,03020806-Col5,03020806-Col6,03020806-Col7,03020806-Col8,03020806-Col9,03020806-Col10,03020806-Col11,03020806-Col12,03020806-Col13,03020806-Col14,03020806-Col15,03020806-Col16,03020806-Col17,03020806-Col18,03020806-Col19,03020806-Col20,03020806-Col21,03020806-Col22,01080003-Col1,01080003-Col2,01080003-Col3,01080003-Col4,01080003-Col5,01080003-Col6,01080003-Col7,01080003-Col8,01080003-Col9,01080004-Col1,01080004-Col2,01080004-Col3,01080004-Col4,01080004-Col5,01080004-Col6,01080004-Col7,01080004-Col8,01080004-Col9,04021101-Col1,04021101-Col2,04021101-Col3,04021101-Col4,04021101-Col5,04021101-Col6,04021101-Col7,04021101-Col8,04021101-Col9,04021101-Col10,04021101-Col11,04021101-Col12,04021101-Col13,04021101-Col14,04021101-Col15,04021101-Col16,04021101-Col17,04021101-Col18,04021101-Col19,04021101-Col20,04021101-Col21,04021101-Col22,04021103-Col1,04021103-Col2,04021103-Col3,04021103-Col4,04021103-Col5,04021103-Col6,04021103-Col7,04021103-Col8,04021103-Col9,04021103-Col10,04021103-Col11,04021103-Col12,04021103-Col13,04021103-Col14,04021103-Col15,04021103-Col16,04021103-Col17,04021103-Col18,04021103-Col19,04021103-Col20,04021103-Col21,04021103-Col22,04021102-Col1,04021102-Col2,04021102-Col3,04021102-Col4,04021102-Col5,04021102-Col6,04021102-Col7,04021102-Col8,04021102-Col9,04021102-Col10,04021102-Col11,04021102-Col12,04021102-Col13,04021102-Col14,04021102-Col15,04021102-Col16,04021102-Col17,04021102-Col18,04021102-Col19,04021102-Col20,04021102-Col21,04021102-Col22,04021104-Col1,04021104-Col2,04021104-Col3,04021104-Col4,04021104-Col5,04021104-Col6,04021104-Col7,04021104-Col8,04021104-Col9,04021104-Col10,04021104-Col11,04021104-Col12,04021104-Col13,04021104-Col14,04021104-Col15,04021104-Col16,04021104-Col17,04021104-Col18,04021104-Col19,04021104-Col20,04021104-Col21,04021104-Col22,04040300-Col1,04040300-Col2,04040300-Col3,04040300-Col4,04040300-Col5,04040300-Col6,02021707-Col1,02021707-Col2,02021707-Col3,02021707-Col4,02021707-Col5,02021707-Col6,03030290-Col1,04040400-Col1,04025070-Col1,04025070-Col2,04025070-Col3
104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104104,1,,,,,,,,,,,1,,,,,,,,,1,1,16,5,9,2,8,8,16,22,,2,2,,,1,1,,,2,4,2,1,2,2,1,1,1,11,11,22,20,,,1,3,3,2,,1,,,,3,1,3,,2,1,,5,15,20,13,2,,,3,2,1,1,2,,2,5,8,13,84,8,9,4,10,5,7,5,8,1,1,3,7,2,6,3,3,1,1,34,50,83,12,,1,5,3,1,0,1,,1,,,12,12,98,,,,2,6,5,9,7,2,4,14,24,12,4,4,5,,,98,98,,,,,,,,,,,6,,,,,,,3,,,1,,1,1,,,,,,2,4,5,1,,,,,,,1,,,,,,,,,,,,,1,1,3627,48,163,183,209,213,236,243,216,179,222,346,303,207,198,185,169,146,161,1516,2111,3625,37,5,6,,,,,,,,,8,,3,5,6,1,1,2,15,22,37,2,,,,,,1,,,1,,,,,,,,,,2,2,3,,,,,1,,1,1,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,111,58,53,57,50,74,34,38,35,11,36,29,34,27,30,18,13,10,246,472,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,77,84,19,20,69,87,47,67,60,60,77,67,70,59,79,87,93,108,584,646,1230,6,,1,2,3,,,,,4,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,47,1160,181,10,,,,,,,,,,,,
105100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,513,216,37,,,,,,,,,,,,,,,,457,309,746,560,513,47,,,,,,,,,,,,,,,,,279,281,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105103,26,9,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0,0,0,0,14,3,4,2,10,19,17,17,24,24,31,36,29,10,51,189,240,454,6,8,6,19,36,69,91,72,69,78,332,122,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16353,350,943,881,726,956,714,701,714,644,780,969,1138,1133,1265,1166,1113,823,1337,6944,9409,16273,,,,,,,,,,,,,,,,,,,,,,,554,,,5,14,126,115,109,67,39,28,20,12,7,6,0,6,0,,554,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2231,327,936,215,121,106,81,57,113,66,56,38,78,27,7,3,,,,747,1484,2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085,228,125,84,50,128,183,171,144,169,179,248,225,264,250,147,192,104,194,1201,1884,3085,,,,,,,,,,,,,,,,,,,356,7,33,26,23,24,21,14,13,12,23,14,26,21,24,28,15,15,17,137,219,356,,,,,,,,,,,,,,,,,,,,,,,34,2,3,1,2,2,1,1,1,0,4,3,2,2,1,3,1,3,2,10,24,34,,,,,,,,,,,,,,,,,,,,,,,1065,,3667,,,,39,,63,,,,,,,,
105104,531,75,159,85,34,28,17,16,11,8,15,17,15,15,8,14,10,3,1,225,306,531,194,46,114,34,106,88,194,85,1,6,2,1,1,2,2,2,1,2,3,3,1,4,12,12,4,26,36,49,85,56,0,0,8,4,11,4,2,1,1,2,0,4,5,2,4,5,2,1,19,37,56,23,0,0,0,1,0,3,3,6,6,4,10,13,23,630,46,99,63,52,36,24,18,23,19,25,20,22,32,29,42,28,25,27,244,386,77,1,0,1,0,0,0,0,0,0,0,0,0,1,1,255,0,0,0,6,35,23,21,23,23,28,37,24,15,5,11,2,2,0,255,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10312,230,572,413,485,558,499,498,385,601,573,731,694,811,708,751,684,540,579,3819,6493,10312,,,,,,,,,,,,,,,,,,,,,,,179,0,1,0,2,14,10,11,20,18,21,25,21,12,13,9,1,1,0,179,179,7,,,,,1,3,1,,,1,,1,,,,,,,0,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,248,530,168,119,85,47,39,30,27,3,0,1,0,0,0,0,0,0,562,735,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2,,,,,1,1,,,,2,1,2,8,10,16,27,46,48,68,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232,143,162,39,36,214,268,241,169,168,132,197,101,99,102,47,35,29,50,601,1631,2232,14,1,4,2,7,,,,,,,,,,,,,,26,0,1,1,12,0,2,1,0,1,1,0,2,2,1,0,0,0,2,7,19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,577,3155,852,25,3,,,,,,,,,,,
105105,1300,111,298,194,125,94,51,33,48,39,37,43,46,35,49,26,27,18,26,572,728,1300,71,24,45,2,42,29,71,51,1,2,2,5,3,,,,,5,1,3,3,3,3,3,4,13,28,23,51,88,,1,16,18,18,1,3,5,1,5,1,3,6,3,3,1,2,1,38,50,88,46,,,,,3,8,5,12,8,10,35,11,46,523,28,57,34,31,28,19,17,14,18,23,31,30,19,31,31,34,37,41,220,303,523,40,,7,12,8,6,6,1,,,,,40,40,10,,,,,1,2,,,2,4,,,,1,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8975,153,376,367,410,638,478,498,429,472,627,698,627,664,517,487,534,424,576,3547,5428,8975,292,,3,2,,,,,,12,2,10,18,31,64,43,38,28,41,88,204,292,190,,,,2,24,26,28,20,15,18,16,14,10,9,1,3,2,2,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,1,1,,,,,,,,,,,,,3,3,982,216,520,93,31,34,22,21,26,14,5,,,,,,,,,465,517,982,1204,4,31,24,16,169,62,87,101,112,81,142,81,84,91,28,63,14,14,251,953,1204,,,,,,,,,,,,,,,,,,,,,,,85,11,,,,,,,,,,,,,,10,6,20,38,44,41,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,141,61,50,57,125,81,152,146,107,73,178,146,96,134,147,119,85,103,667,1334,2001,,,,,,,,,,,,,,,,,,,973,29,71,64,81,94,39,45,51,44,72,56,67,52,49,42,48,31,38,395,578,973,,,,,,,,,,,,,,,,,,,,,,,168,5,12,12,7,13,6,14,9,10,10,15,13,11,8,6,3,7,7,64,104,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105106,961,124,356,148,46,56,26,27,21,22,18,23,23,17,15,11,12,10,6,406,555,961,155,50,91,14,75,80,155,225,10,44,18,2,4,12,3,3,2,3,10,7,9,11,18,14,23,32,100,125,224,184,2,3,26,38,18,10,3,3,5,13,12,10,3,10,6,11,2,9,94,90,184,176,,1,3,7,16,25,26,44,31,23,80,96,176,698,47,144,79,37,33,19,16,13,9,22,30,39,28,31,25,48,36,42,299,399,698,4,,1,1,,2,,,,,,,4,4,32,,,,,,4,5,2,3,2,9,4,,,2,1,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8288,255,533,417,424,465,469,422,395,328,453,560,669,580,519,510,523,389,377,3407,4881,8268,1602,,2,4,1,6,33,15,18,28,25,277,56,20,177,115,357,61,407,655,947,1602,175,,,1,2,11,34,27,19,12,14,26,14,5,7,3,,,,175,175,6,,,,,1,3,,1,,,1,,,,,,,,,6,6,,,,,,,,,,,,,,8,,,,1,,2,5,,,,,,,,,,,,,8,8,1023,190,289,57,58,55,75,69,52,43,35,34,42,13,5,2,1,2,1,389,634,922,212,,17,2,3,42,39,43,39,24,2,1,,,,,,,,9,203,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,4,3,10,8,6,4,8,16,18,17,17,7,4,4,1,35,92,127,12,,,,,2,1,1,,,,2,1,2,3,,,,,9,3,12,1524,202,101,62,31,155,188,180,129,90,57,41,46,91,52,30,23,14,32,355,1169,1524,1,,1,,,,,,,6,1,3,1,1,,,,,1303,26,92,91,75,68,76,50,58,42,85,91,102,106,78,71,91,47,54,539,764,1303,,,,,,,,,,,,,,,,,,,,,,,30,,1,1,1,3,,1,1,,1,7,2,5,,,4,1,2,14,16,30,,,,,,,,,,,,,,,,,,,,,,,109,46,127,50,,,,,,,,,,,,,
105107,312,4,72,61,27,24,11,8,7,23,6,27,12,7,5,9,3,5,1,126,186,312,86,8,64,14,51,35,86,29,,5,2,,,,1,,,1,3,,1,4,1,4,,7,17,12,29,57,,,2,11,8,2,6,1,,,10,9,,2,3,2,,1,7,50,57,24,1,,,,,2,3,,7,11,10,14,24,320,4,66,59,26,15,5,6,12,7,18,18,15,28,5,14,7,2,13,136,184,320,42,,8,9,5,5,4,2,8,1,,,42,42,183,,,10,6,10,21,19,16,28,14,19,25,6,2,,1,6,,183,182,3,,2,1,,,,,3,3,9,,,,,,1,2,,,,2,,1,,,3,,,5,4,9,4,,,,,,,,,3,1,,,,,,,,,,4,4,5671,181,341,291,330,281,294,286,300,267,407,473,413,369,307,315,326,193,297,2034,3637,5670,35,,3,2,2,,,1,,,2,2,3,3,4,4,2,3,4,17,18,32,274,,,,3,40,50,43,41,33,16,17,16,6,1,4,3,1,,274,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,4,6,8,4,3,6,5,8,5,2,,1,,,,52,52,1587,330,450,45,56,106,125,91,79,56,43,35,46,32,34,21,14,10,14,536,1051,1587,199,1,2,2,13,62,49,34,11,10,6,2,2,,4,1,,,,15,184,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,78,34,15,8,123,171,89,76,69,52,69,48,45,30,10,11,8,12,219,729,948,4,,1,1,2,,,,,16,4,,4,8,,,,,639,19,50,37,42,39,37,37,33,41,42,51,38,42,43,34,16,18,20,212,427,639,118,2,7,,,5,7,13,12,9,8,13,15,7,5,12,1,1,1,23,95,107,236,10,15,18,15,11,8,13,17,9,14,28,18,17,12,9,8,8,6,85,151,236,35,4,5,1,,1,3,2,3,4,,3,5,,3,,1,,,12,23,35,611,40,1099,167,4,,88,1,143,,,,,,,,
