"","IdEstablecimiento","OriginalGRD","Prediction"
"180",126704,NA,0.948506901532298
"181",128109,0.92201,0.89903942650647
"182",128110,NA,0.948314638293244
"183",128111,NA,0.885924716030781
"184",128112,NA,0.950613825378296
"185",128113,NA,0.887971276220716
"186",129100,0.95318,0.946986212353246
"187",129101,NA,0.936943315581898
"188",129103,NA,0.944461270890456
"189",129104,NA,0.913721842306836
"190",129106,1.01785,1.02437495339327
"191",129107,NA,0.924895396110309
"192",129108,NA,0.922944202733527
"193",133150,1.02058,0.997979816548136
"194",133155,NA,0.906515183149756
"195",133160,NA,0.946222370179344
"196",133165,NA,0.923263446700558
"197",133170,NA,0.945695244611976
"198",200076,NA,0.949324488915814
"199",200282,NA,0.939507263508151
"200",200705,NA,1.14600778956527
"201",200714,NA,1.14600778956527
"202",200717,NA,0.995257288205042
"203",200726,NA,1.14600778956527
"204",200727,NA,1.14600778956527
"205",200867,NA,1.14600778956527
"206",200868,NA,1.14600778956527
"207",200889,NA,1.14600778956527
"208",201084,NA,1.14600778956527
"209",201319,NA,1.14600778956527
