MODEL;S_MODEL;hospital_id;X21_value_normalized;X22_value_normalized;hospital_discharge_normalized;diagnostic_tests_normalized;surgical_interventions_normalized;medical_consultations_normalized;grd;te_input;te_output;te_directional
M_NIRS_2020;M;105100;0.34;0.34;0.19;0.25;0.14;0;1.04;0.016;2.383;0.907
M_NIRS_2020;M;105101;0.36;0.34;0.21;0.18;0.17;0;1.06;0.02;2.28;0.775
M_NIRS_2020;M;105102;0.26;0.2;0.11;0.2;0.11;0;0.92;0.022;2.8;0.957
M_NIRS_2020;M;106100;0.49;0.42;0.24;0.26;0.16;0;1.15;0.015;2.138;0.764
M_NIRS_2020;M;106102;0.1;0.1;0.03;0.13;0.03;0;1.26;0.027;3.997;0.947
M_NIRS_2020;M;106103;0.1;0.09;0.07;0.09;0.03;0;0.77;0.021;5.699;0.959
M_NIRS_2020;M;107100;0.56;0.76;0.32;0.34;0.24;0;1.25;0.017;1.728;0.481
M_NIRS_2020;M;107101;0.18;0.22;0.12;0.21;0.11;0;0.9;0.024;2.714;0.952
M_NIRS_2020;M;107102;0.15;0.12;0.08;0.09;0.06;0.02;0.83;0.033;4.027;0.935
M_NIRS_2020;M;108100;0.17;0.12;0.14;0.16;0.13;0;0.93;0.043;2.584;0.917
M_NIRS_2020;M;108101;0.13;0.11;0.1;0.09;0.12;0;0.91;0.044;2.734;0.916
M_NIRS_2020;M;109100;0.58;0.65;0.45;0.72;0.75;0;0.97;1;1;0
M_NIRS_2020;M;109101;0.27;0.17;0.06;0.11;0.07;0;1.33;0.016;4.935;0.968
M_NIRS_2020;M;110100;0.57;0.76;0.33;0.81;0.33;0;1.29;1;1;0
M_NIRS_2020;M;110120;0.5;0.38;0.29;0.29;0.25;0;1.02;0.026;1.665;0.475
M_NIRS_2020;M;110150;0.13;0.09;0.08;0.12;0.07;0.04;0.77;0.089;2.458;0.752
M_NIRS_2020;M;111100;0.64;0.67;0.34;0.44;0.22;0.1;1.01;0.298;1.469;0.302
M_NIRS_2020;M;111101;0.55;0.49;0.29;0.44;0.17;0.09;1.15;0.26;1.446;0.31
M_NIRS_2020;M;111195;0.48;0.35;0.15;0.29;0.16;0.08;1.67;0.09;1.635;0.389
M_NIRS_2020;M;112100;0.43;0.99;0.18;0.4;0.24;0;1.41;0.022;1.755;0.476
M_NIRS_2020;M;112101;0.22;0.22;0.27;0.01;0.1;0;0.87;0.031;1.709;0.573
M_NIRS_2020;M;112102;0.26;0.32;0.07;0.16;0.08;0;1.63;0.013;3.838;0.975
M_NIRS_2020;M;112103;0.12;0.29;0.01;0.1;0;0;2.31;0.017;5.448;0.966
M_NIRS_2020;M;112104;0.1;0.13;0;0.05;0.03;0;1.97;0.012;10.431;0.976
M_NIRS_2020;M;113100;0.69;0.81;0.56;0.75;0.4;0.14;1.09;1;1;0
M_NIRS_2020;M;113130;0.2;0.15;0.06;0.07;0.05;0.04;1.15;0.053;3.023;0.823
M_NIRS_2020;M;113180;0.28;0.24;0.22;0.31;0.14;0;0.97;0.027;1.844;0.653
M_NIRS_2020;M;114101;1;1;0.69;0.63;0.54;0;1.15;1;1;0
M_NIRS_2020;M;114103;0.4;0.37;0.27;0.43;0.15;0.04;0.97;0.024;1.447;0.336
M_NIRS_2020;M;115100;0.58;0.53;0.39;0.46;0.35;0.14;1.17;0.991;1.004;0.003
M_NIRS_2020;M;115107;0.13;0.17;0.08;0.13;0.08;0;1;0.025;4.125;0.952
M_NIRS_2020;M;116100;0.24;0.3;0.21;0.35;0.2;0;0.92;0.033;1.719;0.522
M_NIRS_2020;M;116105;0.61;0.57;0.46;0.61;0.39;0;1.15;0.67;1.091;0.072
M_NIRS_2020;M;116108;0.2;0.17;0.18;0.21;0.14;0;0.9;0.033;2.39;0.861
M_NIRS_2020;M;117101;0.49;0.4;0.31;0.37;0.27;0.06;0.98;0.205;1.426;0.294
M_NIRS_2020;M;117102;0.12;0.09;0.08;0.11;0.07;0.05;0.79;0.111;2.125;0.627
M_NIRS_2020;M;118100;0.93;0.89;0.46;0.75;0.36;0.23;1.3;1;1;0
M_NIRS_2020;M;118105;0.11;0.05;0.06;0.11;0.03;0.14;0.7;1;1;0
M_NIRS_2020;M;119100;0.49;0.5;0.31;0.46;0.24;0;1.06;0.02;1.442;0.325
M_NIRS_2020;M;120101;0.01;0.01;0.4;0.48;0.25;0.05;0.99;1;1;0
M_NIRS_2020;M;121109;0.7;0.88;0.44;0.49;0.34;0.1;1.15;0.525;1.263;0.177
M_NIRS_2020;M;122100;0.43;0.52;0.3;0.37;0.26;0.08;1.05;0.354;1.379;0.24
M_NIRS_2020;M;123100;0.4;0.39;0.26;0.4;0.29;0;0.97;0.157;1.575;0.41
M_NIRS_2020;M;124105;0.67;0.69;0.4;0.43;0.29;0.1;1.06;0.418;1.311;0.211
M_NIRS_2020;M;125100;0.29;0.2;0.11;0.19;0.05;0;0.93;0.02;2.966;0.961
M_NIRS_2020;M;126100;0.39;0.34;0.13;0.16;0.09;0;1.17;0.011;3.621;0.979
M_NIRS_2020;M;129100;0.17;0.1;0.08;0.08;0.04;0.14;0.83;0.762;1.038;0.035
M_NIRS_2020;M;129106;0.14;0.09;0.06;0.09;0.04;0.05;0.88;0.111;2.493;0.665
M_NIRS_2020;M;133150;0.18;0.09;0.08;0.11;0.08;0.03;0.84;0.067;2.723;0.86
M_VRS_2020;M;101100;0.31;0.3;0.26;0.26;0.16;0.05;0.98;0.033;1.738;0.544
M_VRS_2020;M;102100;0.44;0.29;0.31;0.28;0.25;0.04;0.95;0.034;1.446;0.355
M_VRS_2020;M;103100;0.64;0.8;0.33;0.44;0.23;0;1.16;0.016;1.66;0.428
M_VRS_2020;M;103101;0.24;0.17;0.16;0.16;0.06;0;0.93;0.059;2.793;0.941
M_VRS_2020;M;104100;0.26;0.25;0.18;0.17;0.13;0;0.85;0.04;2.577;0.945
M_VRS_2020;M;105100;0.34;0.34;0.19;0.25;0.14;0;1.04;0.029;2.383;0.907
M_VRS_2020;M;105101;0.36;0.34;0.21;0.18;0.17;0;1.06;0.029;2.28;0.775
M_VRS_2020;M;105102;0.26;0.2;0.11;0.2;0.11;0;0.92;0.05;2.8;0.95
M_VRS_2020;M;106100;0.49;0.42;0.24;0.26;0.16;0;1.15;0.024;2.138;0.764
M_VRS_2020;M;106102;0.1;0.1;0.03;0.13;0.03;0;1.26;0.1;3.997;0.9
M_VRS_2020;M;106103;0.1;0.09;0.07;0.09;0.03;0;0.77;0.111;5.699;0.889
M_VRS_2020;M;107100;0.56;0.76;0.32;0.34;0.24;0;1.25;0.018;1.728;0.481
M_VRS_2020;M;107101;0.18;0.22;0.12;0.21;0.11;0;0.9;0.056;2.714;0.944
M_VRS_2020;M;107102;0.15;0.12;0.08;0.09;0.06;0.02;0.83;0.083;4.027;0.917
M_VRS_2020;M;108100;0.17;0.12;0.14;0.16;0.13;0;0.93;0.083;2.584;0.917
M_VRS_2020;M;108101;0.13;0.11;0.1;0.09;0.12;0;0.91;0.091;2.734;0.909
M_VRS_2020;M;109100;0.58;0.65;0.45;0.72;0.75;0;0.97;1;1;0
M_VRS_2020;M;109101;0.27;0.17;0.06;0.11;0.07;0;1.33;0.059;4.935;0.941
M_VRS_2020;M;110100;0.57;0.76;0.33;0.81;0.33;0;1.29;1;1;0
M_VRS_2020;M;110120;0.5;0.38;0.29;0.29;0.25;0;1.02;0.026;1.665;0.475
M_VRS_2020;M;110150;0.13;0.09;0.08;0.12;0.07;0.04;0.77;0.111;2.458;0.752
M_VRS_2020;M;111100;0.64;0.67;0.34;0.44;0.22;0.1;1.01;0.298;1.469;0.302
M_VRS_2020;M;111101;0.55;0.49;0.29;0.44;0.17;0.09;1.15;0.26;1.446;0.31
M_VRS_2020;M;111195;0.48;0.35;0.15;0.29;0.16;0.08;1.67;0.09;1.635;0.389
M_VRS_2020;M;112100;0.43;0.99;0.18;0.4;0.24;0;1.41;0.023;1.755;0.476
M_VRS_2020;M;112101;0.22;0.22;0.27;0.01;0.1;0;0.87;0.045;1.709;0.573
M_VRS_2020;M;112102;0.26;0.32;0.07;0.16;0.08;0;1.63;0.038;3.838;0.962
M_VRS_2020;M;112103;0.12;0.29;0.01;0.1;0;0;2.31;0.083;5.448;0.917
M_VRS_2020;M;112104;0.1;0.13;0;0.05;0.03;0;1.97;0.1;10.431;0.9
M_VRS_2020;M;113100;0.69;0.81;0.56;0.75;0.4;0.14;1.09;1;1;0
M_VRS_2020;M;113130;0.2;0.15;0.06;0.07;0.05;0.04;1.15;0.067;3.023;0.823
M_VRS_2020;M;113180;0.28;0.24;0.22;0.31;0.14;0;0.97;0.042;1.844;0.653
M_VRS_2020;M;114101;1;1;0.69;0.63;0.54;0;1.15;1;1;0
M_VRS_2020;M;114103;0.4;0.37;0.27;0.43;0.15;0.04;0.97;0.027;1.447;0.336
M_VRS_2020;M;115100;0.58;0.53;0.39;0.46;0.35;0.14;1.17;0.991;1.004;0.003
M_VRS_2020;M;115107;0.13;0.17;0.08;0.13;0.08;0;1;0.077;4.125;0.923
M_VRS_2020;M;116100;0.24;0.3;0.21;0.35;0.2;0;0.92;0.042;1.719;0.522
M_VRS_2020;M;116105;0.61;0.57;0.46;0.61;0.39;0;1.15;0.67;1.091;0.072
M_VRS_2020;M;116108;0.2;0.17;0.18;0.21;0.14;0;0.9;0.059;2.39;0.861
M_VRS_2020;M;117101;0.49;0.4;0.31;0.37;0.27;0.06;0.98;0.205;1.426;0.294
M_VRS_2020;M;117102;0.12;0.09;0.08;0.11;0.07;0.05;0.79;0.111;2.125;0.627
M_VRS_2020;M;118100;0.93;0.89;0.46;0.75;0.36;0.23;1.3;1;1;0
M_VRS_2020;M;118105;0.11;0.05;0.06;0.11;0.03;0.14;0.7;1;1;0
M_VRS_2020;M;119100;0.49;0.5;0.31;0.46;0.24;0;1.06;0.02;1.442;0.325
M_VRS_2020;M;120101;0.01;0.01;0.4;0.48;0.25;0.05;0.99;1;1;0
M_VRS_2020;M;121109;0.7;0.88;0.44;0.49;0.34;0.1;1.15;0.525;1.263;0.177
M_VRS_2020;M;122100;0.43;0.52;0.3;0.37;0.26;0.08;1.05;0.354;1.379;0.24
M_VRS_2020;M;123100;0.4;0.39;0.26;0.4;0.29;0;0.97;0.157;1.575;0.41
M_VRS_2020;M;124105;0.67;0.69;0.4;0.43;0.29;0.1;1.06;0.418;1.311;0.211
M_VRS_2020;M;125100;0.29;0.2;0.11;0.19;0.05;0;0.93;0.05;2.966;0.95
M_VRS_2020;M;126100;0.39;0.34;0.13;0.16;0.09;0;1.17;0.029;3.621;0.971
M_VRS_2020;M;129100;0.17;0.1;0.08;0.08;0.04;0.14;0.83;0.762;1.038;0.035
M_VRS_2020;M;129106;0.14;0.09;0.06;0.09;0.04;0.05;0.88;0.111;2.493;0.665
M_VRS_2020;M;133150;0.18;0.09;0.08;0.11;0.08;0.03;0.84;0.111;2.723;0.86
DRG_NIRS_2014;DRG;101100;0.25;0.21;0.219;0.19;0.2;0.06;0.73;0.712;1.365;0.163
DRG_NIRS_2014;DRG;102100;0.36;0.3;0.2432;0.18;0.25;0.04;0.76;0.542;1.583;0.278
DRG_NIRS_2014;DRG;103100;0.39;0.3;0.2988;0.21;0.29;0;0.83;0.671;1.326;0.17
DRG_NIRS_2014;DRG;103101;0.13;0.05;0.0744;0.09;0.04;0;0.62;0.699;1.335;0.164
DRG_NIRS_2014;DRG;104100;0.22;0.21;0.1554;0.11;0.15;0;0.74;0.555;1.758;0.286
DRG_NIRS_2014;DRG;105100;0.22;0.27;0.2407;0.25;0.27;0;0.83;0.928;1.069;0.035
DRG_NIRS_2014;DRG;105101;0.25;0.27;0.2548;0.15;0.34;0;0.91;0.884;1.116;0.058
DRG_NIRS_2014;DRG;105102;0.13;0.1;0.1105;0.13;0.16;0;0.65;0.78;1.258;0.12
DRG_NIRS_2014;DRG;106100;0.44;0.42;0.4968;0.24;0.31;0;0.92;0.927;1.072;0.036
DRG_NIRS_2014;DRG;106102;0.09;0.07;0.0686;0.35;0.05;0;0.98;1;1;0
DRG_NIRS_2014;DRG;106103;0.09;0.09;0.1024;0.1;0.07;0;0.64;0.929;1.076;0.037
DRG_NIRS_2014;DRG;107100;0.44;0.6;0.473;0.41;0.29;0;1.1;0.909;1.097;0.047
DRG_NIRS_2014;DRG;107101;0.14;0.14;0.144;0.26;0.18;0;0.72;0.97;1.03;0.015
DRG_NIRS_2014;DRG;107102;0.12;0.08;0.0715;0.09;0.11;0;0.65;0.627;1.576;0.229
DRG_NIRS_2014;DRG;108100;0.14;0.1;0.1694;0.11;0.22;0;0.77;1;1;0
DRG_NIRS_2014;DRG;108101;0.1;0.08;0.119;0.11;0.17;0;0.7;1;1;0
DRG_NIRS_2014;DRG;109100;0.48;0.61;0.45;0.79;0.89;0;0.75;1;1;0
DRG_NIRS_2014;DRG;109101;0.25;0.17;0.1442;0.1;0.15;0;1.03;0.468;1.835;0.362
DRG_NIRS_2014;DRG;110100;0.46;0.72;0.4753;0.74;0.42;0;0.97;1;1;0
DRG_NIRS_2014;DRG;110120;0.3;0.31;0.2175;0.19;0.26;0;0.75;0.593;1.581;0.24
DRG_NIRS_2014;DRG;110150;0.08;0.07;0.0649;0.08;0.1;0;0.59;0.75;1.333;0.143
DRG_NIRS_2014;DRG;111100;0.53;0.74;0.43;0.56;0.32;0.12;0.86;0.739;1.192;0.141
DRG_NIRS_2014;DRG;111101;0.24;0.31;0.0814;0.04;0.07;0;0.74;0.258;3.757;0.59
DRG_NIRS_2014;DRG;111195;0.4;0.3;0.1624;0.17;0.16;0.08;1.16;0.337;2.297;0.467
DRG_NIRS_2014;DRG;112100;0.35;0.81;0.3762;0.45;0.31;0;1.14;0.956;1.044;0.022
DRG_NIRS_2014;DRG;112101;0.18;0.19;0.2556;0.01;0.16;0;0.71;1;1;0
DRG_NIRS_2014;DRG;112102;0.21;0.39;0.1815;0.19;0.18;0;1.21;0.715;1.366;0.16
DRG_NIRS_2014;DRG;112103;0.09;0.23;0.0855;0.09;0.01;0;1.71;0.785;1.275;0.121
DRG_NIRS_2014;DRG;112104;0.09;0.15;0.0528;0.03;0.03;0;1.76;0.45;2.22;0.379
DRG_NIRS_2014;DRG;113100;0.62;0.68;0.5244;0.67;0.48;0.13;0.92;0.85;1.033;0.03
DRG_NIRS_2014;DRG;113130;0.15;0.12;0.1236;0.06;0.13;0;1.03;0.641;1.561;0.219
DRG_NIRS_2014;DRG;113180;0.22;0.18;0.2208;0.23;0.21;0;0.69;0.842;1.166;0.081
DRG_NIRS_2014;DRG;114101;0.76;0.75;0.9;0.6;0.69;0.18;0.9;1;1;0
DRG_NIRS_2014;DRG;114103;0.32;0.32;0.28;0.38;0.21;0.02;0.7;0.788;1.239;0.114
DRG_NIRS_2014;DRG;115100;0.39;0.46;0.342;0.31;0.34;0.06;0.95;0.746;1.314;0.14
DRG_NIRS_2014;DRG;115107;0.1;0.09;0.1035;0.07;0.13;0;0.69;0.839;1.191;0.087
DRG_NIRS_2014;DRG;116100;0.2;0.17;0.2052;0.39;0.26;0.42;0.76;1;1;0
DRG_NIRS_2014;DRG;116105;0.4;0.42;0.3627;0.49;0.3;0;0.93;0.83;1.14;0.078
DRG_NIRS_2014;DRG;116108;0.16;0.11;0.1988;0.17;0.24;0.08;0.71;1;1;0
DRG_NIRS_2014;DRG;117101;0.37;0.33;0.3354;0.32;0.37;0;0.78;0.8;1.172;0.092
DRG_NIRS_2014;DRG;117102;0.08;0.05;0.0594;0.07;0.1;0;0.66;0.87;1.15;0.07
DRG_NIRS_2014;DRG;118100;0.74;0.76;0.6882;0.72;0.52;0.12;0.93;1;1;0
DRG_NIRS_2014;DRG;118105;0.09;0.03;0.0672;0.1;0.09;0.27;0.56;1;1;0
DRG_NIRS_2014;DRG;119100;0.39;0.48;0.4042;0.36;0.35;0;0.86;0.881;1.126;0.061
DRG_NIRS_2014;DRG;120101;0.42;0.47;0.3922;0.43;0.34;0;0.74;0.821;1.204;0.095
DRG_NIRS_2014;DRG;121109;0.59;0.7;0.675;0.68;0.42;0.09;0.9;1;1;0
DRG_NIRS_2014;DRG;122100;0.38;0.39;0.3528;0.4;0.38;0.03;0.84;0.829;1.19;0.09
DRG_NIRS_2014;DRG;123100;0.34;0.29;0.2607;0.28;0.32;0;0.79;0.677;1.295;0.154
DRG_NIRS_2014;DRG;124105;0.42;0.43;0.3403;0.27;0.26;0;0.83;0.668;1.465;0.194
DRG_NIRS_2014;DRG;125100;0.24;0.17;0.1148;0.19;0.09;0;0.82;0.432;1.881;0.375
DRG_NIRS_2014;DRG;126100;0.29;0.23;0.1738;0.13;0.15;0;0.79;0.474;1.9;0.351
DRG_NIRS_2014;DRG;129100;0.11;0.06;0.0744;0.07;0.08;0;0.62;0.648;1.543;0.214
DRG_NIRS_2014;DRG;129106;0.12;0.06;0.0737;0.07;0.08;0;0.67;0.627;1.581;0.229
DRG_NIRS_2014;DRG;133150;0.14;0.07;0.0825;0.08;0.1;0.07;0.75;0.601;1.612;0.249
DRG_VRS_2014;DRG;101100;0.25;0.21;0.219;0.19;0.2;0.06;0.73;0.712;1.365;0.163
DRG_VRS_2014;DRG;102100;0.36;0.3;0.2432;0.18;0.25;0.04;0.76;0.542;1.583;0.278
DRG_VRS_2014;DRG;103100;0.39;0.3;0.2988;0.21;0.29;0;0.83;0.671;1.326;0.17
DRG_VRS_2014;DRG;103101;0.13;0.05;0.0744;0.09;0.04;0;0.62;0.713;1.335;0.164
DRG_VRS_2014;DRG;104100;0.22;0.21;0.1554;0.11;0.15;0;0.74;0.563;1.758;0.286
DRG_VRS_2014;DRG;105100;0.22;0.27;0.2407;0.25;0.27;0;0.83;0.928;1.069;0.035
DRG_VRS_2014;DRG;105101;0.25;0.27;0.2548;0.15;0.34;0;0.91;0.884;1.116;0.058
DRG_VRS_2014;DRG;105102;0.13;0.1;0.1105;0.13;0.16;0;0.65;0.78;1.258;0.12
DRG_VRS_2014;DRG;106100;0.44;0.42;0.4968;0.24;0.31;0;0.92;0.927;1.072;0.036
DRG_VRS_2014;DRG;106102;0.09;0.07;0.0686;0.35;0.05;0;0.98;1;1;0
DRG_VRS_2014;DRG;106103;0.09;0.09;0.1024;0.1;0.07;0;0.64;1;1;0
DRG_VRS_2014;DRG;107100;0.44;0.6;0.473;0.41;0.29;0;1.1;0.909;1.097;0.047
DRG_VRS_2014;DRG;107101;0.14;0.14;0.144;0.26;0.18;0;0.72;0.97;1.03;0.015
DRG_VRS_2014;DRG;107102;0.12;0.08;0.0715;0.09;0.11;0;0.65;0.704;1.576;0.219
DRG_VRS_2014;DRG;108100;0.14;0.1;0.1694;0.11;0.22;0;0.77;1;1;0
DRG_VRS_2014;DRG;108101;0.1;0.08;0.119;0.11;0.17;0;0.7;1;1;0
DRG_VRS_2014;DRG;109100;0.48;0.61;0.45;0.79;0.89;0;0.75;1;1;0
DRG_VRS_2014;DRG;109101;0.25;0.17;0.1442;0.1;0.15;0;1.03;0.496;1.835;0.362
DRG_VRS_2014;DRG;110100;0.46;0.72;0.4753;0.74;0.42;0;0.97;1;1;0
DRG_VRS_2014;DRG;110120;0.3;0.31;0.2175;0.19;0.26;0;0.75;0.593;1.581;0.24
DRG_VRS_2014;DRG;110150;0.08;0.07;0.0649;0.08;0.1;0;0.59;1;1;0
DRG_VRS_2014;DRG;111100;0.53;0.74;0.43;0.56;0.32;0.12;0.86;0.739;1.192;0.141
DRG_VRS_2014;DRG;111101;0.24;0.31;0.0814;0.04;0.07;0;0.74;0.352;3.757;0.564
DRG_VRS_2014;DRG;111195;0.4;0.3;0.1624;0.17;0.16;0.08;1.16;0.342;2.297;0.467
DRG_VRS_2014;DRG;112100;0.35;0.81;0.3762;0.45;0.31;0;1.14;0.956;1.044;0.022
DRG_VRS_2014;DRG;112101;0.18;0.19;0.2556;0.01;0.16;0;0.71;1;1;0
DRG_VRS_2014;DRG;112102;0.21;0.39;0.1815;0.19;0.18;0;1.21;0.715;1.366;0.16
DRG_VRS_2014;DRG;112103;0.09;0.23;0.0855;0.09;0.01;0;1.71;0.95;1.187;0.04
DRG_VRS_2014;DRG;112104;0.09;0.15;0.0528;0.03;0.03;0;1.76;0.889;1.939;0.111
DRG_VRS_2014;DRG;113100;0.62;0.68;0.5244;0.67;0.48;0.13;0.92;0.85;1.033;0.03
DRG_VRS_2014;DRG;113130;0.15;0.12;0.1236;0.06;0.13;0;1.03;0.688;1.553;0.2
DRG_VRS_2014;DRG;113180;0.22;0.18;0.2208;0.23;0.21;0;0.69;0.842;1.166;0.081
DRG_VRS_2014;DRG;114101;0.76;0.75;0.9;0.6;0.69;0.18;0.9;1;1;0
DRG_VRS_2014;DRG;114103;0.32;0.32;0.28;0.38;0.21;0.02;0.7;0.788;1.239;0.114
DRG_VRS_2014;DRG;115100;0.39;0.46;0.342;0.31;0.34;0.06;0.95;0.746;1.314;0.14
DRG_VRS_2014;DRG;115107;0.1;0.09;0.1035;0.07;0.13;0;0.69;0.933;1.151;0.049
DRG_VRS_2014;DRG;116100;0.2;0.17;0.2052;0.39;0.26;0.42;0.76;1;1;0
DRG_VRS_2014;DRG;116105;0.4;0.42;0.3627;0.49;0.3;0;0.93;0.83;1.14;0.078
DRG_VRS_2014;DRG;116108;0.16;0.11;0.1988;0.17;0.24;0.08;0.71;1;1;0
DRG_VRS_2014;DRG;117101;0.37;0.33;0.3354;0.32;0.37;0;0.78;0.8;1.172;0.092
DRG_VRS_2014;DRG;117102;0.08;0.05;0.0594;0.07;0.1;0;0.66;1;1;0
DRG_VRS_2014;DRG;118100;0.74;0.76;0.6882;0.72;0.52;0.12;0.93;1;1;0
DRG_VRS_2014;DRG;118105;0.09;0.03;0.0672;0.1;0.09;0.27;0.56;1;1;0
DRG_VRS_2014;DRG;119100;0.39;0.48;0.4042;0.36;0.35;0;0.86;0.881;1.126;0.061
DRG_VRS_2014;DRG;120101;0.42;0.47;0.3922;0.43;0.34;0;0.74;0.821;1.204;0.095
DRG_VRS_2014;DRG;121109;0.59;0.7;0.675;0.68;0.42;0.09;0.9;1;1;0
DRG_VRS_2014;DRG;122100;0.38;0.39;0.3528;0.4;0.38;0.03;0.84;0.829;1.19;0.09
DRG_VRS_2014;DRG;123100;0.34;0.29;0.2607;0.28;0.32;0;0.79;0.677;1.295;0.154
DRG_VRS_2014;DRG;124105;0.42;0.43;0.3403;0.27;0.26;0;0.83;0.668;1.465;0.194
DRG_VRS_2014;DRG;125100;0.24;0.17;0.1148;0.19;0.09;0;0.82;0.453;1.881;0.375
DRG_VRS_2014;DRG;126100;0.29;0.23;0.1738;0.13;0.15;0;0.79;0.478;1.9;0.351
DRG_VRS_2014;DRG;129100;0.11;0.06;0.0744;0.07;0.08;0;0.62;0.8;1.491;0.156
DRG_VRS_2014;DRG;129106;0.12;0.06;0.0737;0.07;0.08;0;0.67;0.74;1.581;0.198
DRG_VRS_2014;DRG;133150;0.14;0.07;0.0825;0.08;0.1;0.07;0.75;0.661;1.612;0.238
DRG_CRS_2014;DRG;101100;0.25;0.21;0.219;0.19;0.2;0.06;0.73;0.706;1.417;0.173
DRG_CRS_2014;DRG;102100;0.36;0.3;0.2432;0.18;0.25;0.04;0.76;0.534;1.873;0.304
DRG_CRS_2014;DRG;103100;0.39;0.3;0.2988;0.21;0.29;0;0.83;0.602;1.661;0.248
DRG_CRS_2014;DRG;103101;0.13;0.05;0.0744;0.09;0.04;0;0.62;0.699;1.43;0.177
DRG_CRS_2014;DRG;104100;0.22;0.21;0.1554;0.11;0.15;0;0.74;0.555;1.801;0.286
DRG_CRS_2014;DRG;105100;0.22;0.27;0.2407;0.25;0.27;0;0.83;0.904;1.106;0.05
DRG_CRS_2014;DRG;105101;0.25;0.27;0.2548;0.15;0.34;0;0.91;0.84;1.19;0.087
DRG_CRS_2014;DRG;105102;0.13;0.1;0.1105;0.13;0.16;0;0.65;0.779;1.284;0.124
DRG_CRS_2014;DRG;106100;0.44;0.42;0.4968;0.24;0.31;0;0.92;0.856;1.168;0.078
DRG_CRS_2014;DRG;106102;0.09;0.07;0.0686;0.35;0.05;0;0.98;1;1;0
DRG_CRS_2014;DRG;106103;0.09;0.09;0.1024;0.1;0.07;0;0.64;0.929;1.076;0.037
DRG_CRS_2014;DRG;107100;0.44;0.6;0.473;0.41;0.29;0;1.1;0.864;1.158;0.073
DRG_CRS_2014;DRG;107101;0.14;0.14;0.144;0.26;0.18;0;0.72;0.963;1.039;0.019
DRG_CRS_2014;DRG;107102;0.12;0.08;0.0715;0.09;0.11;0;0.65;0.627;1.596;0.229
DRG_CRS_2014;DRG;108100;0.14;0.1;0.1694;0.11;0.22;0;0.77;1;1;0
DRG_CRS_2014;DRG;108101;0.1;0.08;0.119;0.11;0.17;0;0.7;1;1;0
DRG_CRS_2014;DRG;109100;0.48;0.61;0.45;0.79;0.89;0;0.75;1;1;0
DRG_CRS_2014;DRG;109101;0.25;0.17;0.1442;0.1;0.15;0;1.03;0.468;2.136;0.362
DRG_CRS_2014;DRG;110100;0.46;0.72;0.4753;0.74;0.42;0;0.97;0.917;1.091;0.043
DRG_CRS_2014;DRG;110120;0.3;0.31;0.2175;0.19;0.26;0;0.75;0.585;1.709;0.262
DRG_CRS_2014;DRG;110150;0.08;0.07;0.0649;0.08;0.1;0;0.59;0.75;1.333;0.143
DRG_CRS_2014;DRG;111100;0.53;0.74;0.43;0.56;0.32;0.12;0.86;0.696;1.437;0.179
DRG_CRS_2014;DRG;111101;0.24;0.31;0.0814;0.04;0.07;0;0.74;0.258;3.882;0.59
DRG_CRS_2014;DRG;111195;0.4;0.3;0.1624;0.17;0.16;0.08;1.16;0.337;2.966;0.496
DRG_CRS_2014;DRG;112100;0.35;0.81;0.3762;0.45;0.31;0;1.14;0.907;1.102;0.049
DRG_CRS_2014;DRG;112101;0.18;0.19;0.2556;0.01;0.16;0;0.71;1;1;0
DRG_CRS_2014;DRG;112102;0.21;0.39;0.1815;0.19;0.18;0;1.21;0.715;1.399;0.166
DRG_CRS_2014;DRG;112103;0.09;0.23;0.0855;0.09;0.01;0;1.71;0.785;1.275;0.121
DRG_CRS_2014;DRG;112104;0.09;0.15;0.0528;0.03;0.03;0;1.76;0.45;2.22;0.379
DRG_CRS_2014;DRG;113100;0.62;0.68;0.5244;0.67;0.48;0.13;0.92;0.723;1.384;0.161
DRG_CRS_2014;DRG;113130;0.15;0.12;0.1236;0.06;0.13;0;1.03;0.641;1.561;0.219
DRG_CRS_2014;DRG;113180;0.22;0.18;0.2208;0.23;0.21;0;0.69;0.829;1.206;0.093
DRG_CRS_2014;DRG;114101;0.76;0.75;0.9;0.6;0.69;0.18;0.9;0.925;1.081;0.039
DRG_CRS_2014;DRG;114103;0.32;0.32;0.28;0.38;0.21;0.02;0.7;0.755;1.324;0.14
DRG_CRS_2014;DRG;115100;0.39;0.46;0.342;0.31;0.34;0.06;0.95;0.71;1.408;0.169
DRG_CRS_2014;DRG;115107;0.1;0.09;0.1035;0.07;0.13;0;0.69;0.839;1.191;0.087
DRG_CRS_2014;DRG;116100;0.2;0.17;0.2052;0.39;0.26;0.42;0.76;1;1;0
DRG_CRS_2014;DRG;116105;0.4;0.42;0.3627;0.49;0.3;0;0.93;0.782;1.279;0.122
DRG_CRS_2014;DRG;116108;0.16;0.11;0.1988;0.17;0.24;0.08;0.71;1;1;0
DRG_CRS_2014;DRG;117101;0.37;0.33;0.3354;0.32;0.37;0;0.78;0.74;1.352;0.15
DRG_CRS_2014;DRG;117102;0.08;0.05;0.0594;0.07;0.1;0;0.66;0.87;1.15;0.07
DRG_CRS_2014;DRG;118100;0.74;0.76;0.6882;0.72;0.52;0.12;0.93;0.768;1.301;0.131
DRG_CRS_2014;DRG;118105;0.09;0.03;0.0672;0.1;0.09;0.27;0.56;1;1;0
