hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,39905799.0,24127007.0,14514.0,1699288.0,13432.0,4044.0,0.32,0.3,0.32,0.37,0.28,0.08,
102100,203,1,65722852.0,28506829.0,15994.0,1869182.0,13302.0,2449.0,0.53,0.35,0.35,0.41,0.28,0.05,
103100,303,3,80664643.0,79152302.0,18405.0,2506072.0,15035.0,0.0,0.66,1.0,0.4,0.55,0.31,0.0,
103101,304,3,31993071.0,13260920.0,8435.0,976919.0,4912.0,0.0,0.25,0.16,0.18,0.21,0.1,0.0,
104100,403,3,37184911.0,23978052.0,11055.0,991157.0,9378.0,0.0,0.29,0.29,0.24,0.22,0.2,0.0,
105100,503,4,49306395.0,34084510.0,11489.0,1588177.0,10450.0,0.0,0.39,0.42,0.25,0.35,0.22,0.0,
105101,504,4,47879940.0,32793232.0,11764.0,1104552.0,12554.0,0.0,0.38,0.41,0.26,0.24,0.26,0.0,
105102,505,4,36064822.0,20293925.0,7248.0,1517344.0,7884.0,0.0,0.28,0.25,0.16,0.33,0.16,0.0,
106100,603,5,65324704.0,32905612.0,13689.0,1521617.0,8697.0,0.0,0.53,0.41,0.3,0.33,0.18,0.0,
106102,607,5,16857696.0,8545169.0,3424.0,520307.0,2833.0,0.0,0.12,0.1,0.07,0.11,0.06,0.0,
106103,604,5,19328081.0,11762786.0,6034.0,694754.0,3122.0,0.0,0.14,0.14,0.13,0.15,0.06,0.0,
107100,703,5,73961728.0,55759352.0,16105.0,1802356.0,12135.0,0.0,0.6,0.7,0.35,0.39,0.25,0.0,
107101,704,5,27726355.0,16587744.0,7854.0,1062580.0,7660.0,0.0,0.21,0.2,0.17,0.23,0.16,0.0,
107102,705,5,21626622.0,9267415.0,5942.0,502820.0,4327.0,1458.0,0.16,0.11,0.13,0.11,0.09,0.03,
108100,803,5,24392234.0,11555045.0,7961.0,970678.0,6834.0,0.0,0.19,0.14,0.17,0.21,0.14,0.0,
108101,804,5,19449988.0,10086527.0,6862.0,628059.0,7635.0,0.0,0.14,0.12,0.15,0.14,0.16,0.0,
109100,2606,13,72267203.0,53933894.0,21435.0,3586645.0,35143.0,0.0,0.59,0.68,0.47,0.78,0.73,0.0,
109101,2605,13,33927217.0,15090933.0,5640.0,650441.0,6028.0,0.0,0.27,0.18,0.12,0.14,0.13,0.0,
109102,2608,13,15486762.0,6587341.0,1963.0,88501.0,0.0,0.0,0.11,0.07,0.04,0.02,0.0,0.0,
109103,2607,13,18614634.0,15708175.0,2782.0,366689.0,3504.0,0.0,0.14,0.19,0.06,0.08,0.07,0.0,
110100,2709,13,72691313.0,65774777.0,17748.0,4088431.0,15558.0,83.0,0.59,0.83,0.39,0.89,0.32,0.0,
110110,27010,13,9232552.0,10111732.0,2806.0,212583.0,5553.0,0.0,0.06,0.12,0.06,0.05,0.12,0.0,
110120,2708,13,72417001.0,34646118.0,18096.0,2125513.0,20832.0,0.0,0.59,0.43,0.4,0.46,0.43,0.0,
110150,2705,13,18216599.0,9177507.0,6137.0,733434.0,4934.0,962.0,0.13,0.11,0.13,0.16,0.1,0.02,
111100,2404,13,78256611.0,48170014.0,7526.0,1432381.0,7540.0,4526.0,0.64,0.6,0.16,0.31,0.16,0.09,
111101,2406,13,72629935.0,41843886.0,15075.0,2585857.0,11680.0,8346.0,0.59,0.52,0.33,0.57,0.24,0.16,
111195,2405,13,71915289.0,32346066.0,10467.0,1704336.0,9881.0,5668.0,0.58,0.4,0.23,0.37,0.21,0.11,
112100,2306,13,52942559.0,67015555.0,9907.0,2236923.0,15996.0,0.0,0.43,0.84,0.22,0.49,0.33,0.0,
112101,2305,13,32381849.0,16720828.0,13500.0,91838.0,6698.0,0.0,0.25,0.2,0.29,0.02,0.14,0.0,
112102,2304,13,34120989.0,27365592.0,6771.0,833643.0,7120.0,0.0,0.27,0.34,0.15,0.18,0.15,0.0,
112103,2303,13,18587400.0,25296385.0,3086.0,631857.0,1907.0,0.0,0.14,0.31,0.07,0.14,0.04,0.0,
112104,2308,13,14657122.0,11361149.0,2791.0,319340.0,2934.0,0.0,0.1,0.13,0.06,0.07,0.06,0.0,
112105,2309,13,4380800.0,1890050.0,115.0,417.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,
112106,2307,13,5045731.0,1849377.0,1333.0,484.0,0.0,0.0,0.02,0.01,0.03,0.0,0.0,0.0,
113100,2503,13,86210607.0,68234902.0,28052.0,3573751.0,22761.0,8585.0,0.7,0.86,0.61,0.78,0.47,0.17,
113130,2505,13,27131886.0,13900540.0,6302.0,432051.0,4574.0,1829.0,0.21,0.17,0.14,0.09,0.1,0.04,
113180,2508,13,37915758.0,20479020.0,11991.0,1620486.0,8395.0,0.0,0.3,0.25,0.26,0.35,0.17,0.0,
114101,2805,13,11610047.0,4358931.0,36912.0,3741831.0,33560.0,0.0,0.08,0.04,0.81,0.82,0.7,0.0,
114103,3001,13,50250316.0,35278797.0,13505.0,2232018.0,7754.0,1536.0,0.4,0.44,0.29,0.49,0.16,0.03,
114105,2807,13,9095515.0,6358245.0,14151.0,1146278.0,9868.0,2855.0,0.06,0.07,0.31,0.25,0.21,0.06,
115100,903,6,74466883.0,44797561.0,19154.0,2901830.0,19234.0,6232.0,0.61,0.56,0.42,0.63,0.4,0.12,
115107,9010,6,20730938.0,16717200.0,6175.0,932316.0,6692.0,0.0,0.16,0.2,0.13,0.2,0.14,0.0,
116100,1003,7,33387824.0,28978004.0,10572.0,2429098.0,10257.0,0.0,0.26,0.36,0.23,0.53,0.21,0.0,
116105,1008,7,79017763.0,48483608.0,22215.0,4034170.0,20944.0,0.0,0.64,0.61,0.49,0.88,0.44,0.0,
