hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,37891617.27,21500837.31,16656,1376346.0,14595.0,2866.0,0.3,0.26,0.36,0.3,0.3,0.06,0.82
102100,203,1,55126736.93,20992517.74,18384,1084700.0,18442.0,51314.0,0.44,0.26,0.4,0.24,0.38,1.0,0.82
103100,303,3,68178949.56,46504498.47,20108,1900761.0,14591.0,0.0,0.55,0.58,0.44,0.42,0.3,0.0,0.93
103101,304,3,25499195.63,11978579.22,9886,734515.0,5416.0,0.0,0.2,0.14,0.21,0.16,0.11,0.0,0.72
104100,403,3,33555056.64,18214583.9,12012,820549.0,11257.0,0.0,0.26,0.22,0.26,0.18,0.23,0.0,0.78
105100,503,4,36297958.83,26948264.64,13029,1115200.0,17421.0,0.0,0.29,0.33,0.28,0.24,0.36,0.0,0.95
105101,504,4,38612997.01,27414667.14,13482,956702.0,15170.0,0.0,0.31,0.34,0.29,0.21,0.32,0.0,1.01
105102,505,4,26373650.78,12493164.83,8967,1027012.0,11906.0,0.0,0.2,0.15,0.19,0.22,0.25,0.0,0.74
106100,603,5,58187687.76,33752746.52,18991,1442469.0,15979.0,0.0,0.47,0.42,0.41,0.32,0.33,0.0,1.01
106102,607,5,14870865.67,6774084.79,5491,854640.0,4167.0,0.0,0.11,0.07,0.12,0.19,0.09,0.0,1.11
106103,604,5,15564241.15,9048772.11,7717,622692.0,4766.0,0.0,0.11,0.1,0.17,0.14,0.1,0.0,0.71
107100,703,5,64505291.76,51297162.07,19800,1915631.0,17706.0,0.0,0.52,0.64,0.43,0.42,0.37,0.0,1.19
107101,704,5,23202229.7,13728090.61,9544,1138302.0,10963.0,0.0,0.18,0.16,0.21,0.25,0.23,0.0,0.77
107102,705,5,20327728.12,9093639.59,7308,513037.0,7195.0,1199.0,0.15,0.1,0.16,0.11,0.15,0.02,0.76
108100,803,5,20975799.91,9664787.84,11046,737153.0,12069.0,0.0,0.16,0.11,0.24,0.16,0.25,0.0,0.84
108101,804,5,16898811.01,9411075.71,9086,545091.0,11357.0,0.0,0.12,0.11,0.2,0.12,0.24,0.0,0.85
109100,2606,13,68946904.98,36481548.13,25782,4306679.0,45696.0,0.0,0.56,0.45,0.56,0.94,0.95,0.0,0.84
109101,2605,13,34184618.83,15147839.88,9200,673949.0,7364.0,0.0,0.27,0.18,0.2,0.15,0.15,0.0,1.11
109102,2608,13,15263393.49,6251409.31,2499,89502.0,0.0,0.0,0.11,0.07,0.05,0.02,0.0,0.0,
109103,2607,13,17147968.73,11871452.07,2934,331772.0,2868.0,0.0,0.13,0.14,0.06,0.07,0.06,0.0,1.08
110100,2709,13,66872495.01,60066405.69,23384,4575256.0,24699.0,217.0,0.54,0.76,0.51,1.0,0.51,0.0,1.09
110110,27010,13,9425147.68,11898354.93,4037,243926.0,8580.0,0.0,0.06,0.14,0.09,0.05,0.18,0.0,1.23
110120,2708,13,47064006.52,32498408.97,16624,1540274.0,15995.0,10486.0,0.38,0.4,0.36,0.34,0.33,0.2,0.82
110150,2705,13,17041797.57,7234882.99,7021,594604.0,6194.0,751.0,0.12,0.08,0.15,0.13,0.13,0.01,0.64
111100,2404,13,74079752.71,61675596.99,26118,2844337.29,19093.0,4573.0,0.6,0.78,0.57,0.62,0.4,0.09,0.89
111101,2406,13,56078358.35,35041986.36,17036,2381395.0,13623.0,3341.0,0.45,0.44,0.37,0.52,0.28,0.07,0.94
111195,2405,13,47112426.63,24987006.29,8373,1084463.0,8887.0,4564.0,0.38,0.31,0.18,0.24,0.18,0.09,1.32
112100,2306,13,47954513.17,72336922.96,12280,2337243.0,21052.0,0.0,0.38,0.91,0.27,0.51,0.44,0.0,1.22
112101,2305,13,27662042.25,13928081.74,15626,91011.0,9237.0,0.0,0.21,0.17,0.34,0.02,0.19,0.0,0.75
112102,2304,13,30782570.24,26096804.8,8424,944515.0,7936.0,0.0,0.24,0.32,0.18,0.21,0.17,0.0,1.42
112103,2303,13,15625931.8,22576278.52,5435,540289.0,2136.0,0.0,0.11,0.28,0.12,0.12,0.04,0.0,1.78
112104,2308,13,14472063.8,11353064.25,4187,283780.0,3868.0,0.0,0.1,0.13,0.09,0.06,0.08,0.0,1.68
112105,2309,13,3866450.95,1481955.13,3506,949.0,0.0,0.0,0.01,0.01,0.07,0.0,0.0,0.0,
112106,2307,13,4369534.89,1312354.22,1009,181.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,
113100,2503,13,78612427.84,60442942.69,30782,4236798.0,28756.0,5343.0,0.64,0.76,0.67,0.93,0.6,0.1,0.95
113130,2505,13,27327080.0,13479302.69,7330,457337.0,4958.0,924.0,0.21,0.16,0.16,0.1,0.1,0.02,1.02
113180,2508,13,32771139.03,15208842.44,14832,1396495.0,11836.0,0.0,0.26,0.18,0.32,0.31,0.25,0.0,0.8
114101,2805,13,112163817.37,71779618.85,38861,3284916.0,38182.0,0.0,0.92,0.91,0.85,0.72,0.79,0.0,0.96
114103,3001,13,46851616.12,26459695.74,18737,2241406.0,11809.0,690.0,0.37,0.33,0.41,0.49,0.25,0.01,0.74
114105,2807,13,55044629.28,44812809.11,15894,925688.0,13327.0,2268.0,0.44,0.56,0.35,0.2,0.28,0.04,0.89
115100,903,6,68326838.58,42455273.39,22071,2218033.0,26122.0,5704.0,0.55,0.53,0.48,0.48,0.54,0.11,1.0
115107,9010,6,16874125.82,12691000.11,8976,668229.0,8152.0,0.0,0.12,0.15,0.19,0.15,0.17,0.0,0.81
116100,1003,7,29472615.73,25212745.08,14963,2262302.0,17234.0,1369.0,0.23,0.31,0.33,0.49,0.36,0.03,0.81
116105,1008,7,72948238.88,41164362.01,26418,3404298.0,24221.0,0.0,0.59,0.51,0.58,0.74,0.5,0.0,1.05
116108,10011,7,24888194.55,12887762.63,13588,1161762.0,12145.0,0.0,0.19,0.15,0.3,0.25,0.25,0.0,0.79
117101,1103,16,54861372.01,31126582.92,19258,2016991.0,22833.0,726.0,0.44,0.39,0.42,0.44,0.47,0.01,0.87
117102,1104,16,15571778.03,7741821.81,7388,868304.0,8176.0,11874.0,0.11,0.09,0.16,0.19,0.17,0.23,0.7
118100,1203,8,107382050.93,70189350.46,32330,4228284.0,28179.0,46584.0,0.88,0.89,0.71,0.92,0.59,0.91,1.11
