hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,35788272.84,22239138.13,16100,1157269.0,13387.0,2450.0,0.28,0.27,0.35,0.25,0.28,0.05,0.79
102100,203,1,51876934.57,25460689.35,17280,994542.0,20546.0,290.0,0.42,0.31,0.38,0.22,0.43,0.01,0.78
103100,303,3,54354285.29,37266453.57,17711,1275952.0,17302.0,0.0,0.44,0.46,0.39,0.28,0.36,0.0,0.86
103101,304,3,19282924.79,10898678.96,8000,509442.0,3419.0,0.0,0.14,0.13,0.17,0.11,0.07,0.0,0.66
104100,403,3,31988529.51,19788255.01,11048,681309.0,8887.0,0.0,0.25,0.24,0.24,0.15,0.18,0.0,0.75
105100,503,4,34333298.45,25756280.4,13131,1114507.0,16652.0,0.0,0.27,0.32,0.29,0.24,0.35,0.0,0.91
105101,504,4,35823246.19,24079241.43,13378,863668.0,15609.0,0.0,0.28,0.3,0.29,0.19,0.32,0.0,0.98
105102,505,4,20972167.27,11748643.66,8960,792431.0,10118.0,0.0,0.16,0.14,0.19,0.17,0.21,0.0,0.7
106100,603,5,59031656.36,37540491.21,24295,1391735.0,15457.0,0.0,0.48,0.47,0.53,0.3,0.32,0.0,1.0
106102,607,5,14441321.46,6706977.47,5632,658432.0,3675.0,0.0,0.1,0.07,0.12,0.14,0.08,0.0,1.02
106103,604,5,14941307.56,8590816.79,7887,666780.0,4718.0,0.0,0.11,0.1,0.17,0.15,0.1,0.0,0.68
107100,703,5,61895840.02,52242491.98,18881,1887079.0,16380.0,0.0,0.5,0.66,0.41,0.41,0.34,0.0,1.19
107101,704,5,23019473.35,15331349.33,9945,1031465.0,9744.0,0.0,0.17,0.18,0.22,0.23,0.2,0.0,0.74
107102,705,5,19863324.29,8977405.93,7140,379618.0,6554.0,1965.0,0.15,0.1,0.15,0.08,0.14,0.04,0.74
108100,803,5,20160239.25,10335626.54,11195,585576.0,10806.0,0.0,0.15,0.12,0.24,0.13,0.22,0.0,0.79
108101,804,5,16639279.94,8834761.18,9208,498568.0,10993.0,0.0,0.12,0.1,0.2,0.11,0.23,0.0,0.76
109100,2606,13,66140193.57,40426120.8,25447,4171073.0,40231.0,0.0,0.54,0.51,0.56,0.91,0.84,0.0,0.81
109101,2605,13,34779682.16,14937303.08,8684,563099.0,8091.0,0.0,0.27,0.18,0.19,0.12,0.17,0.0,1.05
109102,2608,13,16077610.41,6829359.94,2511,57100.0,0.0,0.0,0.12,0.08,0.05,0.01,0.0,0.0,
109103,2607,13,16354177.88,10708544.07,2806,306788.0,2878.0,0.0,0.12,0.13,0.06,0.07,0.06,0.0,
110100,2709,13,66499670.2,53182994.68,23095,3823129.0,20560.0,194.0,0.54,0.67,0.5,0.84,0.43,0.0,1.01
110110,27010,13,9276264.8,10252439.49,3439,231648.0,7641.0,0.0,0.06,0.12,0.07,0.05,0.16,0.0,1.19
110120,2708,13,45983063.53,35223237.18,16312,1340920.0,18062.0,0.0,0.37,0.44,0.36,0.29,0.38,0.0,0.82
