hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
110150,2705,13,17094727.81,7273413.06,6988,593287.0,7365.0,512.0,0.13,0.08,0.15,0.13,0.15,0.01,0.64
111100,2404,13,71326474.65,63418433.14,24768,2811411.0,18004.0,5482.0,0.58,0.8,0.54,0.61,0.37,0.11,0.9
111101,2406,13,57799914.46,36288653.49,17340,1981103.0,10321.0,3866.0,0.47,0.45,0.38,0.43,0.21,0.08,0.9
111195,2405,13,56778957.73,32907499.75,8250,924015.0,8232.0,3085.0,0.46,0.41,0.18,0.2,0.17,0.06,1.24
112100,2306,13,46869429.03,60942100.91,9498,1820439.0,18015.0,0.0,0.37,0.77,0.21,0.4,0.37,0.0,1.2
112101,2305,13,26808763.09,14531176.53,15410,73602.0,9064.0,0.0,0.21,0.17,0.34,0.02,0.19,0.0,0.73
112102,2304,13,30395660.68,27847190.1,8161,958249.0,9111.0,0.0,0.24,0.34,0.18,0.21,0.19,0.0,1.38
112103,2303,13,15785249.15,21041311.76,4901,522197.0,2096.0,0.0,0.11,0.26,0.11,0.11,0.04,0.0,1.67
112104,2308,13,15087830.96,11944611.6,3975,266926.0,3919.0,0.0,0.11,0.14,0.08,0.06,0.08,0.0,1.68
112105,2309,13,3794310.09,1924345.54,3792,3126.0,0.0,0.0,0.01,0.01,0.08,0.0,0.0,0.0,
112106,2307,13,4290698.05,1297756.21,990,428.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,
113100,2503,13,80520232.7,53434748.78,28639,3928749.0,26633.0,4445.0,0.66,0.67,0.63,0.86,0.55,0.09,0.93
113130,2505,13,23363671.34,11496285.28,7120,355198.0,6244.0,0.0,0.18,0.14,0.15,0.08,0.13,0.0,1.12
113180,2508,13,31911533.35,15344583.13,14153,1245379.0,9954.0,0.0,0.25,0.18,0.31,0.27,0.21,0.0,0.78
114101,2805,13,110394090.39,66003571.93,40888,3053957.0,35297.0,8918.0,0.91,0.83,0.9,0.67,0.73,0.17,0.96
114103,3001,13,48805351.52,26028725.42,18989,2159726.0,11844.0,884.0,0.39,0.32,0.41,0.47,0.25,0.02,0.78
114105,2807,13,52922235.4,42191881.0,15382,824115.0,12733.0,2323.0,0.42,0.53,0.34,0.18,0.26,0.05,0.86
115100,903,6,61124612.22,45933730.41,18467,1866884.0,19163.0,5205.0,0.49,0.58,0.4,0.41,0.4,0.1,1.01
115107,9010,6,16491040.71,11467609.0,9000,521510.0,7623.0,0.0,0.12,0.13,0.2,0.11,0.16,0.0,0.78
116100,1003,7,29881209.95,21329461.43,13978,2163509.0,15082.0,352.0,0.23,0.26,0.3,0.47,0.31,0.01,0.8
116105,1008,7,67612452.12,40660341.7,22744,2810727.0,20399.0,0.0,0.55,0.51,0.5,0.61,0.42,0.0,1.0
116108,10011,7,24697656.64,12021032.32,13611,959933.0,11679.0,0.0,0.19,0.14,0.3,0.21,0.24,0.0,0.78
117101,1103,16,54058943.28,30285387.34,19237,1608671.0,18412.0,1044.0,0.43,0.38,0.42,0.35,0.38,0.02,0.86
117102,1104,16,15304420.34,7805876.75,6449,388002.0,6470.0,6699.0,0.11,0.09,0.14,0.08,0.13,0.13,0.69
118100,1203,8,102727939.25,71622097.16,31217,3000794.0,28491.0,36255.0,0.84,0.9,0.68,0.66,0.59,0.71,1.09
118105,1205,8,14567388.58,4112345.9,7100,642470.0,5171.0,13897.0,0.1,0.04,0.15,0.14,0.11,0.27,0.6
118106,1206,8,11711094.6,4324073.54,4671,510379.0,2907.0,12097.0,0.08,0.04,0.1,0.11,0.06,0.24,
119100,1303,8,53393266.02,38542636.7,20066,2075769.0,18408.0,0.0,0.43,0.48,0.44,0.45,0.38,0.0,0.92
119101,1304,8,10211942.45,3671377.09,3977,454742.0,3494.0,6454.0,0.07,0.04,0.08,0.1,0.07,0.13,
120101,1405,8,3982280.86,1891322.66,25257,2427218.0,19503.0,3370.0,0.02,0.01,0.55,0.53,0.41,0.07,0.84
121109,17016,9,79024197.62,69820461.79,30998,3090923.0,23588.0,4631.0,0.64,0.88,0.68,0.68,0.49,0.09,1.01
122100,1803,14,50311437.79,42672338.86,19718,2026464.0,17450.0,1926.0,0.4,0.53,0.43,0.44,0.36,0.04,0.9
123100,1903,10,46587417.82,26186406.32,15545,1602721.0,16123.0,0.0,0.37,0.32,0.34,0.35,0.34,0.0,0.85
124105,20011,10,70810549.27,48221326.36,22539,1746742.0,18541.0,0.0,0.57,0.6,0.49,0.38,0.39,0.0,0.91
125100,2107,11,36923669.93,16483806.43,8839,777431.3,5070.0,0.0,0.29,0.2,0.19,0.17,0.11,0.0,0.79
126100,2205,12,42436517.48,27070947.19,11743,794462.0,9523.0,0.0,0.34,0.33,0.26,0.17,0.2,0.0,0.96
129100,1603,9,16864258.42,6506559.38,7451,424492.05,4511.0,5562.0,0.12,0.07,0.16,0.09,0.09,0.11,0.64
129106,1604,9,17225696.0,7983924.8,7296,459973.0,5049.0,1646.0,0.13,0.09,0.16,0.1,0.1,0.03,0.72
133150,3302,10,23195687.59,8640300.65,7024,492229.0,6324.0,2495.0,0.18,0.1,0.15,0.11,0.13,0.05,0.84
