hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
110120,2708,13,43097669.89,33701374.15,15308,1096023.0,15343.0,0.0,0.34,0.42,0.33,0.24,0.32,0.0,0.82
110150,2705,13,16897126.97,7374326.67,6925,565302.0,6260.0,794.0,0.12,0.08,0.15,0.12,0.13,0.02,0.64
111100,2404,13,69709432.57,63179118.05,22750,2607296.0,15747.0,6875.0,0.57,0.8,0.5,0.57,0.33,0.13,0.91
111101,2406,13,54689034.83,32022432.77,15656,1692053.0,10389.0,2544.0,0.44,0.4,0.34,0.37,0.22,0.05,0.84
111195,2405,13,52572474.87,27378163.23,7713,864977.0,11425.0,3416.0,0.42,0.34,0.17,0.19,0.24,0.07,1.22
112100,2306,13,45838605.21,57769752.33,9153,1769735.0,15985.0,0.0,0.37,0.73,0.2,0.39,0.33,0.0,1.17
112101,2305,13,25856850.43,15969142.64,15857,75796.0,8562.0,0.0,0.2,0.19,0.35,0.02,0.18,0.0,0.72
112102,2304,13,30274931.86,27175295.34,8991,917751.0,8071.0,0.0,0.24,0.34,0.2,0.2,0.17,0.0,1.27
112103,2303,13,15870287.99,21252957.54,4872,523358.0,1563.0,0.0,0.11,0.26,0.1,0.11,0.03,0.0,1.63
112104,2308,13,14986798.21,12437591.72,3950,257990.0,3146.0,0.0,0.11,0.15,0.08,0.06,0.07,0.0,1.77
112105,2309,13,3677586.01,1910567.19,3488,2720.0,1.0,0.0,0.01,0.01,0.07,0.0,0.0,0.0,
112106,2307,13,4497781.43,1399832.18,923,406.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,
113100,2503,13,78153172.67,53966123.2,27120,3549134.0,23080.0,5905.0,0.64,0.68,0.59,0.78,0.48,0.12,0.87
113130,2505,13,22593362.2,11160933.03,6906,382324.0,6265.0,0.0,0.17,0.13,0.15,0.08,0.13,0.0,1.12
113180,2508,13,31198189.59,16357425.06,14353,1162141.0,10045.0,0.0,0.24,0.2,0.31,0.25,0.21,0.0,0.76
114101,2805,13,103103384.21,65263228.57,41770,2920481.0,31794.0,7818.0,0.84,0.82,0.92,0.64,0.66,0.15,0.91
114103,3001,13,45452593.52,27283537.27,17820,1900057.0,10509.0,779.0,0.36,0.34,0.39,0.42,0.22,0.02,0.76
114105,2807,13,52846548.9,40075776.81,14496,768126.0,12319.0,2097.0,0.42,0.5,0.32,0.17,0.26,0.04,0.85
115100,903,6,55871695.9,49031005.1,16427,1586996.0,15878.0,4055.0,0.45,0.62,0.36,0.35,0.33,0.08,1.0
115107,9010,6,15592965.64,11230031.14,8596,482731.0,7215.0,0.0,0.11,0.13,0.19,0.11,0.15,0.0,0.76
116100,1003,7,29331202.49,21581790.0,13684,2003373.0,14459.0,89.0,0.23,0.26,0.3,0.44,0.3,0.0,0.77
116105,1008,7,61752874.41,38279844.39,20579,2558535.0,17422.0,0.0,0.5,0.48,0.45,0.56,0.36,0.0,0.98
116108,10011,7,24472059.21,10539266.0,14402,874443.0,10954.0,557.0,0.19,0.12,0.31,0.19,0.23,0.01,0.76
117101,1103,16,53817144.15,29606587.91,19464,1565551.0,20241.0,0.0,0.43,0.37,0.43,0.34,0.42,0.0,0.82
117102,1104,16,14661885.88,7030982.01,6999,411289.0,7464.0,0.0,0.1,0.08,0.15,0.09,0.16,0.0,0.69
118100,1203,8,99890439.74,66952724.15,31084,3659855.0,24867.0,6338.0,0.82,0.84,0.68,0.8,0.52,0.12,1.07
118105,1205,8,14093416.24,3844423.75,6838,588009.0,5519.0,15772.0,0.1,0.04,0.15,0.13,0.11,0.31,0.59
118106,1206,8,11200873.49,3713708.73,4434,425595.0,2680.0,10818.0,0.08,0.04,0.09,0.09,0.06,0.21,
119100,1303,8,52284504.35,36571853.35,20160,1891373.0,16395.0,0.0,0.42,0.46,0.44,0.41,0.34,0.0,0.9
119101,1304,8,9725980.95,3433906.67,3693,440645.0,3917.0,7470.0,0.06,0.03,0.08,0.1,0.08,0.15,
120101,1405,8,58290832.55,42990607.51,23771,2199394.0,16378.0,3390.0,0.47,0.54,0.52,0.48,0.34,0.07,0.78
121109,17016,9,77884703.24,64852926.09,32139,3230748.0,22655.0,4860.0,0.63,0.82,0.7,0.71,0.47,0.09,0.97
122100,1803,14,50186641.8,39008232.98,19573,1994242.0,15081.0,2051.0,0.4,0.49,0.43,0.44,0.31,0.04,0.9
123100,1903,10,45968848.97,26357804.04,15533,1423201.0,15330.0,0.0,0.37,0.33,0.34,0.31,0.32,0.0,0.84
124105,20011,10,67413292.69,44030732.86,22886,1609874.0,17449.0,0.0,0.55,0.55,0.5,0.35,0.36,0.0,0.9
125100,2107,11,37582591.04,16779220.05,9443,1001494.0,5581.0,0.0,0.3,0.2,0.2,0.22,0.12,0.0,0.78
126100,2205,12,40360111.92,23956718.22,11556,717852.0,8146.0,0.0,0.32,0.29,0.25,0.16,0.17,0.0,0.92
129100,1603,9,17306119.47,7104651.04,7343,381203.0,5540.0,5597.0,0.13,0.08,0.16,0.08,0.12,0.11,0.64
129106,1604,9,18116202.49,8288664.17,7192,434588.0,4684.0,2222.0,0.13,0.09,0.16,0.09,0.1,0.04,0.7
133150,3302,10,22314229.16,8599534.15,7145,443578.0,5789.0,2057.0,0.17,0.1,0.15,0.1,0.12,0.04,0.83
