hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,35614430.87,21319626.44,15622,1053372.0,11346.0,2575.0,0.28,0.26,0.34,0.23,0.24,0.05,0.78
102100,203,1,48832926.92,22831048.44,16997,968415.0,13041.0,1813.0,0.39,0.28,0.37,0.21,0.27,0.04,0.77
103100,303,3,52069791.91,32001373.46,18800,1244458.0,17650.0,0.0,0.42,0.4,0.41,0.27,0.37,0.0,0.85
103101,304,3,19961252.28,9657638.81,8222,515196.0,3403.0,0.0,0.15,0.11,0.18,0.11,0.07,0.0,0.64
104100,403,3,31501443.71,19571480.35,10747,577516.0,8153.0,0.0,0.25,0.24,0.23,0.13,0.17,0.0,0.76
105100,503,4,31891428.83,21598192.84,13452,1315462.0,14176.0,0.0,0.25,0.26,0.29,0.29,0.29,0.0,0.89
105101,504,4,33942758.92,21580454.77,13011,764027.0,14459.0,0.0,0.27,0.26,0.28,0.17,0.3,0.0,0.96
105102,505,4,19405952.6,9385710.68,8859,736166.0,8575.0,0.0,0.14,0.11,0.19,0.16,0.18,0.0,0.67
106100,603,5,58971138.87,35210378.16,24398,1342933.0,16796.0,0.0,0.48,0.44,0.53,0.29,0.35,0.0,1.01
106102,607,5,13898953.84,6598789.9,5395,1277644.0,3266.0,0.0,0.1,0.07,0.12,0.28,0.07,0.0,1.02
106103,604,5,14391659.05,9298316.28,8563,626569.0,4866.0,0.0,0.1,0.11,0.19,0.14,0.1,0.0,0.67
107100,703,5,58909892.24,53786585.36,19157,2221028.0,16704.0,0.0,0.47,0.68,0.42,0.49,0.35,0.0,1.2
107101,704,5,22572126.17,14274668.0,10739,941821.0,9167.0,0.0,0.17,0.17,0.23,0.21,0.19,0.0,0.71
107102,705,5,18686188.29,8182275.01,6995,381535.0,5601.0,1951.0,0.14,0.09,0.15,0.08,0.12,0.04,0.73
108100,803,5,19937877.35,9593361.27,10752,531806.0,10201.0,0.0,0.15,0.11,0.23,0.12,0.21,0.0,0.79
108101,804,5,16179797.49,9060461.74,9344,479812.0,9613.0,0.0,0.12,0.1,0.2,0.1,0.2,0.0,0.73
109100,2606,13,64262592.06,40208301.12,25223,3716030.0,42682.0,0.0,0.52,0.5,0.55,0.81,0.89,0.0,0.79
109101,2605,13,34666972.11,15881829.59,7807,563056.0,7107.0,0.0,0.27,0.19,0.17,0.12,0.15,0.0,1.09
109102,2608,13,16362987.58,7552387.63,2651,24280.0,0.0,0.0,0.12,0.08,0.06,0.01,0.0,0.0,
109103,2607,13,15231125.53,9931804.01,3039,311817.0,2320.0,0.0,0.11,0.12,0.06,0.07,0.05,0.0,
110100,2709,13,64472200.62,54004652.7,23870,3660426.0,20068.0,174.0,0.52,0.68,0.52,0.8,0.42,0.0,1.0
110110,27010,13,9414108.15,9874955.79,3380,237693.0,7387.0,0.0,0.06,0.11,0.07,0.05,0.15,0.0,1.31
