hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,21_value_normalized,22_value_normalized,hospital_discharge_normalized,diagnostic_tests_normalized,surgical_interventions_normalized,medical_consultations_normalized,GRD
101100,103,15,37243858.96,26197625.41,16382,1322625.0,15480.0,2567.0,0.29,0.32,0.36,0.29,0.32,0.05,0.8
102100,203,1,54944303.14,24223667.07,18521,1066779.0,15896.0,0.0,0.44,0.3,0.4,0.23,0.33,0.0,0.82
103100,303,3,65092191.84,51456319.06,18519,1479786.0,14689.0,0.0,0.53,0.65,0.4,0.32,0.31,0.0,0.91
103101,304,3,22202297.12,11230054.93,8406,600182.0,3463.0,0.0,0.17,0.13,0.18,0.13,0.07,0.0,0.68
104100,403,3,33799494.99,19370301.51,11521,768385.0,9717.0,0.0,0.26,0.24,0.25,0.17,0.2,0.0,0.77
105100,503,4,36657786.14,29983316.99,12506,883266.0,16323.0,0.0,0.29,0.37,0.27,0.19,0.34,0.0,0.95
105101,504,4,37976862.22,32007533.94,13511,900028.0,15688.0,0.0,0.3,0.4,0.29,0.2,0.33,0.0,1.0
105102,505,4,23453726.32,12374803.72,8892,858729.0,11293.0,0.0,0.18,0.15,0.19,0.19,0.23,0.0,0.71
106100,603,5,61420483.16,40528653.74,18950,1314900.0,16327.0,0.0,0.5,0.51,0.41,0.29,0.34,0.0,1.02
106102,607,5,15109865.34,7333483.49,5488,763507.0,3912.0,0.0,0.11,0.08,0.12,0.17,0.08,0.0,1.07
106103,604,5,15440603.68,8994364.93,8169,780582.0,4712.0,0.0,0.11,0.1,0.18,0.17,0.1,0.0,0.68
107100,703,5,64609664.55,50603744.26,19162,1664149.0,17486.0,0.0,0.52,0.64,0.42,0.36,0.36,0.0,1.19
107101,704,5,23859670.04,15214495.04,10330,1110958.0,11041.0,0.0,0.18,0.18,0.22,0.24,0.23,0.0,0.75
107102,705,5,20794231.47,10233777.69,7526,408443.0,6873.0,882.0,0.16,0.12,0.16,0.09,0.14,0.02,0.75
108100,803,5,20545230.45,10164677.91,11761,663417.0,11325.0,0.0,0.15,0.12,0.26,0.15,0.24,0.0,0.79
108101,804,5,16854789.64,8720885.11,9081,516349.0,11760.0,0.0,0.12,0.1,0.2,0.11,0.24,0.0,0.78
109100,2606,13,68516380.58,40998338.9,26457,4385599.0,48087.0,0.0,0.56,0.51,0.58,0.96,1.0,0.0,0.83
109101,2605,13,35568802.54,13550346.4,9025,570725.0,7331.0,0.0,0.28,0.16,0.2,0.12,0.15,0.0,1.03
109102,2608,13,15920819.31,6368522.02,2628,81054.0,0.0,0.0,0.12,0.07,0.06,0.02,0.0,0.0,
109103,2607,13,16716452.89,10204234.55,2976,298033.0,3035.0,0.0,0.12,0.12,0.06,0.07,0.06,0.0,
110100,2709,13,68249263.63,55569701.07,23550,4081988.0,20965.0,235.0,0.55,0.7,0.51,0.89,0.44,0.0,1.02
110110,27010,13,9617447.53,10604374.02,3671,240924.0,7870.0,0.0,0.06,0.12,0.08,0.05,0.16,0.0,1.24
110120,2708,13,45858614.92,35248066.69,16758,1396488.0,16297.0,0.0,0.37,0.44,0.37,0.31,0.34,0.0,0.8
110150,2705,13,17323003.53,7157240.22,7012,602110.0,6417.0,762.0,0.13,0.08,0.15,0.13,0.13,0.01,0.63
111100,2404,13,75324805.74,67171734.18,27006,2887404.0,17748.0,4931.0,0.61,0.85,0.59,0.63,0.37,0.1,0.88
111101,2406,13,59768861.81,34231394.92,17144,2214987.0,12582.0,3679.0,0.48,0.43,0.37,0.48,0.26,0.07,0.92
111195,2405,13,48312063.67,28702772.19,7989,1003254.0,9004.0,4296.0,0.39,0.36,0.17,0.22,0.19,0.08,1.31
112100,2306,13,48662689.35,62890916.97,10415,1994988.0,18695.0,0.0,0.39,0.79,0.23,0.44,0.39,0.0,1.19
112101,2305,13,28176809.78,13485795.21,15610,49972.0,9079.0,0.0,0.22,0.16,0.34,0.01,0.19,0.0,0.73
112102,2304,13,31636522.32,26834776.4,8592,922215.0,9034.0,0.0,0.25,0.33,0.19,0.2,0.19,0.0,1.33
112103,2303,13,15690699.88,23534685.74,5482,531325.0,2281.0,0.0,0.11,0.29,0.12,0.12,0.05,0.0,1.74
112104,2308,13,15072005.39,11505279.22,4067,278222.0,3940.0,0.0,0.11,0.14,0.09,0.06,0.08,0.0,1.67
112105,2309,13,3823193.82,1552901.26,3868,2723.0,0.0,0.0,0.01,0.01,0.08,0.0,0.0,0.0,
112106,2307,13,4397846.79,1334471.19,999,261.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,
113100,2503,13,81553528.29,55096237.87,30233,3973087.0,27518.0,4341.0,0.66,0.69,0.66,0.87,0.57,0.08,0.92
113130,2505,13,26142782.68,13817507.46,6761,395227.0,7157.0,0.0,0.2,0.16,0.15,0.09,0.15,0.0,1.1
113180,2508,13,32892072.56,15435780.68,14924,1263150.0,11893.0,0.0,0.26,0.19,0.33,0.28,0.25,0.0,0.78
114101,2805,13,116342364.34,74846122.63,39259,3154374.0,36286.0,9974.0,0.96,0.94,0.86,0.69,0.75,0.19,0.95
114103,3001,13,49236381.89,30187105.34,20180,2261976.0,12460.0,921.0,0.39,0.37,0.44,0.49,0.26,0.02,0.75
114105,2807,13,54439938.24,45136454.53,16111,897085.0,13859.0,2302.0,0.44,0.57,0.35,0.2,0.29,0.04,0.86
115100,903,6,67580669.46,45858681.08,20103,2045681.0,23861.0,5178.0,0.55,0.57,0.44,0.45,0.5,0.1,1.02
115107,9010,6,17432872.73,13728271.65,9230,575507.0,8040.0,0.0,0.13,0.16,0.2,0.13,0.17,0.0,0.78
116100,1003,7,30110596.51,25076392.55,14717,2118544.0,16792.0,0.0,0.23,0.31,0.32,0.46,0.35,0.0,0.79
116105,1008,7,73901344.97,42333458.14,26046,3145967.0,22745.0,0.0,0.6,0.53,0.57,0.69,0.47,0.0,1.02
116108,10011,7,25317003.25,13195240.74,13094,972311.0,12912.0,0.0,0.19,0.16,0.29,0.21,0.27,0.0,0.78
117101,1103,16,56433046.45,32138051.25,18902,1661581.0,22437.0,0.0,0.45,0.4,0.41,0.36,0.47,0.0,0.87
117102,1104,16,16242442.1,7941468.65,7417,444326.0,8356.0,11809.0,0.12,0.09,0.16,0.1,0.17,0.23,0.69
118100,1203,8,107825795.57,79528771.1,32151,3800062.0,30160.0,38239.0,0.88,1.0,0.7,0.83,0.63,0.75,1.09
118105,1205,8,14638991.89,4583422.43,7154,677855.0,5593.0,15278.0,0.1,0.05,0.15,0.15,0.12,0.3,0.61
118106,1206,8,12432488.54,4445725.15,4872,621226.0,3239.0,10898.0,0.09,0.05,0.1,0.14,0.07,0.21,
119100,1303,8,56012420.58,43278967.15,20893,2057220.0,19524.0,0.0,0.45,0.54,0.46,0.45,0.41,0.0,0.95
119101,1304,8,10483355.7,3934757.26,4220,522095.0,3215.0,3800.0,0.07,0.04,0.09,0.11,0.07,0.07,
120101,1405,8,4175530.89,2026618.04,26020,2665896.0,22170.0,4056.0,0.02,0.01,0.57,0.58,0.46,0.08,0.86
121109,17016,9,80120588.15,72059715.78,31319,3531941.0,26114.0,4897.0,0.65,0.91,0.69,0.77,0.54,0.1,1.04
122100,1803,14,51889457.51,46757079.84,20504,2124301.0,18275.0,1908.0,0.42,0.59,0.45,0.46,0.38,0.04,0.93
123100,1903,10,48543906.73,28392494.52,15777,1707018.0,18238.0,0.0,0.39,0.35,0.34,0.37,0.38,0.0,0.86
124105,20011,10,75067887.27,52774674.81,22350,1846478.0,21106.0,49980.0,0.61,0.66,0.49,0.4,0.44,0.97,0.93
125100,2107,11,36937768.5,17653238.37,9255,954246.0,5469.0,0.0,0.29,0.21,0.2,0.21,0.11,0.0,0.83
126100,2205,12,44684445.51,27212264.82,11213,828133.0,8921.0,0.0,0.36,0.34,0.24,0.18,0.19,0.0,0.99
129100,1603,9,18071483.97,7135609.64,7397,414908.0,5603.0,4160.0,0.13,0.08,0.16,0.09,0.12,0.08,0.68
129106,1604,9,18335726.97,8709749.47,7624,531485.0,5819.0,1827.0,0.14,0.1,0.16,0.12,0.12,0.04,0.74
133150,3302,10,25039578.78,8592322.97,7149,549042.0,7253.0,1404.0,0.19,0.1,0.15,0.12,0.15,0.03,0.84
