idEstablecimiento,X08210001,X08210005,X09220500,X09230500,X09200313,X09400081,X09400082,X09230300,X09400084,X09204918,X09200513,X09204919,X09200725,X09201225,X09200813,X09400087,X09204922,X09215013,X09215313,X09215413,X09220100,X09220150,X26274600,X26273105,X02021790,X03500020,X03500040,A0200001,A0200002,X03500210,X03020101,X03020201,X03020301,X01030400D,X02010201,X03010501,X03010502,X01030200B,X03030140,X03030150,X03030102,X03030330,X03030340,X03030130,X02200010,X01080090,X05225100,X06902601,X06902602,X06902604,X05050300,X03030360,X03021106,X03021107,X03021108,X05810432,X05810040,X05225400,X05225401,X05225402,X05810080,X04025030,X04025050,X03020604,X03020806,X19140609,X07021900,X23044400,X03051600,X23090570,X19180400,X09200113,X09200735,X01010203,X01080021,A0200003,X03030250,X03020501,X03030290,X05021207,X05021208,X05130100,X06020201,X06020208,X06200600,X01010201,X01010103,X09400089,X03030103,X03030120,X09220250,X09220350,X03030104,X19150920,X19170400,X19140604,X19140401,X09201713,X09220450,X09204935,X02010321,X06905700,X03500140,X02021830,X03500160,X03050600,X03500346,X03500347,X03500349,X03051100,X03051200,X03051300,X03052800,X03500337,X03500338,X03500339,X26275700,X27300800,X28012500,X28012600,X08222610,X02010103,X01090050,X01080011,X01080022,X09400090,X09400091,X09306600,X09306800,X01110107,X19140617,X23060105,X03500030,X09260100,X09400030,X09204929,X09204933,X04040404,X03020403,X09400086,X19140601,X19184200,X19160500,X26280090,X26280100,X27280100,X27280400,X27280600,X27300918,X27300700,X05050500,X05051000,X05051200,X05227400,X05810441,X06901200,X06902603,X05050200,X02200020,X01030700,X05225304,X28010300,X05224600,X05052200,X05224700,X05224200,X05224300,X07023200,X07023400,X070251000,X01010603,X01010403,X03010504,X09204926,X09204934,X09310700,X26262400,X26280070,X26280080,X27280315,X27280500,X01010401,X21500900,X21600100,X21800600,X21800800,X21600400,X09230100,X23042100,X23030605,X28010200,X28020660,X04040200,X05810070,X04040400,X05120900,X03030110,X03054200,X08180201,X08180202,X01080009,X01080023,X01030600,X05810442,X01080040,X23030815,X28011700,X28011500,X28010900,X28014800,X28020500,X23090630,X03500200,X05225303,X09204947,X09204948,X19150500,X19140101,X04040401,X02200030,X26274500,X26280010,X03030350,X02010420,X02021730,X02021760,X02010320,X03500290,X02021740,X03500353,X03500300,X03500350,X03500060,X02021810,X01080008,X05810100,X01080015,X01080013,X05226200,X06901600,X05810435,X05810200,X06900700,X06902300,X05224000,X06902605,X06300100,X06905500,X06020602,X07022900,X01090060,X05050900,X23030400,X23043700,X23045600,X23090600,X23044200,X23080300,X23080400,X23043400,X23080200,X23090460,X23042000,X23046200,X23090530,X23090620,X19180000,X19180100,X19120603,X19140605,X19182020,X19120202,X19140618,X19180900,X19140612,X19180500,X19180700,X19140615,X19182100,X03050400,X03020702,X06902200,X05051700,X01080024,X06020206,X06905910,X03500050,X21500300,X21500600,X21600900,X21500700,X21700500,X21700600,X21700700,X19182070,X19191020,X19180800,X21500200,X21800830,X06902607,X06902608,X05223700,X05223900,X05224800,X05224900,X28020670,X28011400,X28012000,X28012200,X28012300,X23080500,X26275400,X26275500,X26262100,X26280030,X26280050,X26280060,X27300910,X28020570,X28020580,X28011600,X28012400,X28020720,X19184300,X02200040,X09203425,X09203613,X09203813,X09202313,X27300909,X09250200,X19140403,X19140610,X26273103,X26280020,X26273107,X26274601,X26261800,X26280040,X09260600,X09400093,X19184100,X05810431,X26262300,X26261400,X19140402,X03050500,X27282400,X05130300,X03020401,X05810140,X27281000,X27300100,X28021230,X26273106,X28021150,X19140616,X27300902,X01030500,X05226600,X09307400,X09307500,X09216513,X09216613,X09307600,X09307700,X28021250,X28021520,X28021390,X09217013,X08222690,X28021340,X09204936,X09204931,X06900800,X28020550,X09400098,X19120203,X02010101,X26275600,X26275800,X19140800,X05810445,X27290400,X27300903,X27290800,X07023900,X01080010,X26291200,X03500120,X07024000,X04040300,X09300500,X09311100,X09311200,X07023700,X07024915,X09203113,X09203213,X09305700,X07020700,X23080700,X23042400,X05226500,X08180204,X08221000,X19140607,X19150300,X19140700,X19150200,X19180200,X01080002,X09400088,X24200122,X25100500,X05810440,X05050100,X27290600,X03030170,X05226300,X05226400,X23090720,X23080900,X05051600,X06901500,X06901800,X05223500,X23045000,X01080014,X03030160,X05810050,X11053700,X11053900,X11051400,X11053800,X11040600,X19140606,X19120703,X19150970,X25200500,X28021460,X28021624,X28011000,X04021102,X05810434,X19120205,X07022130,X19120204,X19140602,X02010105,X23043500,X23043800,X23044000,X23044100,X03050700,X03500354,X04025040,X05810270,X06901700,X19140622,X19140621,X26291350,X07021000,X07020400,X09230200,X19140203,X09203435,X23042500,X26261900,X27300904,X27300920,X27300921,X27282000,X27300908,X23043100,X03010505,X23042000A,X19184900,X19120302,X05225306,X06902000,X05810437,X06020601,X09204924,X19120303,X23090550,X28011100,X23044300,X23090560,X23090580,X23044400A,X23044800,X23045200,X23090700,X23090740,X27300900,X27300924,X27300925,X27300913,X27300914,X27300915,X27300916,X28020560,X28021621,X23043600,X03030101,X19150600,X19180600,X05223600,X05810438,X07020600,X23042700,X28021550,X28021600,X28010700,X28020620,X28021623,X07023600,X070251100,X23090590,X19120210,X07020230,X11051500,X26291300,X05226900,X09400083,X02021707,X07020130,X07020500,X07021230,X07021300,X07021600,X07021700,X07022131,X03500348,X03020402,X03040220,X04025010,X08220001,X09218813,X28012100,X09204954,X09202735,X08222100,X03053900,X07022800,X01200010,X02021820,X02010322,X19140613,X23090710,X19140608,X19150990,X19140900,X19170700,X19170800,X19140301,X19170900,X19120602,X03040210,X28012700,X04021101,X04021103,X23090100,X03051400,X03053300,X19120201,X19120301,X19120310,X19120701,X08220003,X26273109,X26273101,X01080004,X04021104,X05225305,X19150100,X05226800,X06902500,X19150400,X06905000,X06020615,X06905100,X06902700,X06905200,X07023100,X07030100,X07024900,X07024925,X07024920,X07024816,X08180205,X08222800,X08230100,X08230200,X08222900,X08223000,X08223200,X08223135,X08222640,X08222650,X08222660,X08222670,X08222680,X08180216,X08222200,X08222400,X08230814,X08230806,X08230810,X09400099,X09400100,X01010903,X03030200,X09216913,X09308000,X09308100,X09217913,X09218013,X09308200,X09308300,X09218313,X09218413,X09308400,X09308500,X09306300,X09306400,X09306500,X05810060,X11051200,X11041000,X11041100,X11051300,X11040200,X11040300,X11054200,X11054300,X11052500,X11052800,X19150860,X08200001,X06901900,X11052900,X11053000,X11054500,X11054600,X11053100,X11053300,X11053400,X11053500,X11053600,X11055380,X06905300,X19120304,X19140103,X25502201,X25400280,X25400410,X25501900,X01090040,X01080018,X05810010,X24090050,X08222720,X08222750,X19120306,X06901400,X19185600,X06901300,X06905912,X06300800,X25200600,X25200900,X25502500,X07024817,X07024705,X06902600,X28013400,X26274800,X28012900,X28013100,X28013200,X28013300,X27281500,X28021610,X28021200,X26273102,X19182110,X21220100,X21220200,X21220700,X21220800,X21220900,X07021800,X06905900,X07021400,X09230600,X09400040,X09202813,X09202725,X09202745,X09305600,X09202913,X09203013,X09203313,X01030800,X06300500,X06300600,X24100700,X05810290,X05810300,X05810350,X05810420,X24100600,X08222740,X01080020,X08180211,X08180213,X08221100,X08021403,X08180203,X03040240,X06902400,X01200030,X09218913,X09308600,X09308700,X09219213,X09219313,X09309100,X09309150,X09309350,X09240600,X01031300,X01031100,X19150700,X09305500,X23090410,X23044600,X19120305,X08200002,X26274000,X03500351,X07024814,X07024815,X28021400,X28020990,X05810436,X09204950,X05223800,X06400300,X06905911,X06300300,X07030900,X06902606,X05050700,X26291050,X07024940,X07024960,X19150960,X25100100,X25100300,X11053200,X06905600,X03500331,X01090010,X23030615,X23090770,X23080600,X05050100A,X03500332,X23030805,X23045100,X23060115,X26291000,X27280700,X28021410,X28021380,X08222300,X08222710,X08223500,X08224000,X08230500A,X05225307,X21400900,X09400096,X09204949,X06905400,X05810446,X08220002,X09305400,X09310800,X09311000,X05051100,X08220005,X09400085,X03500333,X26261000,X05227000,X03500130,X01200031,X28021320,X28021440,X26260100,X26274200,X06020202,X27281300,X27281615A,X07022200,X07022400,X05051300,X07030500,X06400500,X26291150,X19140502,X19140603,X19182060,X23030100,X09306900,X09400095,X09400097,X28020840,X04040410,X04040409,X05810410,X27300917,X25504800,X25400270,X25400322,X27300932,X09260500,X19184000,X19184500,X19120308,X04040403,X04040405,X04040406,X04040407,X04040408,X05050800,X05810130,X26291100,X26260600,X27290200,X03020908,X08210002,X08222500,X09305900,X03030190,X19185100,X02010421,X27281700,X28020680,X05810439,X23042600,X21800860,X21800810,X28020730,X28021620,X01030900,X08222630,X01031700,X01031800,X01031900,X01030200,X01030100,X01030400,X25504100,X08222700,X01080016,X24100400,X24100500,X07024506,X28021540,X07020900,X25504200,X25504300,X26291250,X05223200,X27290300,X27300926,X27300929,X28013600,X06904900,X06200500,X21800850,X21800870,X21800880,X21600800,X07021531,X21800100,X21800200,X25400362,X25200700,X05223100,X05051900,X01010101,X01010601,X04040402,X19181000,X23043900,X23044500,X06900300,X03030270,X06300400,X28012800,X19185400,X19185500,X23046300,X01200032,X21800300,X21600200,X21600300,X21800500,X05050400,X28020640,X23030500,X02010422,X19185000,X23090780,X23030625,X05810090,X26273110,X07022631,X05051800,X19140623,X28020700,X03053100,X28020770,X28020800,X28020900,X28020910,X03054300,X03054400,X23060004,X28010800,X01030100A,X06902100,X23045500,X07024990,X06300700,X06400100,X27300922,X07022500,X07022700,X11055360,X11054000,X01080017,X05810433,X19170300,X03500170,X07022330,X07031300,X07023000,X19120206,X19185900,X27280325,X27290301,X27281100,X28020850,X28020860,X23044700,X26274400,X03500342,X23090690,X27282500,X27281615B,X27290302,X21400300,X19191010,X21300600,X28021180,X28021190,X03500334,X03030180,X21400800,X09305800,X09203713,X09204941,X09260400,X09300300,X09204944,X23044900,X01010901,X27400150,X05226700,X05051400,X05130200,X01031400,X23040901,X07025310,X23042200,X27300928,X27300934,X09215813,X05810443,X28021622,X23030825,X19140503,X06900400,X06900500,X21500100,X09204937,X09204213,X21400700,X21800820,X06500700,X06500900,X06600400,X23030300,X08180208,X25504000,X25504600,X19180300,X28020710,X19120601,X19120711,X19120208,X24090900,X06800500,X28020810,X06905800,X11052600
101100,0,0,0,0,0,0,522,0,0,0,476,45,327,384,45,468,1655,0,0,0,0,0,17,179,0,0,0,0,0,0,188,0,1,0,648,0,0,0,0,0,648,256,1,137,202,0,0,0,0,0,0,322,139,282,19,23,115,21,115,4,0,0,0,0,0,3936,0,0,0,0,233,0,1602,1,0,0,0,2261,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,670,667,0,0,0,0,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,0,3959,0,694,86,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,4278,3849,3543,1148,561,0,0,0,0,0,0,110,0,0,0,98,53,NA,NA,98,0,0,0,0,0,0,0,0,0,0,0,145,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21268,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,48,0,0,0,0,1488,0,0,135,0,0,1798,592,0,0,2751,0,1331,0,0,332,31837,74,148,408,508,0,0,0,0,0,0,0,0,1892,53,0,55,NA,NA,201,136,55,14,3617,1925,0,0,0,0,0,0,0,0,0,0,0,1798,30,7,26,0,0,4,0,0,0,0,0,0,0,167,1298,324,100,0,0,0,0,0,97,0,247,39,7,0,0,0,0,1,9,174,0,0,2213,0,123,0,8965,10,4680,175,1296,NA,0,0,0,986,2237,224,545,483,2301,0,144,7498,454,157,0,422,0,0,0,0,784,0,4,0,0,0,746,0,163,12299,0,0,0,4650,0,0,0,0,4825,432,3717,6,326,4162,0,0,0,64504,106666,3156,8080,0,0,0,0,14,1743,2920,0,0,40,0,0,0,3,40,0,0,0,0,1070,0,0,0,0,0,706,0,0,2441,3886,0,3803,27851,0,0,0,2,0,1928,0,0,0,0,245,0,479,0,0,0,33,0,0,0,0,2490,3714,0,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1391,896,100,0,0,0,26,0,160,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,9104,0,244,39,0,0,0,6662,0,414,0,8616,177,71,0,0,0,9355,4808,1785,3033,1958,4483,6983,0,2,0,0,0,0,91,418,833,8416,0,1067,0,0,0,31,358,2891,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,18066,16996,4739,3825,0,22018,8947,1,8930,1091,1,0,6258,1551,750,0,136,0,2715,0,122,38,25,0,0,0,0,126,164,4099,39,100,482,1951,287,719,0,0,0,0,0,0,0,2497,206,13,0,1846,70,2348,2803,41,0,0,0,187,925,563,0,11,51,59,37,1598,2000,0,0,0,242,48,0,36,10,149,1526,0,78,1181,0,0,0,0,0,0,945,3830,NA,4787,2058,0,0,0,0,0,0,0,0,0,565,4,3,64,16,0,324,2742,3044,0,1218,129,0,0,860,1170,0,0,0,0,0,0,0,69,310,45,150,12,9,201,310,8416,0,10753,12846,40582,0,0,0,0,393,1228,71,123,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,0,39,6,0,0,0,0,0,0,0,0,0,0,4242,112,7258,2098,1180,0,0,0,400,0,0,0,0,0,0,0,0,0,55,31972,5,0,2,4,3,721,0,2535,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,31913,8831,0,56,0,81,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,158,74,7,0,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,207,72,0,5031,0,0,0,0,0,11,1565,258,141,0,93,25,12,9546,3,2754,32,103,22,0,0,0,0,0,0,0,1088,2259,1853,NA,501,NA,0,1300,163,0,0,0,0,0,1,254,0,0,0,0,0,0,0,0,0,NA,55,NA,NA,0,0,0,0,0,0,0,0,12,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1486,95,1105,27,1234,0,0,6152,0,345,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,8343,16633,0,0,0,0,0,192,23,0,0,0,0,0,11,0,0,0,1644
102100,0,0,0,0,14,10780,1829,1384,5516,291,207,77,444,1274,175,30,191,0,0,0,0,0,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,172,4,119,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,140,0,2345,0,0,0,0,1813,0,0,0,0,0,0,0,0,0,2235,0,207,0,0,0,12,6,0,0,3155,0,3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,4787,4986,2268,0,0,0,0,0,0,2,0,0,0,0,0,NA,394,NA,0,NA,0,5,0,0,0,0,0,0,0,0,0,279,2013,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,13,25,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,0,6,0,0,24,105,0,52,0,0,12,13,0,403,52,0,0,45,0,0,0,0,493,48,134,33,427,754,0,0,0,0,0,0,0,0,2301,NA,NA,NA,NA,0,13,50,110,55,5109,0,0,0,0,0,0,0,0,0,0,0,0,1053,4,0,239,0,0,0,0,0,0,0,0,0,0,119,462,334,145,0,0,21,0,0,4,1,8,12,41,0,0,0,0,0,8,29,1,0,158,0,0,0,6,0,3462,16,1723,0,0,0,0,639,1038,576,467,506,841,77,45,11432,374,1,76,1809,0,0,0,0,0,0,0,0,0,0,787,0,786,7493,0,2,0,4814,0,0,0,0,4947,33,4071,85,101,1603,90,8,0,27794,82775,0,0,0,0,0,0,19,2091,2534,0,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,6605,1861,409,2002,638,0,350,0,3578,22074,0,0,0,0,0,2651,0,0,0,0,10,162,325,0,0,0,105,0,0,0,0,1390,3166,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12210,0,1799,425,0,0,0,5207,0,33,0,18971,6052,9,0,979,0,3081,7271,6895,2612,516,8436,5445,0,0,0,0,0,45,2533,0,276,4905,0,453,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6315,4687,3735,1460,1392,5831,6205,1,12466,2970,67,291,7290,1301,212,0,0,0,4473,3699,0,0,0,1870,1358,0,0,424,276,3533,168,80,507,2564,496,347,53,161,406,2945,182,0,22,2301,334,89,43,3011,0,NA,4554,143,0,0,0,241,1182,0,0,0,14,35,97,1820,326,0,0,0,0,0,0,72,46,143,1720,0,0,0,0,0,0,0,0,0,328,3622,NA,2332,0,0,0,0,0,0,0,0,26,0,1515,1,100,60,12,12,372,2979,2811,0,3106,1430,2983,2273,270,377,2145,114,118,48,0,0,0,1,354,76,79,57,0,0,0,0,0,6725,12857,50513,0,0,0,42,531,1880,427,407,0,0,286,47,0,0,0,0,8,0,0,0,0,0,0,0,3,104,0,0,0,0,0,0,0,0,0,0,1277,294,5504,837,686,0,0,0,1726,7,80,8,0,0,0,0,4,0,0,12923,0,20,0,0,35,0,0,11215,0,0,0,0,0,0,0,0,0,0,238,0,10,0,0,0,21036,537,11,19,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,953,47,8,0,30,220,61,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,865,0,0,44,0,0,0,0,0,0,0,130,0,0,3840,0,0,0,0,0,44,1914,434,215,1,0,0,0,10809,15,83,239,69,1,0,0,0,0,0,0,0,541,1513,541,0,0,0,NA,1038,60,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,80,NA,188,0,0,0,0,0,39,0,0,15,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,0,0,0,23,0,0,18,0,0,0,58,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,3144,0,0,253,1314,0,0,21466,56,248,407,231,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5523,6,146,0,0,66,1483,0,0,0,269,77,0,0,0,0,0,54,0,0,0,0
103100,0,0,0,0,1502,0,0,0,0,366,344,317,0,1524,200,0,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,13,264,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,628,0,0,0,0,1450,0,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5186,8944,3961,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,22,0,0,0,0,0,0,0,0,0,371,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3543,0,0,43,0,0,0,8,0,0,0,0,0,614,0,1602,0,0,0,0,0,0,0,NA,235,161225,154,62,388,90,0,0,0,0,0,0,0,0,1849,135,NA,NA,NA,NA,NA,50,131,91,NA,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3215,294,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3451,0,528,NA,0,0,0,579,692,540,473,624,1725,0,3,1052,398,0,52,1438,0,0,0,22,0,0,0,0,0,0,386,0,61,8806,0,0,0,5166,0,0,0,0,7676,4656,2597,38,126,2898,0,13,0,15009,40455,0,0,0,0,0,0,6,0,3778,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,7209,0,4977,5831,0,0,0,0,0,6633,0,0,0,0,0,0,0,0,0,0,80,0,NA,NA,0,949,3086,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,640,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,5648,0,528,3,0,0,0,8256,0,0,0,6695,NA,0,0,0,0,2666,14151,2050,6768,0,7571,6280,0,0,0,0,0,0,157,671,131,7431,0,494,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,7333,6016,1796,2667,1068,0,0,0,0,0,0,0,4258,2072,299,13,0,3484,5532,0,0,0,0,0,0,0,0,609,382,2472,101,39,635,1177,630,375,0,0,0,0,0,0,0,NA,NA,NA,NA,173,NA,2336,822,245,NA,0,0,342,645,205,149,6,36,22,70,364,726,0,0,0,162,114,0,96,3,59,1453,38,0,0,0,0,0,0,0,0,1150,4552,NA,1491,0,0,0,0,0,0,0,0,31,3,455,0,4,76,24,24,364,4007,2402,0,1823,1329,1020,3053,206,207,2292,18,79,0,0,0,0,95,172,24,59,62,0,0,0,4700,1502,5304,10538,21421,0,0,0,0,742,1892,524,262,0,0,625,58,0,0,0,0,71,21,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,884,561,3606,1572,266,4123,0,0,139,0,0,0,0,0,0,0,0,0,0,49022,0,0,0,77,0,0,0,12108,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,53332,167,0,0,0,0,0,0,2329,0,0,0,0,0,0,0,33,0,0,47,0,0,0,23,0,0,998,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,62,0,3551,0,0,0,0,0,22,1510,610,79,0,0,0,0,13470,66,468,113,0,0,0,0,0,0,0,0,0,537,850,1857,NA,782,NA,NA,1460,35,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480,269,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3007,17,496,5,264,0,0,12116,0,844,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,22,144,17365,0,0,4276,0,0,0,67,62,0,0,0,0,0,9,0,0,0,91
103101,0,0,0,0,0,0,0,70,3194,142,642,26,283,205,452,0,1296,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,84,61,60,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,1,0,0,0,1,43,0,62,22,0,0,191,0,0,0,0,36,5,105,77,259,116,0,0,0,0,0,93,51,0,1554,16,26,47,0,0,6,95,16,219,117,1506,0,0,0,0,0,0,0,0,0,0,0,36,165,0,83,0,0,0,0,0,0,0,0,0,0,0,55,23,1,0,0,0,0,0,21,0,306,38,0,3,0,0,0,0,3,29,0,0,112,0,0,0,77,18,679,364,16,0,0,0,0,359,394,253,155,365,1344,0,0,5632,145,0,0,401,0,0,0,0,0,0,0,0,0,0,2715,0,387,4507,0,0,0,2825,0,0,0,0,2399,0,3145,331,76,0,0,0,0,25230,61857,0,0,0,0,0,0,0,1340,1273,0,0,22,0,0,0,0,0,0,0,0,0,21,0,0,0,13,6,4,6,18,824,1344,0,807,33770,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2798,0,0,0,7560,9,23,0,0,0,4411,0,0,2254,1239,4411,2863,0,0,0,0,0,43,0,105,81,920,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3175,NA,0,0,809,1049,970,51,383,0,0,0,0,0,0,0,3679,263,15,0,0,0,257,4586,0,0,0,0,0,0,0,286,59,2920,73,73,277,534,265,227,174,402,86,549,0,0,47,15,7,49,2,124,0,873,45,71,0,0,0,10,346,3,46,0,2,35,15,153,9,47,0,0,167,0,0,12,5,100,2544,12,0,0,0,0,0,0,0,0,149,843,0,7278,0,0,0,0,0,0,0,0,0,0,547,6,0,23,13,11,72,203,0,0,0,1194,228,1097,185,195,1507,0,0,32,0,0,413,71,171,7,45,45,0,0,0,1734,0,9239,9308,32385,0,0,0,14,16,7,24,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,195,0,338,0,0,0,0,0,0,0,341,55,0,0,0,332,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,0,0,2800,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,6135,183,29,3,0,0,0,0,1179,0,0,177,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,20,942,272,0,0,0,0,0,7515,0,0,0,0,0,0,0,0,0,0,0,615,844,844,0,0,0,0,33,299,0,0,0,0,0,0,5,0,0,0,0,1317,0,0,0,0,0,0,50,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,121,0,0,0,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,203,0,0,4,177,0,0,5716,44,122,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1658,19,0,0,0,0,239,0,0,0,0,105,0,0,0,0,0,0,0,0,0,15
