hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,8055,27302702,16966132
102100,203,1,8058,39576665,19423838
103100,303,3,8062,41466624,28430399
103101,304,3,8063,14710851,8314550
104100,403,3,8070,24403896,15096365
105100,503,4,8077,26192709,19649343
105101,504,4,8078,27329383,18369938
105102,505,4,8079,15999566,8962984
108100,803,5,8109,15380150,7885000
108101,804,5,8110,12694027,6739997
107101,704,5,8097,17561446,11696213
107100,703,5,8096,47220040,39855547
106100,603,5,8088,45034968,28639461
107102,705,5,8098,15153635,6848820
106102,607,5,8092,11017215,5116721
110120,2708,13,8310,35080259,26871639
109101,2605,13,8299,26533253,11395597
109100,2606,13,8300,50458037,30840894
109103,2607,13,8301,12476524,8169497
109102,2608,13,8302,12265532,5210086
112102,2304,13,8274,23188704,21244488
112106,2307,13,8277,3273353,990052
110110,27010,13,8312,7076818,7821537
112100,2306,13,8276,35756463,46492437
112104,2308,13,8278,11510434,9112487
112103,2303,13,8273,12042491,16052316
110100,2709,13,8311,50732280,40573052
111195,2405,13,8285,43316395,25104974
112105,2309,13,8279,2894661,1468074
111100,2404,13,8284,54414626,48381619
113130,2505,13,8291,17824033,8770461
113100,2503,13,8289,61428500,40765114
112101,2305,13,8275,20452277,11085765
111101,2406,13,8286,44095278,27684440
114105,2807,13,8319,40374120,32187984
114103,3001,13,8322,37233369,19857190
114101,2805,13,8317,84219123,50353809
113180,2508,13,8294,24345156,11706309
106103,604,5,8089,11398652,6553893
110150,2705,13,8307,13041486,5548852
115100,903,6,8119,46631674,35042623
115107,9010,6,8126,12580936,8748584
116100,1003,7,8136,22796232,16272144
116105,1008,7,8141,51581216,31019580
116108,10011,7,8144,18841724,9170788
117102,1104,16,8152,11675669,5955066
117101,1103,16,8151,41241309,23104577
119101,1304,8,8173,7790642,2800876
119100,1303,8,8172,40733467,29403993
118100,1203,8,8162,78370653,54640155
118105,1205,8,8164,11113391,3137289
118106,1206,8,8165,8934338,3298815
120101,1405,8,8180,3038063,1442881
129100,1603,9,8195,12865662,4963823
129106,1604,9,8196,13141401,6090898
121109,17016,9,8217,60287182,53265696
122100,1803,14,8220,38382355,32554523
123100,1903,10,8231,35541318,19977484
124105,20011,10,8247,54021029,36787819
133150,3302,10,8326,17695879,6591644
125100,2107,11,8255,28168891,12575417
126100,2205,12,8263,32374616,20652296
