hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,8195,33096006,18779664
102100,203,1,8198,48149827,18335678
103100,303,3,8202,59550135,40618830
103101,304,3,8203,22271985,10462555
104100,403,3,8211,29308286,15909323
105100,503,4,8218,31704043,23537658
105101,504,4,8219,33726087,23945032
105102,505,4,8220,23035768,10912014
108100,803,5,8250,18321076,8441600
108101,804,5,8251,14760076,8219998
107101,704,5,8238,20265726,11990646
107100,703,5,8237,56341420,44804928
106100,603,5,8229,50823380,29480956
107102,705,5,8239,17755025,7942737
106102,607,5,8233,12988790,5916748
110120,2708,13,8455,41107526,28385369
109101,2605,13,8444,29858170,13230710
109100,2606,13,8445,60220897,31864397
109103,2607,13,8446,14977700,10368986
109102,2608,13,8447,13331639,5460223
112102,2304,13,8418,26886689,22793960
112106,2307,13,8421,3816521,1146261
110110,27010,13,8457,8232289,10392484
112100,2306,13,8420,41885329,63181870
112104,2308,13,8422,12640461,9916206
112103,2303,13,8417,13648294,19718996
110100,2709,13,8456,58409027,52464325
111195,2405,13,8429,41149818,21824619
112105,2309,13,8423,3377108,1294397
111100,2404,13,8428,64704125,53869855
113130,2505,13,8436,23868530,11773345
113100,2503,13,8434,68663139,52793207
112101,2305,13,8419,24161099,12165326
111101,2406,13,8430,48981010,30607028
114105,2807,13,8464,48078111,39141243
114103,3001,13,8467,40922016,23110923
114101,2805,13,8462,97968222,62695099
113180,2508,13,8439,28623582,13283992
106103,604,5,8230,13594411,7903548
110150,2705,13,8452,14884966,6319227
115100,903,6,8262,59679307,37082080
115107,9010,6,8269,14738515,11084811
116100,1003,7,8279,25742524,22021788
116105,1008,7,8284,63715817,35954548
116108,10011,7,8287,21738313,11256671
117102,1104,16,8295,13600994,6762007
117101,1103,16,8294,47918047,27187163
119101,1304,8,8316,9427368,3580442
119100,1303,8,8315,48252009,35389470
118100,1203,8,8305,93791642,61306097
118105,1205,8,8307,12908784,3846210
118106,1206,8,8308,10569740,3642383
120101,1405,8,8323,3643169,1543471
129100,1603,9,8338,15816219,5393345
129106,1604,9,8339,16043137,6678198
121109,17016,9,8360,69850033,61398923
122100,1803,14,8363,44718404,38586618
123100,1903,10,8374,41653613,22669638
124105,20011,10,8390,65400636,44831789
133150,3302,10,8471,21582755,7575461
125100,2107,11,8399,31633831,14033033
126100,2205,12,8407,38877720,22044809
