106102,,,,,,,,,,,,,1.0,,91.0,69.0,267.0,309.0,441.0,304.0,1077.0,38.0,3.0,,2.0,,231.0,,,136628.0,226761.0,16537.0,,17764.0,15165.0,,74706.0,,300.0,10365.0,4338.0,270.0,3518.0,1301.0,,859.0,,11795.0,3424.0,
106103,,,,,,,,,,,,,1.0,430.0,99.0,6.0,213.0,156.0,24.0,60.0,778.0,39.0,127.0,2.0,268.0,413.0,452.0,16.0,38.0,124102.0,371786.0,30720.0,,22093.0,36220.0,3529.0,15558.0,,1085.0,39308.0,20812.0,,20080.0,6308.0,76.0,701.0,,2376.0,6034.0,
107100,,,,,,,,,,,,,15.0,502.0,227.0,110.0,418.0,1295.0,1504.0,191.0,2438.0,106.0,519.0,61.0,613.0,874.0,2518.0,650.0,94.0,297631.0,944725.0,40177.0,382.0,101423.0,63496.0,9537.0,60971.0,196.0,1901.0,40913.0,66976.0,125.0,26710.0,18103.0,2132.0,3020.0,5197.0,118741.0,16105.0,
107101,,,,,,,,,,,,,11.0,127.0,147.0,38.0,1584.0,562.0,205.0,23.0,1421.0,92.0,270.0,109.0,411.0,572.0,1239.0,764.0,85.0,338426.0,516709.0,11519.0,,45251.0,44177.0,5.0,21383.0,,1492.0,18333.0,25938.0,185.0,20078.0,6384.0,,1378.0,,11322.0,7854.0,
107102,,,,,,,,,,,,1458.0,36.0,757.0,11.0,1.0,99.0,268.0,15.0,15.0,841.0,44.0,365.0,83.0,344.0,569.0,144.0,735.0,,116886.0,225700.0,15200.0,,28953.0,15050.0,,34376.0,911.0,751.0,18019.0,19466.0,,10715.0,4271.0,1953.0,781.0,,9788.0,5942.0,
108100,,,,,,,,,,,,,283.0,1227.0,302.0,29.0,182.0,1255.0,127.0,29.0,1331.0,81.0,182.0,80.0,330.0,910.0,86.0,400.0,,250466.0,405991.0,22098.0,,25943.0,23961.0,2101.0,162728.0,52.0,1321.0,20939.0,21785.0,19.0,13935.0,6193.0,2753.0,831.0,2529.0,7033.0,7961.0,
108101,,,,,,,,,,,,,8.0,4.0,37.0,60.0,361.0,987.0,234.0,75.0,997.0,63.0,487.0,61.0,283.0,506.0,1409.0,1922.0,141.0,170004.0,313572.0,22395.0,,22815.0,24022.0,629.0,4060.0,,601.0,18328.0,36291.0,58.0,8609.0,3557.0,2280.0,838.0,,,6862.0,
109100,,,,,,,,,,,,,245.0,2764.0,495.0,263.0,696.0,15171.0,829.0,559.0,3156.0,171.0,1022.0,314.0,1335.0,2097.0,3715.0,1643.0,668.0,999388.0,1939084.0,67700.0,,96844.0,115214.0,11279.0,80442.0,55364.0,2796.0,60835.0,53461.0,28.0,33364.0,26937.0,3086.0,3195.0,4592.0,33036.0,21435.0,
109101,,,,,,,,,,,,,211.0,120.0,536.0,93.0,1015.0,911.0,763.0,91.0,780.0,47.0,557.0,8.0,18.0,2.0,592.0,186.0,98.0,178093.0,221063.0,11553.0,543.0,26371.0,53275.0,228.0,79804.0,521.0,2620.0,13109.0,47246.0,25.0,2879.0,7104.0,,2026.0,1229.0,2752.0,5640.0,
109102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15658.0,69417.0,,,1224.0,,,224.0,,,1978.0,,,,,,,,,1963.0,
109103,,,,,,,,,,,,,7.0,10.0,55.0,251.0,267.0,440.0,767.0,100.0,424.0,50.0,384.0,359.0,196.0,,182.0,10.0,2.0,37439.0,258569.0,3265.0,,2826.0,,,,,55.0,2445.0,18942.0,,8707.0,6306.0,,266.0,,27869.0,2782.0,
110100,,,,,,,,,,,,83.0,1.0,3548.0,527.0,313.0,426.0,1230.0,1671.0,414.0,3216.0,235.0,731.0,350.0,1518.0,981.0,367.0,30.0,,721660.0,2435907.0,87564.0,,193352.0,130262.0,19190.0,271405.0,119.0,7820.0,81252.0,29671.0,697.0,29288.0,14230.0,143.0,2518.0,4307.0,59046.0,17748.0,
110110,,,,,,,,,,,,,356.0,3.0,2.0,10.0,39.0,828.0,4.0,,,,,,,,4172.0,18.0,121.0,34743.0,53056.0,,,1993.0,7205.0,,4926.0,,273.0,3579.0,106775.0,,33.0,0.0,,0.0,0.0,,2806.0,
110120,,,,,,,,,,,,,122.0,1366.0,265.0,84.0,4442.0,6189.0,454.0,218.0,2805.0,103.0,742.0,241.0,1247.0,1444.0,994.0,27.0,89.0,516620.0,915686.0,149495.0,,86118.0,109401.0,4909.0,98574.0,15322.0,2666.0,43715.0,80239.0,277.0,40154.0,17176.0,4489.0,2902.0,3677.0,34093.0,18096.0,
110150,,,,,,,,,,,,962.0,14.0,195.0,116.0,50.0,260.0,206.0,3.0,19.0,1033.0,115.0,256.0,10.0,312.0,985.0,300.0,1051.0,9.0,211636.0,433392.0,,,23209.0,17590.0,75.0,1821.0,,854.0,15996.0,22272.0,,0.0,5457.0,200.0,932.0,0.0,,6137.0,
111100,,,,,,,,,,,,4526.0,179.0,346.0,272.0,183.0,434.0,903.0,886.0,90.0,735.0,91.0,404.0,340.0,1428.0,638.0,495.0,64.0,52.0,198516.0,777610.0,74818.0,56.0,50084.0,70847.0,8797.0,79605.0,23.0,1903.0,80369.0,23132.0,255.0,7388.0,16668.0,154.0,1420.0,0.0,40736.0,7526.0,
111101,,,,,,,,,,,,8346.0,115.0,6.0,362.0,64.0,174.0,52.0,429.0,64.0,2842.0,114.0,1134.0,8.0,1344.0,833.0,2228.0,1839.0,72.0,512095.0,1571876.0,52784.0,,89522.0,75273.0,1900.0,41952.0,,2275.0,82242.0,78127.0,9.0,35924.0,19157.0,6160.0,2727.0,,13834.0,15075.0,
111195,,,,,,,,,,,,5668.0,380.0,4.0,38.0,28.0,1056.0,3328.0,410.0,208.0,1906.0,89.0,74.0,8.0,26.0,,2111.0,142.0,73.0,383337.0,967619.0,3620.0,,64069.0,64529.0,7022.0,40603.0,,46996.0,19453.0,54926.0,268.0,44451.0,3082.0,,1677.0,,2684.0,10467.0,
112100,,,,,,,,,,,,,71.0,5900.0,265.0,182.0,212.0,1209.0,1494.0,37.0,1860.0,165.0,632.0,3.0,4.0,,2654.0,1250.0,58.0,370145.0,1341291.0,41156.0,,96372.0,123699.0,5511.0,44039.0,3468.0,34766.0,65853.0,46418.0,163.0,35711.0,8615.0,,2874.0,0.0,16842.0,9907.0,
112101,,,,,,,,,,,,,,3.0,9.0,22.0,235.0,36.0,141.0,55.0,2254.0,118.0,148.0,456.0,1953.0,1260.0,1.0,7.0,,20982.0,514.0,0.0,,0.0,0.0,0.0,16630.0,,0.0,0.0,15268.0,213.0,,3212.0,35.0,5.0,0.0,34979.0,13500.0,
112102,,,,,,,,,,,,,44.0,285.0,752.0,123.0,1080.0,572.0,729.0,182.0,704.0,24.0,1203.0,4.0,34.0,1.0,1187.0,102.0,94.0,283859.0,301999.0,9217.0,1179.0,40692.0,30966.0,3368.0,75377.0,553.0,2420.0,14955.0,45407.0,165.0,2888.0,11332.0,,2828.0,,6438.0,6771.0,
112103,,,,,,,,,,,,,,,51.0,4.0,18.0,1.0,1055.0,761.0,5.0,,,,,,2.0,2.0,8.0,117383.0,373513.0,6110.0,,22885.0,32606.0,1.0,18266.0,29937.0,663.0,4678.0,13430.0,26.0,7561.0,45.0,,56.0,,4697.0,3086.0,
112104,,,,,,,,,,,,,2416.0,2.0,314.0,28.0,31.0,4.0,99.0,1.0,6.0,,,,,,25.0,,8.0,125583.0,145723.0,5.0,0.0,10640.0,,,,,2092.0,3743.0,4248.0,,12990.0,123.0,,2.0,10031.0,4160.0,2791.0,
112105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,,,115.0,
112106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,6.0,,,,,,,,,331.0,,,,,,,,1333.0,
113100,,,,,,1503.0,,,,,,7082.0,988.0,2031.0,971.0,347.0,840.0,1669.0,1713.0,279.0,3175.0,173.0,1074.0,872.0,1889.0,1140.0,3578.0,1913.0,109.0,659730.0,2112763.0,83155.0,,196892.0,84592.0,14176.0,58915.0,2316.0,7881.0,89833.0,71203.0,483.0,61895.0,21851.0,6789.0,1080.0,5852.0,94345.0,28052.0,
113130,,,,,,,,,,,,1829.0,5.0,165.0,294.0,87.0,802.0,480.0,206.0,27.0,943.0,20.0,740.0,4.0,31.0,,641.0,43.0,86.0,90221.0,205585.0,14844.0,0.0,13751.0,21722.0,84.0,3131.0,771.0,1105.0,18857.0,46627.0,56.0,2744.0,6689.0,,1597.0,0.0,4267.0,6302.0,
113180,,,,,,,,,,,,,1.0,2.0,144.0,10.0,713.0,1413.0,849.0,511.0,1756.0,114.0,316.0,173.0,1201.0,961.0,230.0,1.0,,483709.0,903795.0,3572.0,0.0,56591.0,58403.0,0.0,68008.0,445.0,1960.0,40699.0,46.0,0.0,0.0,2705.0,,427.0,0.0,126.0,11991.0,
114101,,,,,,,,,,,,,1898.0,4867.0,982.0,778.0,834.0,1611.0,2359.0,357.0,4525.0,417.0,1781.0,454.0,2906.0,1199.0,5423.0,2875.0,294.0,576255.0,2148319.0,66477.0,1.0,164957.0,133347.0,9464.0,208174.0,404.0,4899.0,73940.0,103989.0,535.0,77861.0,39302.0,7174.0,9123.0,9236.0,108374.0,36912.0,
114103,,,,,,,,,,,,1536.0,37.0,365.0,254.0,111.0,441.0,91.0,265.0,71.0,1956.0,155.0,802.0,154.0,423.0,850.0,1696.0,23.0,60.0,337545.0,1413655.0,68278.0,2.0,84300.0,67951.0,167.0,17549.0,59.0,1766.0,105372.0,66492.0,15.0,23338.0,15311.0,9817.0,2417.0,,17984.0,13505.0,
114105,,,,,,,,,,,,2855.0,116.0,956.0,286.0,73.0,702.0,160.0,259.0,184.0,2305.0,194.0,778.0,134.0,710.0,863.0,1896.0,182.0,70.0,213009.0,526290.0,39635.0,59.0,87294.0,53904.0,3362.0,43890.0,31.0,1594.0,38072.0,63668.0,3.0,35995.0,10704.0,935.0,2791.0,670.0,24372.0,14151.0,
115100,449.0,,2.0,22.0,6.0,236.0,,,,,,5517.0,1001.0,2553.0,799.0,151.0,766.0,3087.0,613.0,167.0,3236.0,177.0,715.0,286.0,904.0,1101.0,2381.0,1186.0,111.0,1164857.0,880524.0,41694.0,149.0,100426.0,70170.0,3896.0,364759.0,754.0,3282.0,57141.0,52631.0,107.0,48375.0,18392.0,,1850.0,3955.0,88868.0,19154.0,
115107,,,,,,,,,,,,,27.0,487.0,453.0,41.0,354.0,919.0,276.0,21.0,1238.0,43.0,455.0,2.0,471.0,642.0,919.0,280.0,64.0,137228.0,488811.0,22270.0,0.0,35102.0,45763.0,1737.0,118652.0,275.0,1547.0,33479.0,22536.0,464.0,16428.0,6375.0,492.0,1157.0,0.0,,6175.0,
116100,,,,,,,,,,,,,171.0,727.0,307.0,58.0,403.0,491.0,340.0,108.0,2687.0,205.0,590.0,75.0,553.0,971.0,1575.0,905.0,91.0,681310.0,1314181.0,98282.0,0.0,68756.0,44826.0,671.0,16617.0,19.0,1645.0,123872.0,27996.0,6.0,21889.0,16989.0,0.0,1971.0,0.0,10068.0,10572.0,
116105,,,,,,,,,,,,,631.0,2588.0,973.0,425.0,466.0,2807.0,923.0,433.0,3627.0,172.0,701.0,314.0,1499.0,1316.0,3307.0,308.0,454.0,1129077.0,1661030.0,122893.0,284.0,131337.0,96749.0,4525.0,506732.0,24.0,5715.0,132699.0,67371.0,772.0,48131.0,32276.0,300.0,2793.0,6512.0,84950.0,22215.0,
116108,,,,,,,,,,,,,36.0,1177.0,484.0,75.0,348.0,462.0,147.0,80.0,2340.0,130.0,643.0,115.0,584.0,1013.0,911.0,846.0,108.0,512682.0,557178.0,32898.0,0.0,31990.0,43257.0,129.0,331321.0,847.0,4594.0,22673.0,24216.0,3.0,18049.0,9992.0,,1208.0,0.0,0.0,9808.0,
117101,,,,,,,,,,,,3079.0,530.0,1663.0,615.0,320.0,452.0,2667.0,366.0,144.0,2994.0,120.0,937.0,243.0,1271.0,849.0,2549.0,1604.0,159.0,634525.0,834390.0,52224.0,0.0,81811.0,59504.0,3089.0,394930.0,23.0,4569.0,74008.0,55019.0,325.0,30065.0,18049.0,1409.0,3851.0,0.0,55448.0,16357.0,
117102,,,,,,,,,,,,,20.0,924.0,180.0,32.0,79.0,783.0,3.0,12.0,1148.0,59.0,107.0,4.0,449.0,230.0,842.0,498.0,141.0,105430.0,479324.0,22498.0,,31165.0,20109.0,144.0,5833.0,,3638.0,17962.0,22374.0,,11670.0,5336.0,,767.0,,19.0,5887.0,
118100,,,,,,,,,,,,17865.0,1248.0,3496.0,1288.0,463.0,1106.0,2143.0,1973.0,253.0,3721.0,279.0,839.0,417.0,1877.0,895.0,1309.0,1849.0,169.0,603111.0,2101444.0,196014.0,275.0,204651.0,151714.0,8006.0,481200.0,312.0,13626.0,142902.0,97451.0,732.0,53331.0,38676.0,936.0,8113.0,3199.0,91643.0,25427.0,
118105,6.0,5.0,5.0,7.0,3.0,628.0,11.0,,1.0,38.0,1.0,9200.0,,29.0,,,110.0,104.0,2.0,,623.0,56.0,1.0,2.0,411.0,319.0,66.0,19.0,,187064.0,378951.0,17800.0,,22630.0,13604.0,144.0,223.0,3.0,1188.0,20280.0,18839.0,,10207.0,11350.0,,939.0,,,4938.0,
118106,,,1.0,4.0,3.0,47.0,2.0,7.0,,26.0,,8620.0,,1129.0,167.0,30.0,12.0,182.0,5.0,,370.0,13.0,188.0,,299.0,66.0,33.0,108.0,,114529.0,447554.0,,,16747.0,16313.0,239.0,82.0,,530.0,40224.0,15754.0,,,3635.0,1381.0,622.0,,,3037.0,
119100,,,,,,,,,,,,,329.0,2091.0,228.0,261.0,266.0,1393.0,1424.0,187.0,2255.0,149.0,792.0,201.0,1250.0,510.0,2705.0,1123.0,209.0,727712.0,1319397.0,50212.0,0.0,166036.0,55656.0,624.0,303224.0,0.0,4666.0,41225.0,71981.0,130.0,34465.0,13575.0,69.0,3029.0,5013.0,61544.0,15455.0,
119101,,,,,,,,,,,,1490.0,54.0,407.0,11.0,13.0,166.0,1001.0,35.0,,248.0,24.0,61.0,64.0,184.0,,59.0,125.0,5.0,81786.0,439022.0,34419.0,,21283.0,19590.0,391.0,53156.0,,2239.0,40835.0,11988.0,,1311.0,3948.0,758.0,1352.0,,7.0,2813.0,
120101,,,,2.0,,14.0,,,,,,601.0,594.0,1765.0,343.0,202.0,830.0,349.0,434.0,202.0,2764.0,156.0,602.0,49.0,959.0,977.0,1774.0,838.0,56.0,510461.0,1350130.0,214066.0,0.0,152813.0,132448.0,5709.0,350780.0,14.0,8689.0,205778.0,53949.0,61.0,39446.0,22903.0,9932.0,2983.0,3251.0,40469.0,20326.0,
121109,,,,,,,,,,,,7364.0,968.0,853.0,502.0,234.0,1437.0,604.0,2047.0,201.0,3607.0,167.0,745.0,433.0,1142.0,1865.0,2888.0,25.0,188.0,477569.0,1575098.0,77701.0,33.0,166905.0,83015.0,1763.0,409576.0,125.0,4801.0,48382.0,54685.0,336.0,46563.0,29656.0,,5117.0,9279.0,76728.0,21395.0,
122100,,,1.0,1.0,2.0,547.0,,,,,,7329.0,352.0,1785.0,353.0,181.0,610.0,1056.0,1128.0,183.0,2701.0,206.0,648.0,210.0,912.0,730.0,2206.0,341.0,134.0,364797.0,898619.0,91667.0,1104.0,74537.0,60417.0,12139.0,393654.0,5052.0,4643.0,56781.0,37487.0,1130.0,23949.0,18921.0,3192.0,2147.0,2245.0,44511.0,14884.0,
123100,,,,,,,,,,,,,158.0,1667.0,440.0,145.0,901.0,2421.0,540.0,180.0,2068.0,154.0,294.0,118.0,394.0,550.0,1489.0,992.0,104.0,691412.0,1057635.0,61861.0,,96787.0,62648.0,3181.0,398062.0,,3060.0,41428.0,49534.0,258.0,36045.0,10219.0,439.0,2626.0,4938.0,37518.0,14316.0,
124105,,,,,,,,,,,,3000.0,1194.0,2286.0,415.0,342.0,753.0,1515.0,759.0,219.0,3078.0,179.0,495.0,142.0,851.0,1066.0,1984.0,1120.0,113.0,424251.0,1261239.0,62928.0,44.0,121034.0,70250.0,3204.0,236669.0,25.0,3965.0,36721.0,57056.0,1054.0,50177.0,16023.0,6752.0,4241.0,4292.0,92171.0,20892.0,
125100,,,,,,,,,,,,,160.0,510.0,179.0,49.0,90.0,125.0,117.0,50.0,861.0,34.0,308.0,29.0,205.0,537.0,632.0,14.0,33.0,453280.0,503104.0,56576.0,,33379.0,37872.0,1986.0,122272.0,9.0,3199.0,43081.0,28196.0,119.0,14664.0,4952.0,1262.0,1551.0,,6607.0,7091.0,
126100,,,,,,,,,,,,,284.0,869.0,412.0,280.0,233.0,1154.0,385.0,111.0,1435.0,136.0,383.0,78.0,370.0,316.0,1005.0,428.0,62.0,153555.0,593600.0,26266.0,,45048.0,22907.0,3189.0,66287.0,35.0,2449.0,25451.0,31479.0,630.0,17525.0,9828.0,8440.0,2014.0,3247.0,24883.0,9152.0,
129100,,,,,,,,,,,,7695.0,41.0,1455.0,159.0,60.0,104.0,393.0,118.0,5.0,1091.0,44.0,364.0,10.0,265.0,657.0,834.0,323.0,83.0,154164.0,421865.0,43503.0,0.0,30608.0,18971.0,422.0,100884.0,0.0,662.0,15601.0,24845.0,,14379.0,7714.0,,1695.0,1501.0,29570.0,6871.0,
129106,,,,,,,,,,,,3878.0,23.0,375.0,364.0,16.0,446.0,313.0,152.0,15.0,760.0,28.0,334.0,8.0,113.0,372.0,885.0,,86.0,132466.0,387797.0,27860.0,,36999.0,16070.0,557.0,11786.0,100.0,718.0,10613.0,17046.0,,11908.0,4755.0,1643.0,1156.0,,6369.0,5526.0,
133150,,,,,,,,,,,,2642.0,24.0,495.0,127.0,77.0,544.0,1081.0,94.0,21.0,1146.0,43.0,322.0,7.0,194.0,495.0,707.0,629.0,55.0,201765.0,340366.0,13477.0,0.0,24639.0,15918.0,73.0,115341.0,243.0,907.0,10612.0,18456.0,1.0,13649.0,14812.0,,1574.0,0.0,646.0,5706.0,
