hospital_id,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
102100,17280,994542.0,20546.0,290.0,0.7792
103101,8000,509442.0,3419.0,0.0,0.6568
103100,17711,1275952.0,17302.0,0.0,0.8631
104100,11048,681309.0,8887.0,0.0,0.751
105102,8960,792431.0,10118.0,0.0,0.6956
105101,13378,863668.0,15609.0,0.0,0.9849
105100,13131,1114507.0,16652.0,0.0,0.9065
106103,7887,666780.0,4718.0,0.0,0.6824
106102,5632,658432.0,3675.0,0.0,1.0224
107102,7140,379618.0,6554.0,1965.0,0.7443
106100,24295,1391735.0,15457.0,0.0,1.0014
107100,18881,1887079.0,16380.0,0.0,1.1893
107101,9945,1031465.0,9744.0,0.0,0.7353
108101,9208,498568.0,10993.0,0.0,0.7634
108100,11195,585576.0,10806.0,0.0,0.7936
115107,9000,521510.0,7623.0,0.0,0.7833
115100,18467,1866884.0,19163.0,5205.0,1.0119
116108,13611,959933.0,11679.0,0.0,0.7844
116105,22744,2810727.0,20399.0,0.0,1.0011
116100,13978,2163509.0,15082.0,352.0,0.7971
120101,25257,2427218.0,19503.0,3370.0,0.8426
118106,4671,510379.0,2907.0,12097.0,
119101,3977,454742.0,3494.0,6454.0,
119100,20066,2075769.0,18408.0,0.0,0.9247
118100,31217,3000794.0,28491.0,36255.0,1.0926
121109,30998,3090923.0,23588.0,4631.0,1.0096
129100,7451,424492.05,4511.0,5562.0,0.6425
129106,7296,459973.0,5049.0,1646.0,0.7209
123100,15545,1602721.0,16123.0,0.0,0.8473
124105,22539,1746742.0,18541.0,0.0,0.9052
133150,7024,492229.0,6324.0,2495.0,0.8353
125100,8839,777431.304,5070.0,0.0,0.7896
126100,11743,794462.0,9523.0,0.0,0.9591
109103,2806,306788.0,2878.0,0.0,
111195,8250,924015.0,8232.0,3085.0,1.2387
113130,7120,355198.0,6244.0,0.0,1.1206
113100,28639,3928749.0,26633.0,4445.0,0.9329
112101,15410,73602.0,9064.0,0.0,0.7307
111101,17340,1981103.0,10321.0,3866.0,0.9023
114105,15382,824115.0,12733.0,2323.0,0.8561
114103,18989,2159726.0,11844.0,884.0,0.7808
114101,40888,3053957.0,35297.0,8918.0,0.9634
113180,14153,1245379.0,9954.0,0.0,0.7777
110150,6988,593287.0,7365.0,512.0,0.6431
110100,23095,3823129.0,20560.0,194.0,1.0051
112103,4901,522197.0,2096.0,0.0,1.672
111100,24768,2811411.0,18004.0,5482.0,0.9022
109100,25447,4171073.0,40231.0,0.0,0.8115
109101,8684,563099.0,8091.0,0.0,1.0498
110120,16312,1340920.0,18062.0,0.0,0.8239
109102,2511,57100.0,0.0,0.0,
112104,3975,266926.0,3919.0,0.0,1.6767
112102,8161,958249.0,9111.0,0.0,1.3819
112106,990,428.0,0.0,0.0,
110110,3439,231648.0,7641.0,0.0,1.1858
112105,3792,3126.0,0.0,0.0,
112100,9498,1820439.0,18015.0,0.0,1.205
122100,19718,2026464.0,17450.0,1926.0,0.8997
101100,16100,1157269.0,13387.0,2450.0,0.7937
117102,6449,388002.0,6470.0,6699.0,0.6931
117101,19237,1608671.0,18412.0,1044.0,0.8578
118105,7100,642470.0,5171.0,13897.0,0.5976
