hospital_id,hospital_fns_id,region,21_value,22_value,hospital_discharge,diagnostic_tests,surgical_interventions,medical_consultations,GRD
101100,103,15,39905799,24127007,14514.0,1699288.0,13432.0,4044.0,
102100,203,1,65722852,28506829,15994.0,1869182.0,13302.0,2449.0,
103100,303,3,80664643,79152302,18405.0,2506072.0,15035.0,0.0,
103101,304,3,31993071,13260920,8435.0,976919.0,4912.0,0.0,
104100,403,3,37184911,23978052,11055.0,991157.0,9378.0,0.0,
105100,503,4,49306395,34084510,11489.0,1588177.0,10450.0,0.0,
105101,504,4,47879940,32793232,11764.0,1104552.0,12554.0,0.0,
105102,505,4,36064822,20293925,7248.0,1517344.0,7884.0,0.0,
106100,603,5,65324704,32905612,13689.0,1521617.0,8697.0,0.0,
106102,607,5,16857696,8545169,3424.0,520307.0,2833.0,0.0,
106103,604,5,19328081,11762786,6034.0,694754.0,3122.0,0.0,
107100,703,5,73961728,55759352,16105.0,1802356.0,12135.0,0.0,
107101,704,5,27726355,16587744,7854.0,1062580.0,7660.0,0.0,
107102,705,5,21626622,9267415,5942.0,502820.0,4327.0,1458.0,
108100,803,5,24392234,11555045,7961.0,970678.0,6834.0,0.0,
108101,804,5,19449988,10086527,6862.0,628059.0,7635.0,0.0,
109100,2606,13,72267203,53933894,21435.0,3586645.0,35143.0,0.0,
109101,2605,13,33927217,15090933,5640.0,650441.0,6028.0,0.0,
109102,2608,13,15486762,6587341,1963.0,88501.0,0.0,0.0,
109103,2607,13,18614634,15708175,2782.0,366689.0,3504.0,0.0,
110100,2709,13,72691313,65774777,17748.0,4088431.0,15558.0,83.0,
110110,27010,13,9232552,10111732,2806.0,212583.0,5553.0,0.0,
110120,2708,13,72417001,34646118,18096.0,2125513.0,20832.0,0.0,
110150,2705,13,18216599,9177507,6137.0,733434.0,4934.0,962.0,
111100,2404,13,78256611,48170014,7526.0,1432381.0,7540.0,4526.0,
111101,2406,13,72629935,41843886,15075.0,2585857.0,11680.0,8346.0,
111195,2405,13,71915289,32346066,10467.0,1704336.0,9881.0,5668.0,
112100,2306,13,52942559,67015555,9907.0,2236923.0,15996.0,0.0,
112101,2305,13,32381849,16720828,13500.0,91838.0,6698.0,0.0,
112102,2304,13,34120989,27365592,6771.0,833643.0,7120.0,0.0,
112103,2303,13,18587400,25296385,3086.0,631857.0,1907.0,0.0,
112104,2308,13,14657122,11361149,2791.0,319340.0,2934.0,0.0,
112105,2309,13,4380800,1890050,115.0,417.0,0.0,0.0,
112106,2307,13,5045731,1849377,1333.0,484.0,0.0,0.0,
113100,2503,13,86210607,68234902,28052.0,3573751.0,22761.0,8585.0,
113130,2505,13,27131886,13900540,6302.0,432051.0,4574.0,1829.0,
113180,2508,13,37915758,20479020,11991.0,1620486.0,8395.0,0.0,
114101,2805,13,11610047,4358931,36912.0,3741831.0,33560.0,0.0,
114103,3001,13,50250316,35278797,13505.0,2232018.0,7754.0,1536.0,
114105,2807,13,9095515,6358245,14151.0,1146278.0,9868.0,2855.0,
115100,903,6,74466883,44797561,19154.0,2901830.0,19234.0,6232.0,
115107,9010,6,20730938,16717200,6175.0,932316.0,6692.0,0.0,
116100,1003,7,33387824,28978004,10572.0,2429098.0,10257.0,0.0,
116105,1008,7,79017763,48483608,22215.0,4034170.0,20944.0,0.0,
116108,10011,7,27557520,16312121,9808.0,1591037.0,9499.0,0.0,
117101,1103,16,64636530,32782736,16357.0,2303239.0,17483.0,3079.0,
117102,1104,16,18438656,9308849,5887.0,726269.0,5511.0,0.0,
118100,1203,8,121672399,76588191,25427.0,4197336.0,23325.0,17865.0,
118105,1205,8,17671078,4915692,4938.0,683222.0,1742.0,9905.0,
118106,1206,8,13807437,5054819,3037.0,657610.0,2602.0,8710.0,
119100,1303,8,63893481,44461796,15455.0,2858558.0,15373.0,0.0,
119101,1304,8,13458962,5221623,2813.0,712085.0,2457.0,1490.0,
120101,1405,8,4611694,1982485,20326.0,3103882.0,12894.0,617.0,
121109,17016,9,88124414,66556286,21395.0,3067332.0,17906.0,7364.0,
122100,1803,14,58672291,40479274,14884.0,2096992.0,13736.0,7880.0,
123100,1903,10,51691574,30565860,14316.0,2557651.0,12615.0,0.0,
124105,20011,10,85528894,56673035,20892.0,2452096.0,16511.0,3000.0,
125100,2107,11,38668639,17812264,7091.0,1312109.0,3933.0,0.0,
126100,2205,12,49183753,29185353,9152.0,1036833.0,7941.0,0.0,
129100,1603,9,26122756,9955553,6871.0,866384.0,6006.0,7695.0,
129106,1604,9,20962258,9831429,5526.0,667843.0,4290.0,3878.0,
133150,3302,10,25923666,9410999,5706.0,772479.0,6061.0,2642.0,
