te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_directional_crs,te_directional_vrs,te_directional_nirs,te_input_region_crs,te_input_region_vrs,te_input_region_nirs,te_output_region_crs,te_output_region_vrs,te_output_region_nirs,te_directional_region_crs,te_directional_region_vrs,te_directional_region_nirs,te_input_grd_crs,te_input_grd_vrs,te_input_grd_nirs,te_output_grd_crs,te_output_grd_vrs,te_output_grd_nirs,te_directional_grd_crs,te_directional_grd_vrs,te_directional_grd_nirs
0.21,0.176,0.192,0.602,0.485,0.509,0.466,0.5,0.492,0.081,0,0.064,0.425,0.367,0.415,0.52,0.536,0.529,0.174,0.16,0.167,0.434,0.36,0.372,0.491,0.51,0.504
0.211,0.179,0.193,0.618,0.503,0.527,0.457,0.49,0.482,0.049,0.064,0,0.472,0.408,0.462,0.515,0.526,0.524,0.183,0.17,0.176,0.449,0.375,0.388,0.48,0.499,0.493
0.479,0.446,0.469,0.602,0.512,0.522,0.7,0.73,0.718,0.482,0.425,0.472,0,0.113,0.075,0.713,0.746,0.723,0.45,0.424,0.445,0.489,0.453,0.444,0.724,0.744,0.734
0.42,0.384,0.409,0.583,0.485,0.496,0.637,0.669,0.657,0.411,0.367,0.408,0.113,0,0.085,0.658,0.684,0.665,0.39,0.362,0.385,0.455,0.414,0.405,0.662,0.683,0.672
0.467,0.434,0.457,0.601,0.508,0.519,0.677,0.707,0.695,0.465,0.415,0.462,0.075,0.085,0,0.693,0.723,0.699,0.437,0.412,0.433,0.486,0.448,0.439,0.702,0.722,0.711
0.397,0.44,0.427,0.985,0.85,0.868,0.186,0.171,0.176,0.504,0.52,0.515,0.713,0.658,0.693,0,0.054,0.03,0.427,0.454,0.444,0.829,0.751,0.761,0.173,0.173,0.17
0.412,0.455,0.442,1,0.866,0.883,0.184,0.168,0.173,0.512,0.536,0.526,0.746,0.684,0.723,0.054,0,0.046,0.444,0.471,0.46,0.843,0.766,0.776,0.167,0.166,0.162
0.406,0.449,0.436,0.991,0.857,0.874,0.186,0.17,0.175,0.51,0.529,0.524,0.723,0.665,0.699,0.03,0.046,0,0.437,0.463,0.453,0.835,0.758,0.768,0.172,0.172,0.168
0.065,0.062,0.056,0.739,0.612,0.632,0.383,0.411,0.405,0.184,0.174,0.183,0.45,0.39,0.437,0.427,0.444,0.437,0,0.057,0.028,0.578,0.498,0.508,0.403,0.42,0.414
0.107,0.043,0.087,0.703,0.577,0.596,0.409,0.443,0.432,0.174,0.16,0.17,0.424,0.362,0.412,0.454,0.471,0.463,0.057,0,0.049,0.55,0.473,0.48,0.432,0.452,0.444
0.084,0.062,0.056,0.731,0.607,0.628,0.397,0.427,0.421,0.179,0.167,0.176,0.445,0.385,0.433,0.444,0.46,0.453,0.028,0.049,0,0.571,0.494,0.503,0.418,0.436,0.43
0.607,0.567,0.594,0.248,0.209,0.236,0.774,0.81,0.796,0.454,0.434,0.449,0.489,0.455,0.486,0.829,0.843,0.835,0.578,0.55,0.571,0,0.107,0.099,0.801,0.823,0.813
0.527,0.49,0.516,0.317,0.221,0.252,0.697,0.731,0.718,0.381,0.36,0.375,0.453,0.414,0.448,0.751,0.766,0.758,0.498,0.473,0.494,0.107,0,0.039,0.724,0.744,0.735
0.537,0.497,0.526,0.299,0.201,0.229,0.708,0.744,0.729,0.394,0.372,0.388,0.444,0.405,0.439,0.761,0.776,0.768,0.508,0.48,0.503,0.099,0.039,0,0.735,0.757,0.746
0.374,0.416,0.402,0.955,0.822,0.84,0.049,0.04,0.044,0.466,0.491,0.48,0.724,0.662,0.702,0.173,0.167,0.172,0.403,0.432,0.418,0.801,0.724,0.735,0,0.034,0.021
0.389,0.436,0.418,0.979,0.846,0.865,0.076,0.028,0.061,0.485,0.51,0.499,0.744,0.683,0.722,0.173,0.166,0.172,0.42,0.452,0.436,0.823,0.744,0.757,0.034,0,0.027
0.384,0.427,0.414,0.966,0.832,0.85,0.062,0.037,0.042,0.479,0.504,0.493,0.734,0.672,0.711,0.17,0.162,0.168,0.414,0.444,0.43,0.813,0.735,0.746,0.021,0.027,0
