hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,15,8195,36666453,22610577
102100,203,1,8198,50593476,22542086
103100,303,2,8202,72713992,58421587
103101,304,2,8203,29206747,13406369
103102,305,2,8204,5419740,2298437
103103,306,2,8205,3123544,719698
103104,307,2,8206,2504970,643609
104100,403,3,8211,30935922,19262895
104101,404,3,8212,2063690,463972
104102,405,3,8213,2083403,427354
104103,406,3,8214,14575353,7708572
104104,407,3,8215,1872003,463436
105100,503,4,8218,39677943,25996929
105101,504,4,8219,42124891,25849170
105102,505,4,8220,31545087,15982324
105103,506,4,8221,9163967,2600740
105104,507,4,8222,4054933,1566352
105105,508,4,8223,2679766,638410
105106,509,4,8224,2267631,718694
105107,5010,4,8225,2868057,934793
105108,5011,4,8226,4129076,1256234
106100,603,5,8229,55729668,31398383
106102,607,5,8233,13850893,8599123
106103,604,5,8230,13931330,7955457
106104,605,5,8231,5909921,2149561
106105,606,5,8232,2728224,1052199
107100,703,5,8237,63448444,56035495
107101,704,5,8238,22939929,17201007
107102,705,5,8239,19335026,10228260
107103,706,5,8240,5188767,1572513
107104,708,5,8242,6174844,1368945
107105,709,5,8243,5222686,1394820
107106,7010,5,8244,2392903,710656
107107,7011,5,8245,1554672,444995
107108,7012,5,8246,4233627,1933961
107109,7013,5,8247,5769153,1999694
107110,707,5,8241,3081170,698439
108100,803,5,8250,21192911,9689381
108101,804,5,8251,17133722,8979426
108102,805,5,8252,3151898,901849
108104,806,5,8253,1815737,632145
108105,807,5,8254,7266148,2468170
109100,2606,13,8445,66097123,48052916
109101,2605,13,8444,32194763,13792318
109102,2608,13,8447,14573586,6487156
109103,2607,13,8446,16255061,11097133
109104,2604,13,8443,2766428,861279
110100,2709,13,8456,65140354,56204172
110110,27010,13,8457,8607285,8562672
110120,2708,13,8455,57370976,28615832
110130,2707,13,8454,15301871,7432543
110140,2706,13,8453,7473877,2836474
110150,2705,13,8452,16584128,7683504
110160,2704,13,8451,4508647,1087705
111100,2404,13,8428,71731590,49630187
111101,2406,13,8430,62283071,36391847
111351,3101,13,8468,5796357,4676669
112100,2306,13,8420,49046468,72476716
112101,2305,13,8419,26360265,17422394
112102,2304,13,8418,30779397,24100152
112103,2303,13,8417,15940491,22117463
112104,2308,13,8422,13380060,10426242
112105,2309,13,8423,4037280,1522277
112106,2307,13,8421,4384012,1669979
112107,23010,13,8424,4628182,2624705
113100,2503,13,8434,77802979,59568622
113130,2505,13,8436,25155418,12164222
113150,2506,13,8437,11463281,3218005
113160,2504,13,8435,5417746,13302841
113170,2507,13,8438,5341657,1794782
113180,2508,13,8439,33579922,18782242
114101,2805,13,8462,111125367,73082444
114102,2806,13,8463,10250196,4899643
114103,3001,13,8467,45969194,28243902
114105,2807,13,8464,55895911,50802357
115100,903,6,8262,65696442,39467625
115101,904,6,8263,3267190,1014422
115102,905,6,8264,2006271,427440
115103,906,6,8265,2615483,834382
115104,907,6,8266,7948326,9232098
115105,908,6,8267,4595032,2654277
115106,909,6,8268,1612089,396243
115107,9010,6,8269,17238737,13955989
115108,9011,6,8270,3019178,1138579
115109,9012,6,8271,1918566,503842
115110,9013,6,8272,9713623,7557384
115111,9014,6,8273,1302871,566333
115112,9015,6,8274,2482698,1350888
115113,9016,6,8275,1524075,430973
115114,9017,6,8276,1595585,404584
116100,1003,7,8279,29055962,23233345
116101,1004,7,8280,2672760,906865
116102,1005,7,8281,3645853,1204495
